US	CS	Time	PCName	timeStamp
n46.wav	20.png	152	methexp32	2017-04-26_12.51.07.362000
neu6.wav	MotivationCS27.png	158	methexp32	2017-04-26_12.51.07.362000
neu9.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
p45.wav	08.png	250	methexp32	2017-04-26_12.51.07.362000
n31.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
p22.wav	50.png	152	methexp32	2017-04-26_12.51.07.362000
n46.wav	22.png	250	methexp32	2017-04-26_12.51.07.362000
p36.wav	08.png	250	methexp32	2017-04-26_12.51.07.362000
n40.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
p36.wav	50.png	152	methexp32	2017-04-26_12.51.07.362000
n40.wav	14.png	250	methexp32	2017-04-26_12.51.07.362000
p91.wav	08.png	250	methexp32	2017-04-26_12.51.07.362000
neu3.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
p45.wav	03.png	250	methexp32	2017-04-26_12.51.07.362000
p89.wav	50.png	152	methexp32	2017-04-26_12.51.07.362000
p21.wav	03.png	250	methexp32	2017-04-26_12.51.07.362000
n46.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
p52.wav	08.png	250	methexp32	2017-04-26_12.51.07.362000
p23.wav	08.png	250	methexp32	2017-04-26_12.51.07.362000
n30.wav	20.png	152	methexp32	2017-04-26_12.51.07.362000
neu2.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
neu1.wav	MotivationCS27.png	158	methexp32	2017-04-26_12.51.07.362000
neu1.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
n25.wav	14.png	250	methexp32	2017-04-26_12.51.07.362000
p45.wav	04.png	152	methexp32	2017-04-26_12.51.07.362000
n25.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
p73.wav	50.png	152	methexp32	2017-04-26_12.51.07.362000
p23.wav	50.png	152	methexp32	2017-04-26_12.51.07.362000
n13.wav	20.png	152	methexp32	2017-04-26_12.51.07.362000
neu6.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
neu8.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
n11.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
neu2.wav	MotivationCS27.png	158	methexp32	2017-04-26_12.51.07.362000
n50.wav	14.png	250	methexp32	2017-04-26_12.51.07.362000
n11.wav	14.png	250	methexp32	2017-04-26_12.51.07.362000
n14.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
n30.wav	14.png	250	methexp32	2017-04-26_12.51.07.362000
n45.wav	20.png	152	methexp32	2017-04-26_12.51.07.362000
neu5.wav	MotivationCS33.png	170	methexp32	2017-04-26_12.51.07.362000
n45.wav	22.png	250	methexp32	2017-04-26_12.51.07.362000
neu8.wav	MotivationCS27.png	158	methexp32	2017-04-26_12.51.07.362000
n25.wav	22.png	250	methexp32	2017-04-26_12.51.07.362000
n25.wav	20.png	152	methexp32	2017-04-26_12.51.07.362000
p52.wav	04.png	152	methexp32	2017-04-26_12.51.07.362000
n45.wav	51.png	152	methexp32	2017-04-26_12.51.07.362000
p21.wav	04.png	152	methexp32	2017-04-26_12.51.07.362000
n50.wav	20.png	152	methexp32	2017-04-26_12.51.07.362000
p91.wav	50.png	152	methexp32	2017-04-26_12.51.07.362000
neu10.wav	MotivationCS27.png	158	methexp32	2017-04-26_12.51.07.362000
