ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
61	MotivationCS27.png	neu8.wav	170	1	0	90	Space	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p21.wav	152	2	270	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	14.png	p21.wav	250	3	0	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS33.png	neu7.wav	158	4	180	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	22.png	n14.wav	250	5	270	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n31.wav	152	6	0	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	22.png	n30.wav	250	7	180	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	04.png	p22.wav	152	8	90	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	22.png	n25.wav	250	9	270	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS27.png	neu7.wav	170	10	270	90	Space	methexp32	2017-01-16_14.59.36.209000	
61	14.png	p45.wav	250	11	270	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS27.png	neu5.wav	170	12	90	270	Space	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS27.png	neu3.wav	170	13	180	270	Space	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS33.png	neu3.wav	158	14	270	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p73.wav	152	15	90	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	22.png	n11.wav	250	16	0	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	03.png	p45.wav	250	17	180	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS33.png	neu10.wav	158	18	90	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS27.png	neu10.wav	170	19	90	0	Space	methexp32	2017-01-16_14.59.36.209000	
61	03.png	p73.wav	250	20	90	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n25.wav	152	21	270	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p22.wav	152	22	180	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n13.wav	152	23	90	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	08.png	n40.wav	250	24	90	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	08.png	n45.wav	250	25	90	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	08.png	n30.wav	250	26	0	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	51.png	n46.wav	152	27	90	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	14.png	p52.wav	250	28	90	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	14.png	p73.wav	250	29	90	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	22.png	n46.wav	250	30	180	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	MotivationCS27.png	neu9.wav	170	31	270	90	Space	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p91.wav	152	32	180	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n45.wav	152	33	270	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n46.wav	152	34	90	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p36.wav	152	35	180	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n11.wav	152	36	0	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	03.png	p52.wav	250	37	0	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	08.png	n50.wav	250	38	180	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	22.png	n31.wav	250	39	180	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	14.png	p91.wav	250	40	270	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	03.png	p91.wav	250	41	90	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	51.png	n30.wav	152	42	270	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	50.png	n50.wav	152	43	90	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	03.png	p89.wav	250	44	180	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	08.png	n14.wav	250	45	270	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p89.wav	152	46	270	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	04.png	p21.wav	152	47	180	90	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	20.png	p53.wav	152	48	270	0	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	04.png	p73.wav	152	49	90	270	NoSpace	methexp32	2017-01-16_14.59.36.209000	
61	51.png	n13.wav	152	50	90	180	NoSpace	methexp32	2017-01-16_14.59.36.209000	
