ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
91	Gar nicht	50.png	1	methexp32	2017-01-30_10.14.39.628000
91	Gar nicht	03.png	2	methexp32	2017-01-30_10.14.39.628000
91	Schon mal gesehen	51.png	3	methexp32	2017-01-30_10.14.39.628000
91	Schon mal gesehen	14.png	4	methexp32	2017-01-30_10.14.39.628000
91	Gar nicht	08.png	5	methexp32	2017-01-30_10.14.39.628000
91	Gar nicht	20.png	6	methexp32	2017-01-30_10.14.39.628000
91	Schon mal gesehen	22.png	7	methexp32	2017-01-30_10.14.39.628000
91	Gar nicht	04.png	8	methexp32	2017-01-30_10.14.39.628000
