ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
171	14.png	p52.wav	250	1	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p36.wav	250	2	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p52.wav	152	3	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n40.wav	250	4	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu1.wav	158	5	0	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu7.wav	170	6	0	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p36.wav	152	7	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n30.wav	152	8	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu3.wav	158	9	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n14.wav	250	10	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p22.wav	152	11	90	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n14.wav	152	12	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p89.wav	250	13	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n46.wav	152	14	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p53.wav	152	15	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n40.wav	152	16	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu4.wav	170	17	90	180	Space	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu10.wav	170	18	270	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n45.wav	250	19	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p89.wav	152	20	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n50.wav	152	21	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p53.wav	250	22	180	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu5.wav	170	23	270	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p23.wav	250	24	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p21.wav	152	25	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n50.wav	250	26	180	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n25.wav	152	27	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n13.wav	250	28	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p73.wav	250	29	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p36.wav	250	30	0	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n31.wav	152	31	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n40.wav	152	32	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n46.wav	250	33	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n13.wav	152	34	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n30.wav	250	35	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p22.wav	152	36	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n31.wav	250	37	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p91.wav	152	38	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n46.wav	152	39	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n30.wav	152	40	0	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu8.wav	170	41	0	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p22.wav	250	42	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p23.wav	152	43	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p45.wav	250	44	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n31.wav	152	45	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p89.wav	250	46	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n45.wav	250	47	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n31.wav	250	48	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n25.wav	250	49	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p21.wav	250	50	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p36.wav	152	51	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n50.wav	250	52	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu9.wav	158	53	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n25.wav	250	54	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n50.wav	152	55	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n14.wav	152	56	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu2.wav	158	57	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu2.wav	170	58	180	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n11.wav	152	59	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p91.wav	250	60	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p23.wav	152	61	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu10.wav	158	62	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p73.wav	250	63	0	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	50.png	n45.wav	152	64	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu4.wav	158	65	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n25.wav	152	66	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu7.wav	158	67	0	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p45.wav	250	68	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n40.wav	250	69	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p52.wav	152	70	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p53.wav	152	71	90	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p45.wav	152	72	0	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p23.wav	250	73	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p22.wav	250	74	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n30.wav	250	75	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n13.wav	152	76	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p45.wav	152	77	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu6.wav	158	78	90	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu8.wav	158	79	90	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n11.wav	250	80	0	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p91.wav	152	81	0	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p21.wav	152	82	180	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p21.wav	250	83	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n11.wav	250	84	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS27.png	neu5.wav	158	85	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n45.wav	152	86	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu9.wav	170	87	0	180	Space	methexp32	2017-02-20_11.59.14.998000	
171	14.png	p53.wav	250	88	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu1.wav	170	89	270	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n14.wav	250	90	270	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p91.wav	250	91	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p89.wav	152	92	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu6.wav	170	93	180	90	Space	methexp32	2017-02-20_11.59.14.998000	
171	08.png	n13.wav	250	94	270	90	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	20.png	p73.wav	152	95	180	270	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	03.png	p52.wav	250	96	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	04.png	n11.wav	152	97	270	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	22.png	n46.wav	250	98	180	0	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	51.png	p73.wav	152	99	90	180	NoSpace	methexp32	2017-02-20_11.59.14.998000	
171	MotivationCS33.png	neu3.wav	170	100	90	0	Space	methexp32	2017-02-20_11.59.14.998000	
