ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
307	Gar nicht	04.png	1	methexp32	2017-05-04_17.48.17.311000
307	Schon mal gesehen	51.png	2	methexp32	2017-05-04_17.48.17.311000
307	Gar nicht	20.png	3	methexp32	2017-05-04_17.48.17.311000
307	Gar nicht	22.png	4	methexp32	2017-05-04_17.48.17.311000
307	Gar nicht	08.png	5	methexp32	2017-05-04_17.48.17.311000
307	Schon mal gesehen	03.png	6	methexp32	2017-05-04_17.48.17.311000
307	Gar nicht	14.png	7	methexp32	2017-05-04_17.48.17.311000
307	Gar nicht	50.png	8	methexp32	2017-05-04_17.48.17.311000
