ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
84	03.png	n45.wav	250	1	90	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	14.png	p23.wav	250	2	270	90	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	20.png	p45.wav	152	3	90	180	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	04.png	p22.wav	152	4	180	270	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	50.png	n50.wav	152	5	270	90	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	14.png	p36.wav	250	6	90	0	Space	methexp32	2017-01-23_15.43.26.174000	
84	22.png	n14.wav	250	7	90	270	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	22.png	n30.wav	250	8	90	270	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	04.png	p89.wav	152	9	180	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	04.png	p73.wav	152	10	180	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	03.png	n25.wav	250	11	90	180	Space	methexp32	2017-01-23_15.43.26.174000	
84	51.png	n45.wav	152	12	0	90	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	14.png	p52.wav	250	13	270	180	Space	methexp32	2017-01-23_15.43.26.174000	
84	04.png	p36.wav	152	14	0	270	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	14.png	p22.wav	250	15	0	270	Space	methexp32	2017-01-23_15.43.26.174000	
84	08.png	p21.wav	250	16	270	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	22.png	n25.wav	250	17	270	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	50.png	n46.wav	152	18	0	270	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	MotivationCS33.png	neu5.wav	170	19	0	270	Space	methexp32	2017-01-23_15.43.26.174000	
84	20.png	p91.wav	152	20	180	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	MotivationCS33.png	neu8.wav	170	21	0	90	Space	methexp32	2017-01-23_15.43.26.174000	
84	20.png	p21.wav	152	22	90	270	NoSpace	methexp32	2017-01-23_15.43.26.174000	
84	MotivationCS33.png	neu2.wav	170	23	90	270	Space	methexp32	2017-01-23_15.43.26.174000	
84	MotivationCS27.png	neu7.wav	158	24	90	0	NoSpace	methexp32	2017-01-23_15.43.26.174000	
