ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
323	50.png	n13.wav	152	1	90	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	03.png	p36.wav	250	2	90	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	20.png	n25.wav	152	3	180	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	22.png	n30.wav	250	4	90	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	14.png	n31.wav	250	5	0	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	04.png	p52.wav	152	6	180	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	03.png	p91.wav	250	7	180	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS27.png	neu1.wav	170	8	180	0	Space	methexp32	2017-05-09_13.26.10.898000	
323	51.png	p52.wav	152	9	270	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS33.png	neu8.wav	158	10	270	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS27.png	neu3.wav	170	11	0	180	Space	methexp32	2017-05-09_13.26.10.898000	
323	08.png	p73.wav	250	12	0	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	04.png	p23.wav	152	13	180	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	03.png	p89.wav	250	14	180	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	22.png	n46.wav	250	15	270	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	14.png	n11.wav	250	16	90	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	51.png	p89.wav	152	17	90	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	14.png	n13.wav	250	18	180	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	20.png	n11.wav	152	19	90	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	22.png	n40.wav	250	20	90	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS33.png	neu5.wav	158	21	270	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS27.png	neu10.wav	170	22	270	180	Space	methexp32	2017-05-09_13.26.10.898000	
323	14.png	n45.wav	250	23	270	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	03.png	p73.wav	250	24	90	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS27.png	neu8.wav	170	25	270	180	Space	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS27.png	neu9.wav	170	26	180	0	Space	methexp32	2017-05-09_13.26.10.898000	
323	50.png	n25.wav	152	27	90	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	50.png	n31.wav	152	28	0	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	51.png	p53.wav	152	29	0	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	51.png	p21.wav	152	30	90	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS33.png	neu2.wav	158	31	180	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	22.png	n14.wav	250	32	0	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	51.png	p45.wav	152	33	90	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	04.png	p53.wav	152	34	0	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	08.png	p22.wav	250	35	0	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	51.png	p36.wav	152	36	180	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	04.png	p45.wav	152	37	90	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	20.png	n31.wav	152	38	270	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	03.png	p22.wav	250	39	180	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	14.png	n46.wav	250	40	180	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	22.png	n11.wav	250	41	270	0	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	04.png	p91.wav	152	42	270	180	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	MotivationCS33.png	neu10.wav	158	43	0	270	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	08.png	p21.wav	250	44	270	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
323	50.png	n11.wav	152	45	0	90	NoSpace	methexp32	2017-05-09_13.26.10.898000	
