ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
22	Kenne ich	51.png	1	methexp32	2017-01-10_15.40.42.486000
22	Schon mal gesehen	20.png	2	methexp32	2017-01-10_15.40.42.486000
22	Gar nicht	22.png	3	methexp32	2017-01-10_15.40.42.486000
22	Gar nicht	03.png	4	methexp32	2017-01-10_15.40.42.486000
22	Gar nicht	04.png	5	methexp32	2017-01-10_15.40.42.486000
22	Schon mal gesehen	08.png	6	methexp32	2017-01-10_15.40.42.486000
22	Schon mal gesehen	14.png	7	methexp32	2017-01-10_15.40.42.486000
22	Schon mal gesehen	50.png	8	methexp32	2017-01-10_15.40.42.486000
