ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
279	Gar nicht	51.png	1	methexp32	2017-05-03_12.07.30.312000
279	Schon mal gesehen	14.png	2	methexp32	2017-05-03_12.07.30.312000
279	Schon mal gesehen	50.png	3	methexp32	2017-05-03_12.07.30.312000
279	Gar nicht	22.png	4	methexp32	2017-05-03_12.07.30.312000
279	Gar nicht	03.png	5	methexp32	2017-05-03_12.07.30.312000
279	Schon mal gesehen	08.png	6	methexp32	2017-05-03_12.07.30.312000
279	Gar nicht	04.png	7	methexp32	2017-05-03_12.07.30.312000
279	Gar nicht	20.png	8	methexp32	2017-05-03_12.07.30.312000
