ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
280	Schon mal gesehen	50.png	1	methexp32	2017-05-03_13.32.15.173000
280	Gar nicht	08.png	2	methexp32	2017-05-03_13.32.15.173000
280	Gar nicht	03.png	3	methexp32	2017-05-03_13.32.15.173000
280	Gar nicht	22.png	4	methexp32	2017-05-03_13.32.15.173000
280	Gar nicht	14.png	5	methexp32	2017-05-03_13.32.15.173000
280	Gar nicht	04.png	6	methexp32	2017-05-03_13.32.15.173000
280	Schon mal gesehen	51.png	7	methexp32	2017-05-03_13.32.15.173000
280	Schon mal gesehen	20.png	8	methexp32	2017-05-03_13.32.15.173000
