ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
229	Gar nicht	03.png	1	methexp32	2017-04-24_11.06.14.441000
229	Gar nicht	08.png	2	methexp32	2017-04-24_11.06.14.441000
229	Gar nicht	20.png	3	methexp32	2017-04-24_11.06.14.441000
229	Gar nicht	22.png	4	methexp32	2017-04-24_11.06.14.441000
229	Schon mal gesehen	50.png	5	methexp32	2017-04-24_11.06.14.441000
229	Schon mal gesehen	51.png	6	methexp32	2017-04-24_11.06.14.441000
229	Schon mal gesehen	14.png	7	methexp32	2017-04-24_11.06.14.441000
229	Gar nicht	04.png	8	methexp32	2017-04-24_11.06.14.441000
