ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
104	Kenne ich sehr gut	08.png	1	methexp32	2017-02-01_10.53.19.030000
104	Gar nicht	03.png	2	methexp32	2017-02-01_10.53.19.030000
104	Schon mal gesehen	04.png	3	methexp32	2017-02-01_10.53.19.030000
104	Schon mal gesehen	14.png	4	methexp32	2017-02-01_10.53.19.030000
104	Schon mal gesehen	20.png	5	methexp32	2017-02-01_10.53.19.030000
104	Kenne ich	51.png	6	methexp32	2017-02-01_10.53.19.030000
104	Gar nicht	22.png	7	methexp32	2017-02-01_10.53.19.030000
104	Kenne ich sehr gut	50.png	8	methexp32	2017-02-01_10.53.19.030000
