ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
312	Gar nicht	20.png	1	methexp32	2017-05-08_11.17.57.630000
312	Kenne ich	50.png	2	methexp32	2017-05-08_11.17.57.630000
312	Gar nicht	04.png	3	methexp32	2017-05-08_11.17.57.630000
312	Gar nicht	03.png	4	methexp32	2017-05-08_11.17.57.630000
312	Kenne ich	14.png	5	methexp32	2017-05-08_11.17.57.630000
312	Schon mal gesehen	22.png	6	methexp32	2017-05-08_11.17.57.630000
312	Schon mal gesehen	51.png	7	methexp32	2017-05-08_11.17.57.630000
312	Schon mal gesehen	08.png	8	methexp32	2017-05-08_11.17.57.630000
