ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
59	Gar nicht	03.png	1	methexp32	2017-01-16_13.35.01.086000
59	Gar nicht	50.png	2	methexp32	2017-01-16_13.35.01.086000
59	Schon mal gesehen	14.png	3	methexp32	2017-01-16_13.35.01.086000
59	Schon mal gesehen	08.png	4	methexp32	2017-01-16_13.35.01.086000
59	Gar nicht	22.png	5	methexp32	2017-01-16_13.35.01.086000
59	Schon mal gesehen	51.png	6	methexp32	2017-01-16_13.35.01.086000
59	Gar nicht	04.png	7	methexp32	2017-01-16_13.35.01.086000
59	Gar nicht	20.png	8	methexp32	2017-01-16_13.35.01.086000
