ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
291	03.png	p36.wav	250	1	270	180	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	20.png	p22.wav	152	2	90	180	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	08.png	p22.wav	250	3	0	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	MotivationCS33.png	neu2.wav	170	4	90	180	Space	methexp32	2017-05-04_10.16.44.280000	
291	14.png	n13.wav	250	5	270	0	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	MotivationCS27.png	neu7.wav	158	6	0	180	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	50.png	n11.wav	152	7	90	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	20.png	p36.wav	152	8	270	180	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	50.png	n50.wav	152	9	270	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	04.png	n50.wav	152	10	90	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	20.png	p73.wav	152	11	270	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	20.png	p52.wav	152	12	180	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	MotivationCS27.png	neu8.wav	158	13	180	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	50.png	n46.wav	152	14	180	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	14.png	n14.wav	250	15	180	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	20.png	p23.wav	152	16	180	0	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	50.png	n40.wav	152	17	90	180	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	MotivationCS33.png	neu7.wav	170	18	0	270	Space	methexp32	2017-05-04_10.16.44.280000	
291	14.png	n30.wav	250	19	0	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	22.png	n25.wav	250	20	90	270	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	MotivationCS27.png	neu9.wav	158	21	180	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	04.png	n45.wav	152	22	180	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	51.png	p21.wav	152	23	270	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
291	03.png	p21.wav	250	24	270	90	NoSpace	methexp32	2017-05-04_10.16.44.280000	
