ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
48	Kenne ich	51.png	1	methexp32	2017-01-12_15.51.26.907000
48	Schon mal gesehen	14.png	2	methexp32	2017-01-12_15.51.26.907000
48	Gar nicht	04.png	3	methexp32	2017-01-12_15.51.26.907000
48	Gar nicht	08.png	4	methexp32	2017-01-12_15.51.26.907000
48	Gar nicht	22.png	5	methexp32	2017-01-12_15.51.26.907000
48	Schon mal gesehen	50.png	6	methexp32	2017-01-12_15.51.26.907000
48	Gar nicht	03.png	7	methexp32	2017-01-12_15.51.26.907000
48	Gar nicht	20.png	8	methexp32	2017-01-12_15.51.26.907000
