ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
2	20.png	p89.wav	152	1	180	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n11.wav	250	2	0	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu8.wav	170	3	0	270	Space	methexp32	2016-12-21_13.52.12.311000	
2	20.png	p53.wav	152	4	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu1.wav	170	5	0	90	Space	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n40.wav	250	6	180	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu4.wav	170	7	0	180	Space	methexp32	2016-12-21_13.52.12.311000	
2	14.png	n45.wav	250	8	90	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n50.wav	250	9	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	03.png	p36.wav	250	10	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n25.wav	152	11	180	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n30.wav	250	12	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p21.wav	250	13	90	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n30.wav	152	14	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	20.png	p21.wav	152	15	270	0	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS33.png	neu9.wav	158	16	270	0	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	03.png	p91.wav	250	17	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p23.wav	250	18	180	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	14.png	n13.wav	250	19	90	0	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p36.wav	250	20	180	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n14.wav	152	21	90	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n14.wav	250	22	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p52.wav	250	23	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n13.wav	152	24	90	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	20.png	p36.wav	152	25	270	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	20.png	p45.wav	152	26	90	0	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	14.png	n14.wav	250	27	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n14.wav	152	28	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p45.wav	250	29	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n50.wav	152	30	270	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n25.wav	250	31	0	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu9.wav	170	32	0	90	Space	methexp32	2016-12-21_13.52.12.311000	
2	51.png	p22.wav	152	33	90	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n13.wav	250	34	180	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu3.wav	170	35	270	90	Space	methexp32	2016-12-21_13.52.12.311000	
2	08.png	n46.wav	250	36	180	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	51.png	p89.wav	152	37	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n31.wav	152	38	180	0	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu6.wav	170	39	270	90	Space	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS27.png	neu7.wav	170	40	0	180	Space	methexp32	2016-12-21_13.52.12.311000	
2	03.png	p89.wav	250	41	0	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS33.png	neu4.wav	158	42	270	0	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n45.wav	152	43	270	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n13.wav	152	44	0	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	MotivationCS33.png	neu7.wav	158	45	0	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p73.wav	250	46	0	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n46.wav	152	47	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	51.png	p53.wav	152	48	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	50.png	n40.wav	152	49	270	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n40.wav	152	50	90	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	03.png	p21.wav	250	51	180	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n11.wav	152	52	180	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	20.png	p22.wav	152	53	270	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	14.png	n30.wav	250	54	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n30.wav	152	55	0	90	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	04.png	n31.wav	152	56	0	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	03.png	p45.wav	250	57	90	270	NoSpace	methexp32	2016-12-21_13.52.12.311000	
2	22.png	p22.wav	250	58	90	180	NoSpace	methexp32	2016-12-21_13.52.12.311000	
