ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
147	Schon mal gesehen	04.png	1	methexp32	2017-02-16_10.28.48.412000
147	Kenne ich	22.png	2	methexp32	2017-02-16_10.28.48.412000
147	Schon mal gesehen	08.png	3	methexp32	2017-02-16_10.28.48.412000
147	Schon mal gesehen	50.png	4	methexp32	2017-02-16_10.28.48.412000
147	Kenne ich	14.png	5	methexp32	2017-02-16_10.28.48.412000
147	Schon mal gesehen	51.png	6	methexp32	2017-02-16_10.28.48.412000
147	Schon mal gesehen	20.png	7	methexp32	2017-02-16_10.28.48.412000
147	Schon mal gesehen	03.png	8	methexp32	2017-02-16_10.28.48.412000
