ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
120	22.png	n30.wav	250	1	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu3.wav	170	2	270	180	Space	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n25.wav	250	3	270	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p73.wav	152	4	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p73.wav	250	5	180	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p52.wav	250	6	0	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p89.wav	152	7	270	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p52.wav	152	8	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p36.wav	152	9	0	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu7.wav	170	10	180	90	Space	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p91.wav	152	11	90	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p52.wav	152	12	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p21.wav	152	13	270	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n45.wav	250	14	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p23.wav	250	15	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n30.wav	152	16	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p45.wav	152	17	0	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n31.wav	250	18	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p45.wav	152	19	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p91.wav	250	20	90	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p89.wav	152	21	270	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	04.png	n50.wav	152	22	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n13.wav	250	23	270	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	04.png	n25.wav	152	24	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p23.wav	152	25	180	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p36.wav	250	26	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n40.wav	250	27	270	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n50.wav	250	28	270	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p53.wav	152	29	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n50.wav	250	30	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	22.png	n14.wav	250	31	0	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu8.wav	158	32	90	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n11.wav	152	33	0	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	04.png	n31.wav	152	34	270	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n46.wav	250	35	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p89.wav	250	36	0	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu2.wav	170	37	0	180	Space	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n25.wav	250	38	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu8.wav	170	39	90	0	Space	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n46.wav	152	40	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p22.wav	250	41	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p21.wav	250	42	90	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu5.wav	170	43	0	90	Space	methexp32	2017-02-08_16.01.02.240000	
120	04.png	n13.wav	152	44	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	04.png	n45.wav	152	45	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu4.wav	170	46	270	0	Space	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n14.wav	152	47	270	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	04.png	n40.wav	152	48	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p23.wav	250	49	0	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n30.wav	250	50	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p52.wav	250	51	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p22.wav	152	52	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n13.wav	250	53	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p22.wav	152	54	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu3.wav	158	55	270	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu6.wav	170	56	180	0	Space	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p53.wav	250	57	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu5.wav	158	58	270	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS27.png	neu10.wav	170	59	0	180	Space	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n31.wav	152	60	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p73.wav	152	61	270	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu9.wav	158	62	90	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n40.wav	152	63	0	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p21.wav	152	64	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu2.wav	158	65	0	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n11.wav	250	66	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p22.wav	250	67	90	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p89.wav	250	68	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	20.png	p23.wav	152	69	90	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu10.wav	158	70	270	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu4.wav	158	71	270	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p91.wav	250	72	270	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	MotivationCS33.png	neu7.wav	158	73	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n50.wav	152	74	0	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n13.wav	152	75	90	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n40.wav	250	76	180	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n45.wav	250	77	90	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p53.wav	250	78	180	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	14.png	p45.wav	250	79	90	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	50.png	p53.wav	152	80	180	90	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	03.png	n31.wav	250	81	270	180	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	51.png	n45.wav	152	82	180	0	NoSpace	methexp32	2017-02-08_16.01.02.240000	
120	08.png	p21.wav	250	83	90	270	NoSpace	methexp32	2017-02-08_16.01.02.240000	
