ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
201	Gar nicht	08.png	1	methexp32	2017-03-23_12.45.15.018000
201	Schon mal gesehen	03.png	2	methexp32	2017-03-23_12.45.15.018000
201	Gar nicht	50.png	3	methexp32	2017-03-23_12.45.15.018000
201	Schon mal gesehen	51.png	4	methexp32	2017-03-23_12.45.15.018000
201	Gar nicht	04.png	5	methexp32	2017-03-23_12.45.15.018000
201	Gar nicht	20.png	6	methexp32	2017-03-23_12.45.15.018000
201	Gar nicht	14.png	7	methexp32	2017-03-23_12.45.15.018000
201	Gar nicht	22.png	8	methexp32	2017-03-23_12.45.15.018000
