ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
325	Gar nicht	14.png	1	methexp32	2017-05-09_17.33.40.070000
325	Schon mal gesehen	22.png	2	methexp32	2017-05-09_17.33.40.070000
325	Gar nicht	04.png	3	methexp32	2017-05-09_17.33.40.070000
325	Schon mal gesehen	51.png	4	methexp32	2017-05-09_17.33.40.070000
325	Schon mal gesehen	20.png	5	methexp32	2017-05-09_17.33.40.070000
325	Gar nicht	50.png	6	methexp32	2017-05-09_17.33.40.070000
325	Schon mal gesehen	08.png	7	methexp32	2017-05-09_17.33.40.070000
325	Gar nicht	03.png	8	methexp32	2017-05-09_17.33.40.070000
