ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
14	Schon mal gesehen	20.png	1	methexp32	2017-01-10_10.35.52.304000
14	Kenne ich sehr gut	14.png	2	methexp32	2017-01-10_10.35.52.304000
14	Kenne ich sehr gut	03.png	3	methexp32	2017-01-10_10.35.52.304000
14	Gar nicht	04.png	4	methexp32	2017-01-10_10.35.52.304000
14	Kenne ich	51.png	5	methexp32	2017-01-10_10.35.52.304000
14	Kenne ich sehr gut	22.png	6	methexp32	2017-01-10_10.35.52.304000
14	Kenne ich sehr gut	08.png	7	methexp32	2017-01-10_10.35.52.304000
14	Gar nicht	50.png	8	methexp32	2017-01-10_10.35.52.304000
