ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
136	Schon mal gesehen	14.png	1	methexp32	2017-02-15_11.23.40.079000
136	Gar nicht	03.png	2	methexp32	2017-02-15_11.23.40.079000
136	Kenne ich	50.png	3	methexp32	2017-02-15_11.23.40.079000
136	Schon mal gesehen	22.png	4	methexp32	2017-02-15_11.23.40.079000
136	Gar nicht	08.png	5	methexp32	2017-02-15_11.23.40.079000
136	Gar nicht	04.png	6	methexp32	2017-02-15_11.23.40.079000
136	Gar nicht	20.png	7	methexp32	2017-02-15_11.23.40.079000
136	Kenne ich	51.png	8	methexp32	2017-02-15_11.23.40.079000
