phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,62,1,1,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,62,1,2,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,62,1,3,1,NA,NA,NA,25.png,19.png,0,None,None,None,None
trials,62,1,4,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,62,1,5,1,1,positive,acquisition,20.png,1604.JPG,0,None,None,None,None
trials,62,1,6,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,62,1,7,1,1,positive,acquisition,1.png,1440.JPG,0,None,None,None,None
trials,62,1,8,1,NA,NA,NA,9000.JPG,5720.JPG,0,None,None,None,None
trials,62,1,9,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,62,1,10,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,62,1,11,1,1,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,62,1,12,1,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,62,1,13,1,NA,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,62,1,14,1,2,positive,acquisition,20.png,1604.JPG,0,None,None,None,None
trials,62,1,15,1,1,negative,acquisition,17.png,2276.JPG,0,None,None,None,None
trials,62,1,16,1,1,neutral,acquisition,11.png,7025.JPG,0,None,None,None,None
trials,62,1,17,1,1,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,62,1,18,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,62,1,19,1,3,positive,acquisition,20.png,1604.JPG,0,None,None,None,None
trials,62,1,20,1,NA,NA,NA,22.png,15.png,0,None,None,None,None
trials,62,1,21,1,1,neutral,acquisition,21.png,7035.JPG,0,None,None,None,None
trials,62,1,22,1,1,positive,acquisition,12.png,1721.JPG,0,None,None,None,None
trials,62,1,23,1,1,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
