phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,76,1.png,positive,extinction,18
globalratings,76,14.png,neutral,extinction,0
globalratings,76,3.png,extinction,positive,18
globalratings,76,7.png,extinction,neutral,9
globalratings,76,23.png,extinction,negative,0
globalratings,76,4.png,extinction,neutral,18
globalratings,76,26.png,extinction,positive,0
globalratings,76,20.png,positive,extinction,2
globalratings,76,10.png,negative,extinction,0
globalratings,76,17.png,negative,extinction,0
globalratings,76,11.png,neutral,extinction,18
globalratings,76,24.png,extinction,neutral,18
globalratings,76,21.png,neutral,extinction,6
globalratings,76,8.png,extinction,negative,8
globalratings,76,5.png,extinction,positive,18
globalratings,76,12.png,positive,extinction,18
globalratings,76,9.png,negative,extinction,18
globalratings,76,18.png,extinction,negative,0
c2ratings,76,5.png,extinction,positive,18
c2ratings,76,9.png,negative,extinction,18
c2ratings,76,23.png,extinction,negative,18
c2ratings,76,20.png,positive,extinction,18
c2ratings,76,7.png,extinction,neutral,18
c2ratings,76,24.png,extinction,neutral,8
c2ratings,76,18.png,extinction,negative,0
c2ratings,76,8.png,extinction,negative,2
c2ratings,76,4.png,extinction,neutral,18
c2ratings,76,17.png,negative,extinction,18
c2ratings,76,14.png,neutral,extinction,5
c2ratings,76,1.png,positive,extinction,7
c2ratings,76,3.png,extinction,positive,18
c2ratings,76,10.png,negative,extinction,6
c2ratings,76,26.png,extinction,positive,0
c2ratings,76,11.png,neutral,extinction,18
c2ratings,76,21.png,neutral,extinction,2
c2ratings,76,12.png,positive,extinction,18
c1ratings,76,23.png,extinction,negative,0
c1ratings,76,14.png,neutral,extinction,0
c1ratings,76,20.png,positive,extinction,0
c1ratings,76,17.png,negative,extinction,0
c1ratings,76,11.png,neutral,extinction,18
c1ratings,76,10.png,negative,extinction,0
c1ratings,76,9.png,negative,extinction,8
c1ratings,76,12.png,positive,extinction,18
c1ratings,76,18.png,extinction,negative,1
c1ratings,76,7.png,extinction,neutral,17
c1ratings,76,24.png,extinction,neutral,11
c1ratings,76,3.png,extinction,positive,18
c1ratings,76,1.png,positive,extinction,18
c1ratings,76,21.png,neutral,extinction,9
c1ratings,76,4.png,extinction,neutral,9
c1ratings,76,26.png,extinction,positive,0
c1ratings,76,5.png,extinction,positive,9
c1ratings,76,8.png,extinction,negative,0
