phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,73,1,1,2,1,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,73,1,2,2,1,positive,acquisition,1463.JPG,20.png,0,None,None,None,None
trials,73,1,3,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,4,2,1,positive,acquisition,1721.JPG,1.png,0,None,None,None,None
trials,73,1,5,2,NA,NA,NA,19.png,25.png,0,None,None,None,None
trials,73,1,6,2,1,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,73,1,7,2,NA,NA,NA,5780.JPG,5870.JPG,0,None,None,None,None
trials,73,1,8,2,2,positive,acquisition,1463.JPG,20.png,0,None,None,None,None
trials,73,1,9,2,2,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,73,1,10,2,1,neutral,acquisition,7004.JPG,11.png,0,None,None,None,None
trials,73,1,11,2,NA,NA,NA,27.png,6.png,0,None,None,None,None
trials,73,1,12,2,1,neutral,acquisition,7006.JPG,21.png,0,None,None,None,None
trials,73,1,13,2,1,neutral,acquisition,7090.JPG,14.png,0,None,None,None,None
trials,73,1,14,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,73,1,15,2,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,73,1,16,2,NA,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,73,1,17,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,18,2,NA,NA,NA,27.png,6.png,0,None,None,None,None
trials,73,1,19,2,1,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,73,1,20,2,1,negative,acquisition,2750.JPG,9.png,0,None,None,None,None
trials,73,1,21,2,1,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,73,1,22,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,23,2,1,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,73,1,24,2,NA,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,73,1,25,2,NA,NA,NA,15.png,2.png,0,None,None,None,None
trials,73,1,26,2,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,73,1,27,2,1,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,73,1,28,2,NA,NA,NA,9280.JPG,5250.JPG,0,None,None,None,None
trials,73,1,29,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,73,1,30,2,2,negative,acquisition,2750.JPG,9.png,0,None,None,None,None
trials,73,1,31,2,2,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,73,1,32,2,2,neutral,acquisition,7004.JPG,11.png,0,None,None,None,None
trials,73,1,33,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,34,2,1,negative,acquisition,2276.JPG,10.png,0,None,None,None,None
trials,73,1,35,2,2,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,73,1,36,2,2,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,73,1,37,2,NA,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,73,1,38,2,2,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,73,1,39,2,3,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,73,1,40,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,41,2,NA,NA,NA,15.png,2.png,0,None,None,None,None
trials,73,1,42,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,43,2,3,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,73,1,44,2,2,neutral,acquisition,7090.JPG,14.png,0,None,None,None,None
trials,73,1,45,2,3,positive,acquisition,1463.JPG,20.png,0,None,None,None,None
trials,73,1,46,2,1,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,73,1,47,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,48,2,NA,NA,NA,19.png,25.png,0,None,None,None,None
trials,73,1,49,2,NA,NA,NA,27.png,6.png,0,None,None,None,None
trials,73,1,50,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,51,2,3,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,73,1,52,2,NA,NA,NA,5660.JPG,5970.JPG,0,None,None,None,None
trials,73,1,53,2,2,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,73,1,54,2,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,73,1,55,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,56,2,3,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,73,1,57,2,1,negative,extinction,empty.png,18.png,0,None,None,None,None
trials,73,1,58,2,3,neutral,acquisition,7004.JPG,11.png,0,None,None,None,None
trials,73,1,59,2,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,73,1,60,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,73,1,61,2,3,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,73,1,62,2,3,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,73,1,63,2,1,positive,acquisition,1440.JPG,12.png,0,None,None,None,None
trials,73,1,64,2,4,positive,acquisition,1463.JPG,20.png,1,0,10,10,None
