phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,89,1,1,2,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,89,1,2,2,1,positive,acquisition,1610.JPG,20.png,0,None,None,None,None
trials,89,1,3,2,1,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,89,1,4,2,1,positive,acquisition,1590.JPG,12.png,0,None,None,None,None
trials,89,1,5,2,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,89,1,6,2,2,positive,acquisition,1590.JPG,12.png,0,None,None,None,None
trials,89,1,7,2,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,89,1,8,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,9,2,1,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,89,1,10,2,NA,NA,NA,5611.JPG,5660.JPG,0,None,None,None,None
trials,89,1,11,2,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,89,1,12,2,1,negative,acquisition,9331.JPG,9.png,0,None,None,None,None
trials,89,1,13,2,2,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,89,1,14,2,1,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,89,1,15,2,2,negative,acquisition,9331.JPG,9.png,0,None,None,None,None
trials,89,1,16,2,2,positive,acquisition,1610.JPG,20.png,0,None,None,None,None
trials,89,1,17,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,18,2,1,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,89,1,19,2,1,negative,acquisition,2100.JPG,10.png,0,None,None,None,None
trials,89,1,20,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,21,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,89,1,22,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,23,2,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,89,1,24,2,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,89,1,25,2,1,positive,acquisition,1750.JPG,1.png,0,None,None,None,None
trials,89,1,26,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,27,2,1,neutral,acquisition,7000.JPG,11.png,0,None,None,None,None
trials,89,1,28,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,29,2,NA,NA,NA,5970.JPG,5250.JPG,0,None,None,None,None
trials,89,1,30,2,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,89,1,31,2,2,neutral,acquisition,7000.JPG,11.png,0,None,None,None,None
trials,89,1,32,2,2,negative,acquisition,2100.JPG,10.png,0,None,None,None,None
trials,89,1,33,2,1,negative,acquisition,2900.1.JPG,17.png,0,None,None,None,None
trials,89,1,34,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,35,2,NA,NA,NA,27.png,13.png,0,None,None,None,None
trials,89,1,36,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,37,2,NA,NA,NA,9280.JPG,5720.JPG,0,None,None,None,None
trials,89,1,38,2,1,negative,extinction,empty.png,18.png,0,None,None,None,None
trials,89,1,39,2,NA,NA,NA,5611.JPG,5660.JPG,0,None,None,None,None
trials,89,1,40,2,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,89,1,41,2,NA,NA,NA,5970.JPG,5250.JPG,0,None,None,None,None
trials,89,1,42,2,1,neutral,acquisition,7233.JPG,14.png,0,None,None,None,None
trials,89,1,43,2,1,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,89,1,44,2,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,89,1,45,2,NA,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,89,1,46,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,47,2,NA,NA,NA,15.png,16.png,0,None,None,None,None
trials,89,1,48,2,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,89,1,49,2,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,89,1,50,2,1,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,89,1,51,2,1,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,89,1,52,2,2,positive,acquisition,1750.JPG,1.png,0,None,None,None,None
trials,89,1,53,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,89,1,54,2,3,positive,acquisition,1610.JPG,20.png,0,None,None,None,None
trials,89,1,55,2,2,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,89,1,56,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,57,2,2,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,89,1,58,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,59,2,NA,NA,NA,5611.JPG,5660.JPG,0,None,None,None,None
trials,89,1,60,2,3,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,89,1,61,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,62,2,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,89,1,63,2,NA,NA,NA,27.png,13.png,0,None,None,None,None
trials,89,1,64,2,3,positive,acquisition,1750.JPG,1.png,0,None,None,None,None
trials,89,1,65,2,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,89,1,66,2,3,negative,acquisition,2100.JPG,10.png,0,None,None,None,None
trials,89,1,67,2,2,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,89,1,68,2,4,negative,extinction,empty.png,23.png,1,0,0,0,None
trials,89,1,69,2,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,89,1,70,2,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,89,1,71,2,2,negative,extinction,empty.png,18.png,0,None,None,None,None
trials,89,1,72,2,2,negative,acquisition,2900.1.JPG,17.png,0,None,None,None,None
trials,89,1,73,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,74,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,89,1,75,2,2,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,89,1,76,2,3,negative,acquisition,9331.JPG,9.png,0,None,None,None,None
trials,89,1,77,2,2,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,89,1,78,2,4,negative,acquisition,2100.JPG,10.png,1,6,1,0,None
trials,89,1,79,2,NA,NA,NA,9280.JPG,5720.JPG,0,None,None,None,None
trials,89,1,80,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,81,2,NA,NA,NA,5970.JPG,5250.JPG,0,None,None,None,None
trials,89,1,82,2,2,neutral,acquisition,7233.JPG,14.png,0,None,None,None,None
trials,89,1,83,2,4,positive,acquisition,1610.JPG,20.png,1,0,10,0,None
trials,89,1,84,2,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,89,1,85,2,3,positive,acquisition,1590.JPG,12.png,0,None,None,None,None
trials,89,1,86,2,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,89,1,87,2,2,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,89,1,88,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,89,1,89,2,2,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,89,1,90,2,3,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,89,1,91,2,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,89,1,92,2,1,neutral,acquisition,7090.JPG,21.png,0,None,None,None,None
trials,89,1,93,2,3,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,89,1,94,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,89,1,95,2,2,neutral,acquisition,7090.JPG,21.png,0,None,None,None,None
trials,89,1,96,2,3,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,89,1,97,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
