phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,79,1,1,2,1,negative,extinction,empty.png,18.png,0,None,None,None,None
trials,79,1,2,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,79,1,3,2,1,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,79,1,4,2,1,negative,acquisition,2141.JPG,9.png,0,None,None,None,None
trials,79,1,5,2,1,neutral,acquisition,7004.JPG,11.png,0,None,None,None,None
trials,79,1,6,2,1,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,79,1,7,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,79,1,8,2,1,positive,acquisition,1500.JPG,12.png,0,None,None,None,None
trials,79,1,9,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,10,2,1,positive,acquisition,1590.JPG,20.png,0,None,None,None,None
trials,79,1,11,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,12,2,1,negative,acquisition,2750.JPG,17.png,0,None,None,None,None
trials,79,1,13,2,1,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,79,1,14,2,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,79,1,15,2,2,neutral,acquisition,7004.JPG,11.png,0,None,None,None,None
trials,79,1,16,2,2,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,79,1,17,2,2,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,79,1,18,2,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,79,1,19,2,1,negative,acquisition,9432.JPG,10.png,0,None,None,None,None
trials,79,1,20,2,1,positive,acquisition,1721.JPG,1.png,0,None,None,None,None
trials,79,1,21,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,22,2,1,neutral,acquisition,7035.JPG,14.png,0,None,None,None,None
trials,79,1,23,2,1,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,79,1,24,2,NA,NA,NA,5720.JPG,5611.JPG,0,None,None,None,None
trials,79,1,25,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,26,2,1,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,79,1,27,2,2,negative,extinction,empty.png,18.png,0,None,None,None,None
trials,79,1,28,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,79,1,29,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,30,2,2,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,79,1,31,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,32,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,79,1,33,2,1,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,79,1,34,2,NA,NA,NA,5720.JPG,5611.JPG,0,None,None,None,None
trials,79,1,35,2,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,79,1,36,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,37,2,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,79,1,38,2,NA,NA,NA,9280.JPG,empty.png,0,None,None,None,None
trials,79,1,39,2,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,79,1,40,2,2,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,79,1,41,2,2,positive,acquisition,1500.JPG,12.png,0,None,None,None,None
trials,79,1,42,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,43,2,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,79,1,44,2,3,neutral,acquisition,7004.JPG,11.png,0,None,None,None,None
trials,79,1,45,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,79,1,46,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,47,2,NA,NA,NA,9000.JPG,5250.JPG,0,None,None,None,None
trials,79,1,48,2,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,79,1,49,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,79,1,50,2,1,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,79,1,51,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,79,1,52,2,2,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,79,1,53,2,2,positive,acquisition,1590.JPG,20.png,0,None,None,None,None
