phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,85,1,1,2,1,negative,acquisition,2100.JPG,10.png,0,None,None,None,None
trials,85,1,2,2,1,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,85,1,3,2,1,neutral,acquisition,7080.JPG,14.png,0,None,None,None,None
trials,85,1,4,2,NA,NA,NA,5870.JPG,5970.JPG,0,None,None,None,None
trials,85,1,5,2,1,neutral,acquisition,7090.JPG,21.png,0,None,None,None,None
trials,85,1,6,2,NA,NA,NA,9000.JPG,5611.JPG,0,None,None,None,None
trials,85,1,7,2,NA,NA,NA,25.png,13.png,0,None,None,None,None
trials,85,1,8,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,85,1,9,2,1,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,85,1,10,2,1,positive,acquisition,1463.JPG,20.png,0,None,None,None,None
trials,85,1,11,2,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,85,1,12,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,85,1,13,2,NA,NA,NA,19.png,15.png,0,None,None,None,None
trials,85,1,14,2,2,positive,acquisition,1463.JPG,20.png,0,None,None,None,None
trials,85,1,15,2,NA,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,85,1,16,2,2,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,85,1,17,2,2,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,85,1,18,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,85,1,19,2,1,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,85,1,20,2,1,negative,acquisition,2900.1.JPG,17.png,0,None,None,None,None
trials,85,1,21,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,85,1,22,2,1,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,85,1,23,2,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,85,1,24,2,1,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,85,1,25,2,1,neutral,acquisition,7035.JPG,11.png,0,None,None,None,None
trials,85,1,26,2,3,positive,acquisition,1463.JPG,20.png,0,None,None,None,None
trials,85,1,27,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,85,1,28,2,2,neutral,acquisition,7080.JPG,14.png,0,None,None,None,None
trials,85,1,29,2,1,negative,acquisition,3300.JPG,9.png,0,None,None,None,None
trials,85,1,30,2,NA,NA,NA,5870.JPG,5970.JPG,0,None,None,None,None
trials,85,1,31,2,2,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,85,1,32,2,NA,NA,NA,16.png,27.png,0,None,None,None,None
trials,85,1,33,2,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
