phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,68,1,1,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,68,1,2,2,1,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,68,1,3,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,68,1,4,2,NA,NA,NA,5970.JPG,9280.JPG,0,None,None,None,None
trials,68,1,5,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,68,1,6,2,1,neutral,acquisition,7705.JPG,11.png,0,None,None,None,None
trials,68,1,7,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,68,1,8,2,1,negative,acquisition,3181.JPG,10.png,0,None,None,None,None
trials,68,1,9,2,NA,NA,NA,13.png,22.png,0,None,None,None,None
trials,68,1,10,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,68,1,11,2,1,neutral,acquisition,7009.JPG,14.png,0,None,None,None,None
trials,68,1,12,2,1,neutral,acquisition,7004.JPG,21.png,0,None,None,None,None
trials,68,1,13,2,1,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,68,1,14,2,1,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,68,1,15,2,1,negative,acquisition,2141.JPG,17.png,0,None,None,None,None
trials,68,1,16,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,68,1,17,2,1,positive,acquisition,1610.JPG,1.png,0,None,None,None,None
trials,68,1,18,2,2,negative,acquisition,2141.JPG,17.png,0,None,None,None,None
trials,68,1,19,2,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,68,1,20,2,1,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,68,1,21,2,NA,NA,NA,5780.JPG,9000.JPG,0,None,None,None,None
trials,68,1,22,2,2,positive,acquisition,1610.JPG,1.png,0,None,None,None,None
trials,68,1,23,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,68,1,24,2,NA,NA,NA,13.png,22.png,0,None,None,None,None
