phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,76,1,1,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,76,1,2,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,3,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,76,1,4,1,1,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,76,1,5,1,1,positive,acquisition,1.png,1600.JPG,0,None,None,None,None
trials,76,1,6,1,1,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,76,1,7,1,1,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,76,1,8,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,9,1,2,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,76,1,10,1,NA,NA,NA,19.png,13.png,0,None,None,None,None
trials,76,1,11,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,12,1,NA,NA,NA,2.png,22.png,0,None,None,None,None
trials,76,1,13,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,76,1,14,1,1,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,76,1,15,1,1,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,76,1,16,1,1,negative,acquisition,9.png,9265.JPG,0,None,None,None,None
trials,76,1,17,1,NA,NA,NA,16.png,empty.png,0,None,None,None,None
trials,76,1,18,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,76,1,19,1,2,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,76,1,20,1,1,positive,acquisition,12.png,1463.JPG,0,None,None,None,None
trials,76,1,21,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,22,1,1,positive,acquisition,20.png,1721.JPG,0,None,None,None,None
trials,76,1,23,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,24,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,76,1,25,1,2,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,76,1,26,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,27,1,1,neutral,acquisition,21.png,7006.JPG,0,None,None,None,None
trials,76,1,28,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,76,1,29,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,76,1,30,1,1,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,76,1,31,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,76,1,32,1,1,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,76,1,33,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,76,1,34,1,1,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,76,1,35,1,1,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,76,1,36,1,2,negative,acquisition,9.png,9265.JPG,0,None,None,None,None
trials,76,1,37,1,2,positive,acquisition,1.png,1600.JPG,0,None,None,None,None
trials,76,1,38,1,1,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,76,1,39,1,3,positive,acquisition,1.png,1600.JPG,0,None,None,None,None
trials,76,1,40,1,2,neutral,acquisition,21.png,7006.JPG,0,None,None,None,None
trials,76,1,41,1,1,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,76,1,42,1,2,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,76,1,43,1,NA,NA,NA,5660.JPG,9000.JPG,0,None,None,None,None
trials,76,1,44,1,3,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,76,1,45,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,46,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,76,1,47,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,48,1,2,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,76,1,49,1,3,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,76,1,50,1,NA,NA,NA,2.png,22.png,0,None,None,None,None
trials,76,1,51,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,76,1,52,1,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,76,1,53,1,NA,NA,NA,5870.JPG,5720.JPG,0,None,None,None,None
trials,76,1,54,1,2,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,76,1,55,1,NA,NA,NA,2.png,22.png,0,None,None,None,None
trials,76,1,56,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,76,1,57,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,76,1,58,1,NA,NA,NA,25.png,6.png,0,None,None,None,None
trials,76,1,59,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,60,1,1,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,76,1,61,1,3,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,76,1,62,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,63,1,2,positive,acquisition,20.png,1721.JPG,0,None,None,None,None
trials,76,1,64,1,3,negative,acquisition,9.png,9265.JPG,0,None,None,None,None
trials,76,1,65,1,3,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,76,1,66,1,2,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,76,1,67,1,3,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,76,1,68,1,NA,NA,NA,16.png,empty.png,0,None,None,None,None
trials,76,1,69,1,3,positive,acquisition,20.png,1721.JPG,0,None,None,None,None
trials,76,1,70,1,NA,NA,NA,5870.JPG,5720.JPG,0,None,None,None,None
trials,76,1,71,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,76,1,72,1,NA,NA,NA,5870.JPG,5720.JPG,0,None,None,None,None
trials,76,1,73,1,2,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,76,1,74,1,4,positive,extinction,5.png,empty.png,1,0,0,0,None
trials,76,1,75,1,NA,NA,NA,25.png,6.png,0,None,None,None,None
trials,76,1,76,1,NA,NA,NA,9280.JPG,empty.png,0,None,None,None,None
trials,76,1,77,1,3,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,76,1,78,1,4,negative,extinction,23.png,empty.png,1,0,0,10,None
trials,76,1,79,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,80,1,2,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,76,1,81,1,4,positive,acquisition,20.png,1721.JPG,1,10,0,0,None
trials,76,1,82,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,76,1,83,1,NA,NA,NA,5660.JPG,9000.JPG,0,None,None,None,None
trials,76,1,84,1,2,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,76,1,85,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,86,1,3,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,76,1,87,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,76,1,88,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,76,1,89,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,90,1,NA,NA,NA,19.png,13.png,0,None,None,None,None
trials,76,1,91,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,92,1,4,neutral,extinction,24.png,empty.png,1,0,0,0,None
trials,76,1,93,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,94,1,3,neutral,acquisition,21.png,7006.JPG,0,None,None,None,None
trials,76,1,95,1,3,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,76,1,96,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,76,1,97,1,2,positive,acquisition,12.png,1463.JPG,0,None,None,None,None
trials,76,1,98,1,2,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,76,1,99,1,3,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,76,1,100,1,2,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,76,1,101,1,NA,NA,NA,25.png,6.png,0,None,None,None,None
trials,76,1,102,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,103,1,3,positive,acquisition,12.png,1463.JPG,0,None,None,None,None
trials,76,1,104,1,3,neutral,extinction,7.png,empty.png,0,None,None,None,None
trials,76,1,105,1,3,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,76,1,106,1,3,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,76,1,107,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,108,1,4,neutral,acquisition,11.png,7233.JPG,1,0,0,10,None
trials,76,1,109,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,76,1,110,1,NA,NA,NA,5660.JPG,9000.JPG,0,None,None,None,None
trials,76,1,111,1,4,negative,acquisition,10.png,2399.JPG,1,10,0,0,None
trials,76,1,112,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,1,113,1,NA,NA,NA,19.png,13.png,0,None,None,None,None
trials,76,1,114,1,3,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,76,2,1,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,76,2,2,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,76,2,3,1,4,negative,acquisition,9.png,9265.JPG,0,None,None,None,None
trials,76,2,4,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,76,2,5,1,5,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,76,2,6,1,4,positive,acquisition,12.png,1463.JPG,0,None,None,None,None
trials,76,2,7,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,76,2,8,1,4,positive,acquisition,1.png,1600.JPG,0,None,None,None,None
trials,76,2,9,1,4,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,76,2,10,1,5,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,76,2,11,1,5,positive,acquisition,12.png,1463.JPG,0,None,None,None,None
trials,76,2,12,1,4,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,76,2,13,1,4,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,76,2,14,1,4,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,76,2,15,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,76,2,16,1,NA,NA,NA,5660.JPG,9000.JPG,0,None,None,None,None
trials,76,2,17,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,76,2,18,1,NA,NA,NA,5870.JPG,5720.JPG,0,None,None,None,None
trials,76,2,19,1,4,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,76,2,20,1,5,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,76,2,21,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,76,2,22,1,5,positive,acquisition,1.png,1600.JPG,0,None,None,None,None
trials,76,2,23,1,4,neutral,acquisition,21.png,7006.JPG,0,None,None,None,None
