phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,56,1,1,2,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,56,1,2,2,1,negative,empty.png,8.png,0,None,None,None,None
trials,56,1,3,2,1,negative,empty.png,23.png,0,None,None,None,None
trials,56,1,4,2,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,56,1,5,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,6,2,NA,NA,empty.png,16.png,0,None,None,None,None
trials,56,1,7,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,8,2,1,neutral,empty.png,24.png,0,None,None,None,None
trials,56,1,9,2,1,positive,1604.JPG,20.png,0,None,None,None,None
trials,56,1,10,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,11,2,2,positive,1604.JPG,20.png,0,None,None,None,None
trials,56,1,12,2,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,56,1,13,2,1,negative,3300.JPG,9.png,0,None,None,None,None
trials,56,1,14,2,2,negative,empty.png,23.png,0,None,None,None,None
trials,56,1,15,2,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,56,1,16,2,1,neutral,7705.JPG,14.png,0,None,None,None,None
trials,56,1,17,2,1,negative,9265.JPG,10.png,0,None,None,None,None
trials,56,1,18,2,NA,NA,27.png,15.png,0,None,None,None,None
trials,56,1,19,2,2,negative,empty.png,8.png,0,None,None,None,None
trials,56,1,20,2,NA,NA,13.png,22.png,0,None,None,None,None
trials,56,1,21,2,3,positive,1604.JPG,20.png,0,None,None,None,None
trials,56,1,22,2,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,56,1,23,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,24,2,1,negative,empty.png,18.png,0,None,None,None,None
trials,56,1,25,2,1,neutral,empty.png,4.png,0,None,None,None,None
trials,56,1,26,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,27,2,2,negative,9265.JPG,10.png,0,None,None,None,None
trials,56,1,28,2,NA,NA,2.png,25.png,0,None,None,None,None
trials,56,1,29,2,NA,NA,5660.JPG,5780.JPG,0,None,None,None,None
trials,56,1,30,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,56,1,31,2,NA,NA,6.png,empty.png,0,None,None,None,None
trials,56,1,32,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,33,2,NA,NA,empty.png,19.png,0,None,None,None,None
trials,56,1,34,2,3,negative,empty.png,23.png,0,None,None,None,None
trials,56,1,35,2,2,neutral,7705.JPG,14.png,0,None,None,None,None
trials,56,1,36,2,1,positive,empty.png,3.png,0,None,None,None,None
trials,56,1,37,2,2,negative,empty.png,18.png,0,None,None,None,None
trials,56,1,38,2,1,positive,empty.png,26.png,0,None,None,None,None
trials,56,1,39,2,2,neutral,empty.png,24.png,0,None,None,None,None
trials,56,1,40,2,1,positive,empty.png,5.png,0,None,None,None,None
trials,56,1,41,2,NA,NA,27.png,15.png,0,None,None,None,None
trials,56,1,42,2,1,positive,1750.JPG,12.png,0,None,None,None,None
trials,56,1,43,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,44,2,1,neutral,empty.png,7.png,0,None,None,None,None
trials,56,1,45,2,3,negative,empty.png,18.png,0,None,None,None,None
trials,56,1,46,2,3,neutral,7705.JPG,14.png,0,None,None,None,None
trials,56,1,47,2,2,positive,empty.png,5.png,0,None,None,None,None
trials,56,1,48,2,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,56,1,49,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,50,2,NA,NA,5660.JPG,5780.JPG,0,None,None,None,None
trials,56,1,51,2,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,56,1,52,2,NA,NA,2.png,25.png,0,None,None,None,None
trials,56,1,53,2,2,neutral,empty.png,4.png,0,None,None,None,None
trials,56,1,54,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,55,2,3,neutral,empty.png,24.png,0,None,None,None,None
trials,56,1,56,2,1,neutral,7175.JPG,11.png,0,None,None,None,None
trials,56,1,57,2,NA,NA,empty.png,16.png,0,None,None,None,None
trials,56,1,58,2,2,negative,3300.JPG,9.png,0,None,None,None,None
trials,56,1,59,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,60,2,4,negative,empty.png,23.png,1,0,5,5,None
trials,56,1,61,2,3,negative,3300.JPG,9.png,0,None,None,None,None
trials,56,1,62,2,NA,NA,13.png,22.png,0,None,None,None,None
trials,56,1,63,2,2,neutral,7175.JPG,11.png,0,None,None,None,None
trials,56,1,64,2,4,positive,1604.JPG,20.png,1,0,10,0,None
trials,56,1,65,2,1,positive,1460.JPG,1.png,0,None,None,None,None
trials,56,1,66,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,67,2,NA,NA,16.png,empty.png,0,None,None,None,None
trials,56,1,68,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,56,1,69,2,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,56,1,70,2,NA,NA,27.png,15.png,0,None,None,None,None
trials,56,1,71,2,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,56,1,72,2,4,neutral,empty.png,24.png,1,1,4,5,None
trials,56,1,73,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,74,2,2,positive,1750.JPG,12.png,0,None,None,None,None
trials,56,1,75,2,NA,NA,13.png,22.png,0,None,None,None,None
trials,56,1,76,2,2,positive,empty.png,26.png,0,None,None,None,None
trials,56,1,77,2,2,positive,empty.png,3.png,0,None,None,None,None
trials,56,1,78,2,2,positive,1460.JPG,1.png,0,None,None,None,None
trials,56,1,79,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,80,2,NA,NA,empty.png,19.png,0,None,None,None,None
trials,56,1,81,2,1,neutral,7006.JPG,21.png,0,None,None,None,None
trials,56,1,82,2,3,neutral,empty.png,4.png,0,None,None,None,None
trials,56,1,83,2,NA,NA,19.png,empty.png,0,None,None,None,None
trials,56,1,84,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,56,1,85,2,3,neutral,7175.JPG,11.png,0,None,None,None,None
