phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,54,23.png,extinction,negative,3
globalratings,54,18.png,extinction,negative,3
globalratings,54,11.png,neutral,extinction,11
globalratings,54,26.png,extinction,positive,13
globalratings,54,7.png,extinction,neutral,11
globalratings,54,4.png,extinction,neutral,11
globalratings,54,9.png,negative,extinction,6
globalratings,54,8.png,extinction,negative,12
globalratings,54,24.png,extinction,neutral,10
globalratings,54,12.png,positive,extinction,17
globalratings,54,21.png,neutral,extinction,13
globalratings,54,20.png,positive,extinction,14
globalratings,54,1.png,positive,extinction,14
globalratings,54,3.png,extinction,positive,13
globalratings,54,17.png,negative,extinction,6
globalratings,54,10.png,negative,extinction,0
globalratings,54,14.png,neutral,extinction,10
globalratings,54,5.png,extinction,positive,17
c2ratings,54,10.png,negative,extinction,9
c2ratings,54,23.png,extinction,negative,3
c2ratings,54,17.png,negative,extinction,9
c2ratings,54,4.png,extinction,neutral,9
c2ratings,54,9.png,negative,extinction,9
c2ratings,54,11.png,neutral,extinction,9
c2ratings,54,21.png,neutral,extinction,9
c2ratings,54,14.png,neutral,extinction,9
c2ratings,54,8.png,extinction,negative,11
c2ratings,54,7.png,extinction,neutral,9
c2ratings,54,5.png,extinction,positive,18
c2ratings,54,26.png,extinction,positive,18
c2ratings,54,18.png,extinction,negative,3
c2ratings,54,20.png,positive,extinction,9
c2ratings,54,1.png,positive,extinction,9
c2ratings,54,12.png,positive,extinction,10
c2ratings,54,24.png,extinction,neutral,10
c2ratings,54,3.png,extinction,positive,15
c1ratings,54,11.png,neutral,extinction,9
c1ratings,54,17.png,negative,extinction,2
c1ratings,54,3.png,extinction,positive,9
c1ratings,54,26.png,extinction,positive,9
c1ratings,54,7.png,extinction,neutral,9
c1ratings,54,5.png,extinction,positive,9
c1ratings,54,4.png,extinction,neutral,9
c1ratings,54,10.png,negative,extinction,0
c1ratings,54,20.png,positive,extinction,14
c1ratings,54,21.png,neutral,extinction,10
c1ratings,54,8.png,extinction,negative,9
c1ratings,54,14.png,neutral,extinction,9
c1ratings,54,24.png,extinction,neutral,9
c1ratings,54,18.png,extinction,negative,12
c1ratings,54,1.png,positive,extinction,14
c1ratings,54,23.png,extinction,negative,14
c1ratings,54,9.png,negative,extinction,2
c1ratings,54,12.png,positive,extinction,17
