phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,94,26.png,extinction,positive,3
globalratings,94,10.png,negative,extinction,10
globalratings,94,7.png,extinction,neutral,10
globalratings,94,4.png,extinction,neutral,12
globalratings,94,17.png,negative,extinction,7
globalratings,94,20.png,positive,extinction,12
globalratings,94,12.png,positive,extinction,10
globalratings,94,3.png,extinction,positive,8
globalratings,94,8.png,extinction,negative,6
globalratings,94,1.png,positive,extinction,11
globalratings,94,21.png,neutral,extinction,9
globalratings,94,24.png,extinction,neutral,8
globalratings,94,23.png,extinction,negative,11
globalratings,94,5.png,extinction,positive,9
globalratings,94,9.png,negative,extinction,6
globalratings,94,18.png,extinction,negative,9
globalratings,94,14.png,neutral,extinction,11
globalratings,94,11.png,neutral,extinction,1
c2ratings,94,23.png,extinction,negative,11
c2ratings,94,17.png,negative,extinction,8
c2ratings,94,3.png,extinction,positive,9
c2ratings,94,24.png,extinction,neutral,9
c2ratings,94,26.png,extinction,positive,1
c2ratings,94,8.png,extinction,negative,5
c2ratings,94,7.png,extinction,neutral,8
c2ratings,94,12.png,positive,extinction,8
c2ratings,94,20.png,positive,extinction,11
c2ratings,94,18.png,extinction,negative,9
c2ratings,94,10.png,negative,extinction,9
c2ratings,94,9.png,negative,extinction,7
c2ratings,94,1.png,positive,extinction,10
c2ratings,94,4.png,extinction,neutral,13
c2ratings,94,5.png,extinction,positive,9
c2ratings,94,21.png,neutral,extinction,7
c2ratings,94,11.png,neutral,extinction,2
c2ratings,94,14.png,neutral,extinction,12
c1ratings,94,18.png,extinction,negative,9
c1ratings,94,24.png,extinction,neutral,9
c1ratings,94,8.png,extinction,negative,9
c1ratings,94,12.png,positive,extinction,9
c1ratings,94,4.png,extinction,neutral,13
c1ratings,94,1.png,positive,extinction,11
c1ratings,94,11.png,neutral,extinction,2
c1ratings,94,23.png,extinction,negative,10
c1ratings,94,7.png,extinction,neutral,8
c1ratings,94,10.png,negative,extinction,9
c1ratings,94,21.png,neutral,extinction,9
c1ratings,94,5.png,extinction,positive,9
c1ratings,94,9.png,negative,extinction,7
c1ratings,94,3.png,extinction,positive,9
c1ratings,94,14.png,neutral,extinction,12
c1ratings,94,20.png,positive,extinction,12
c1ratings,94,26.png,extinction,positive,0
c1ratings,94,17.png,negative,extinction,8
