phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,64,1,1,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,2,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,64,1,3,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,64,1,4,1,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,64,1,5,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,64,1,6,1,1,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,64,1,7,1,1,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,64,1,8,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,9,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,64,1,10,1,1,negative,acquisition,10.png,2141.JPG,0,None,None,None,None
trials,64,1,11,1,1,positive,acquisition,20.png,1604.JPG,0,None,None,None,None
trials,64,1,12,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,64,1,13,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,64,1,14,1,1,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,64,1,15,1,NA,NA,NA,5720.JPG,5870.JPG,0,None,None,None,None
trials,64,1,16,1,1,neutral,acquisition,21.png,7006.JPG,0,None,None,None,None
trials,64,1,17,1,1,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,64,1,18,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,64,1,19,1,1,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,64,1,20,1,2,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,64,1,21,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,64,1,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,23,1,1,neutral,acquisition,14.png,7000.JPG,0,None,None,None,None
trials,64,1,24,1,2,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,64,1,25,1,2,neutral,acquisition,14.png,7000.JPG,0,None,None,None,None
trials,64,1,26,1,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,64,1,27,1,1,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,64,1,28,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,64,1,29,1,2,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,64,1,30,1,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,64,1,31,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,64,1,32,1,2,negative,acquisition,10.png,2141.JPG,0,None,None,None,None
trials,64,1,33,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,64,1,34,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,64,1,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,36,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,64,1,37,1,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,64,1,38,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,39,1,1,positive,acquisition,12.png,1721.JPG,0,None,None,None,None
trials,64,1,40,1,NA,NA,NA,5720.JPG,5870.JPG,0,None,None,None,None
trials,64,1,41,1,2,positive,acquisition,20.png,1604.JPG,0,None,None,None,None
trials,64,1,42,1,1,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,64,1,43,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,64,1,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,45,1,1,positive,acquisition,1.png,1463.JPG,0,None,None,None,None
trials,64,1,46,1,2,neutral,extinction,24.png,empty.png,0,None,None,None,None
trials,64,1,47,1,1,negative,acquisition,17.png,9041.JPG,0,None,None,None,None
trials,64,1,48,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,49,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,64,1,50,1,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,64,1,51,1,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,64,1,52,1,3,positive,acquisition,20.png,1604.JPG,0,None,None,None,None
trials,64,1,53,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,64,1,54,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,64,1,55,1,2,neutral,acquisition,21.png,7006.JPG,0,None,None,None,None
trials,64,1,56,1,1,negative,acquisition,9.png,2750.JPG,0,None,None,None,None
trials,64,1,57,1,2,negative,acquisition,17.png,9041.JPG,0,None,None,None,None
