Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Brille', 'Hut', 'Schere', 'Schlüssel', 'Jacke', 'Lampe', 'Blume', 'Tasche', 'Fahrrad', 'Kamera', 'Socke', 'Trommel', 'Flasche', 'Rucksack', 'Ring']","['Geige', 'Kiste', 'Vase', 'Uhr', 'Hammer', 'Kette', 'Würfel', 'Tasse', 'Stift', 'Eimer', 'Buch', 'Löffel', 'Bürste', 'Telefon', 'Kerze']",0.1082021999754943,0.10826760000782087,0.10827629995765164,4.960778600012418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.960827499977313,27.11670710000908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,28.130174899997655,,,,,,,,,,27.11672130000079,28.120219199976418,34.61323849996552,35.10455330001423,28.612239399983082,34.61307439999655,2,2.2867712000152096,None,35.10456369997701,41.108734200010076,2,2.2867712000152096,None,41.10911269998178,41.1091379999998,41.10914539999794,41.109225199965294,,1.87746160000097,None,41.10939110000618,41.60026099998504,41.600272200012114,47.60450169997057,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.60466249997262,50.97789909999119,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,51.99144299997715,,,,,,,,,,50.97791509999661,51.98145039996598,51.981911599985324,52.47354929998983,,,1,2.2814817000180483,,,,,,,,,,,,,,,,,,,,,52.47355970001081,58.47725589998299,Trommel,strahlend,"['Trommel', 'strahlend']",restudy,2,"['Trommel', 'Kiste', 'Hammer', 'Uhr', 'Brille', 'Schlüssel', 'Telefon', 'Kette', 'Stift', 'Socke', 'Löffel', 'Tasse', 'Geige', 'Rucksack', 'Buch', 'Vase', 'Hut', 'Würfel', 'Fahrrad', 'Lampe', 'Blume', 'Ring', 'Kerze', 'Tasche', 'Eimer', 'Jacke', 'Schere', 'Flasche', 'Bürste', 'Kamera']",['strahlend'],1,2.2814817000180483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,58.486702299967874,,,,,,,,,,,,58.478017599962186,58.96875960001489,,,1,1.716469999984838,,,,,,,,,,,,,,,,,,,,,58.96876969997538,64.970178699994,Kiste,niedlich,"['Kiste', 'niedlich']",test_sub,2,"['Trommel', 'Kiste', 'Hammer', 'Uhr', 'Brille', 'Schlüssel', 'Telefon', 'Kette', 'Stift', 'Socke', 'Löffel', 'Tasse', 'Geige', 'Rucksack', 'Buch', 'Vase', 'Hut', 'Würfel', 'Fahrrad', 'Lampe', 'Blume', 'Ring', 'Kerze', 'Tasche', 'Eimer', 'Jacke', 'Schere', 'Flasche', 'Bürste', 'Kamera']","['strahlend', 'niedlich']",1,1.716469999984838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,64.9796565999859,,,,,,,,,,,,64.9707083000103,65.46164729999145,,,2,1.663324300025124,,,,,,,,,,,,,,,,,,,,,65.46165690000635,71.4627710999921,Hammer,nachhaltig,"['Hammer', 'nachhaltig']",test_sub,2,"['Trommel', 'Kiste', 'Hammer', 'Uhr', 'Brille', 'Schlüssel', 'Telefon', 'Kette', 'Stift', 'Socke', 'Löffel', 'Tasse', 'Geige', 'Rucksack', 'Buch', 'Vase', 'Hut', 'Würfel', 'Fahrrad', 'Lampe', 'Blume', 'Ring', 'Kerze', 'Tasche', 'Eimer', 'Jacke', 'Schere', 'Flasche', 'Bürste', 'Kamera']","['strahlend', 'niedlich', 'nachhaltig']",2,1.663324300025124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,71.47224919998553,,,,,,,,,,,,71.46329559996957,71.95422519999556,,,1,2.682891500007827,,,,,,,,,,,,,,,,,,,,,71.95423609996215,77.9589668000117,Uhr,bunt,"['Uhr', 'bunt']",test_sub,2,"['Trommel', 'Kiste', 'Hammer', 'Uhr', 'Brille', 'Schlüssel', 'Telefon', 'Kette', 'Stift', 'Socke', 'Löffel', 'Tasse', 'Geige', 'Rucksack', 'Buch', 'Vase', 'Hut', 'Würfel', 'Fahrrad', 'Lampe', 'Blume', 'Ring', 'Kerze', 'Tasche', 'Eimer', 'Jacke', 'Schere', 'Flasche', 'Bürste', 'Kamera']","['strahlend', 'niedlich', 'nachhaltig', 'bunt']",1,2.682891500007827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,77.96840339998016,,,,,,,,,,,,77.95950619998621,78.45049560000189,,,1,1.5380323000135832,,,,,,,,,,,,,,,,,,,,,78.45050559996162,84.45126299996627,Brille,kalt,"['Brille', 'kalt']",restudy,2,"['Trommel', 'Kiste', 'Hammer', 'Uhr', 'Brille', 'Schlüssel', 'Telefon', 'Kette', 'Stift', 'Socke', 'Löffel', 'Tasse', 'Geige', 'Rucksack', 'Buch', 'Vase', 'Hut', 'Würfel', 'Fahrrad', 'Lampe', 'Blume', 'Ring', 'Kerze', 'Tasche', 'Eimer', 'Jacke', 'Schere', 'Flasche', 'Bürste', 'Kamera']","['strahlend', 'niedlich', 'nachhaltig', 'bunt', 'kalt']",1,1.5380323000135832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,84.46073240000987,,,,,,,,,,,,84.45179319998715,84.94275689998176,,,1,1.7418351999949664,,,,,,,,,,,,,,,,,,,,,84.94276810000883,90.95328269997844,Schlüssel,schmutzig,"['Schlüssel', 'schmutzig']",restudy,2,"['Trommel', 'Kiste', 'Hammer', 'Uhr', 'Brille', 'Schlüssel', 'Telefon', 'Kette', 'Stift', 'Socke', 'Löffel', 'Tasse', 'Geige', 'Rucksack', 'Buch', 'Vase', 'Hut', 'Würfel', 'Fahrrad', 'Lampe', 'Blume', 'Ring', 'Kerze', 'Tasche', 'Eimer', 'Jacke', 'Schere', 'Flasche', 'Bürste', 'Kamera']","['strahlend', 'niedlich', 'nachhaltig', 'bunt', 'kalt', 'schmutzig']",1,1.7418351999949664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-28_10h04.21.706,watkins1,2023.2.3,99.75470319832642,25,2023-11-28 10h04.33.790042 +0000,
