Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Schere', 'Vase', 'Hammer', 'Stift', 'Uhr', 'Hut', 'Tasche', 'Jacke', 'Telefon', 'Flasche', 'Blume', 'Brille', 'Eimer', 'Würfel', 'Geige']","['Buch', 'Kerze', 'Ring', 'Socke', 'Fahrrad', 'Bürste', 'Lampe', 'Rucksack', 'Kette', 'Kamera', 'Tasse', 'Kiste', 'Löffel', 'Schlüssel', 'Trommel']",0.10740549999900395,0.10747249999985797,0.10748099999909755,12.907853199998499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.90790250000282,94.82139350000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,95.83520419999695,,,,,,,,,,94.82140880000225,95.82522620000236,102.32319299999654,102.81456250000338,96.31727020000108,102.32301110000117,1,3.255275799994706,None,102.81457300000329,108.82326340000145,1,3.255275799994706,None,108.82357300000149,108.823596299997,108.82360360000166,108.82368400000269,,3.3134282999963034,None,108.82384849999653,109.31473420000111,109.31474570000137,115.31933079999726,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.31949280000117,123.12132600000041,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,124.13529839999683,,,,,,,,,,123.12134289999813,124.12531250000029,124.12578100000246,124.61724010000034,,,1,3.4485228000048664,,,,,,,,,,,,,,,,,,,,,124.61725190000288,130.62096900000324,Kerze,robust,"['Kerze', 'robust']",test_sub,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']",['robust'],1,3.4485228000048664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,130.6304663999981,,,,,,,,,,,,130.62161499999638,131.11256480000156,,,3,2.9062120000016876,,,,,,,,,,,,,,,,,,,,,131.1125744000019,137.11512999999832,Vase,gepunktet,"['Vase', 'gepunktet']",restudy,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']","['robust', 'gepunktet']",3,2.9062120000016876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,137.12458830000105,,,,,,,,,,,,137.11566019999736,137.60660970000026,,,1,2.1097016999992775,,,,,,,,,,,,,,,,,,,,,137.6066206999967,143.61563600000227,Hut,dick,"['Hut', 'dick']",restudy,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']","['robust', 'gepunktet', 'dick']",1,2.1097016999992775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,143.62511780000204,,,,,,,,,,,,143.61616499999946,144.10720279999805,,,1,2.5523638000013307,,,,,,,,,,,,,,,,,,,,,144.10721270000067,150.1175540999975,Tasche,hohl,"['Tasche', 'hohl']",restudy,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']","['robust', 'gepunktet', 'dick', 'hohl']",1,2.5523638000013307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,150.12712550000288,,,,,,,,,,,,150.11807409999892,150.60904139999911,,,2,2.1943356999981916,,,,,,,,,,,,,,,,,,,,,150.60905249999632,156.61023320000095,Bürste,lang,"['Bürste', 'lang']",test_sub,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']","['robust', 'gepunktet', 'dick', 'hohl', 'lang']",2,2.1943356999981916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,156.61972830000013,,,,,,,,,,,,156.61076930000127,157.10202479999862,,,1,1.6220663999993121,,,,,,,,,,,,,,,,,,,,,157.10203519999777,163.10412109999743,Kamera,kurz,"['Kamera', 'kurz']",test_sub,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']","['robust', 'gepunktet', 'dick', 'hohl', 'lang', 'kurz']",1,1.6220663999993121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,163.11363659999915,,,,,,,,,,,,163.10465220000333,163.59564919999684,,,1,1.6482204000058118,,,,,,,,,,,,,,,,,,,,,163.59566020000057,169.6054232000024,Telefon,zart,"['Telefon', 'zart']",restudy,2,"['Kerze', 'Vase', 'Hut', 'Tasche', 'Bürste', 'Kamera', 'Telefon', 'Tasse', 'Trommel', 'Eimer', 'Rucksack', 'Kette', 'Fahrrad', 'Würfel', 'Flasche', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Lampe', 'Blume', 'Hammer', 'Jacke', 'Geige', 'Schere', 'Brille', 'Buch', 'Kiste', 'Ring', 'Schlüssel']","['robust', 'gepunktet', 'dick', 'hohl', 'lang', 'kurz', 'zart']",1,1.6482204000058118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-14_10h27.13.093,watkins1,2023.2.3,99.73072703437632,65,2023-12-14 10h27.20.409841 +0000,
