Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11431780003476888,0.11438389995601028,0.11439190001692623,5.648174499976449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.648223700001836,21.382597399991937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.39623329997994,,,,,,,,21.38261309999507,22.386148100020364,28.8831257999409,29.374252500012517,22.878202199935913,28.88295549992472,3,2.917898299987428,None,29.374263799982145,35.382602800033055,3,2.917898299987428,None,35.382893400033936,35.382917499984615,35.382924699923024,35.38301069999579,,None,None,35.383171399938874,35.383199799922295,35.38320699997712,35.38328009995166,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.38339420000557,36.3723927999381,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,37.386088800034486,,,,,,,,36.372408899944276,37.37611279997509,37.376558399992064,37.868169000023045,,,1,2.5604803001042455,,,,,,,,,,,,,,,,,,,,,37.868179099983536,43.87284229998477,Schlüssel,hässlich,"['Schlüssel', 'hässlich']",restudy_diff,1,"['Schlüssel', 'Tasche', 'Kiste', 'Fahrrad', 'Löffel', 'Jacke', 'Hut', 'Stift', 'Ring', 'Socke', 'Blume', 'Würfel', 'Tasse', 'Kerze', 'Brille', 'Eimer', 'Bürste', 'Trommel', 'Geige', 'Buch', 'Uhr', 'Flasche']",['hässlich'],1,2.5604803001042455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,43.88227169995662,,,,,,,,,,43.87343719997443,44.364328900002874,,,2,2.716394399991259,,,,,,,,,,,,,,,,,,,,,44.36433909996413,50.36708999995608,Tasche,dick,"['Tasche', 'dick']",restudy_diff,1,"['Schlüssel', 'Tasche', 'Kiste', 'Fahrrad', 'Löffel', 'Jacke', 'Hut', 'Stift', 'Ring', 'Socke', 'Blume', 'Würfel', 'Tasse', 'Kerze', 'Brille', 'Eimer', 'Bürste', 'Trommel', 'Geige', 'Buch', 'Uhr', 'Flasche']","['hässlich', 'dick']",2,2.716394399991259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,50.37648169999011,,,,,,,,,,50.367561299935915,50.8584572999971,,,2,4.22156500001438,,,,,,,,,,,,,,,,,,,,,50.858467799960636,56.86500629992224,Kiste,glänzend,"['Kiste', 'glänzend']",control,1,"['Schlüssel', 'Tasche', 'Kiste', 'Fahrrad', 'Löffel', 'Jacke', 'Hut', 'Stift', 'Ring', 'Socke', 'Blume', 'Würfel', 'Tasse', 'Kerze', 'Brille', 'Eimer', 'Bürste', 'Trommel', 'Geige', 'Buch', 'Uhr', 'Flasche']","['hässlich', 'dick', 'glänzend']",2,4.22156500001438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,56.874374700011685,,,,,,,,,,56.86547990003601,57.356448699953035,,,3,1.396316499914974,,,,,,,,,,,,,,,,,,,,,57.35645920003299,63.358288699993864,Fahrrad,praktisch,"['Fahrrad', 'praktisch']",restudy_diff,1,"['Schlüssel', 'Tasche', 'Kiste', 'Fahrrad', 'Löffel', 'Jacke', 'Hut', 'Stift', 'Ring', 'Socke', 'Blume', 'Würfel', 'Tasse', 'Kerze', 'Brille', 'Eimer', 'Bürste', 'Trommel', 'Geige', 'Buch', 'Uhr', 'Flasche']","['hässlich', 'dick', 'glänzend', 'praktisch']",3,1.396316499914974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,63.3675580000272,,,,,,,,,,63.35876849992201,63.85068579996005,,,3,1.4301497999113053,,,,,,,,,,,,,,,,,,,,,63.85069669992663,69.85258399997838,Löffel,strahlend,"['Löffel', 'strahlend']",restudy_diff,1,"['Schlüssel', 'Tasche', 'Kiste', 'Fahrrad', 'Löffel', 'Jacke', 'Hut', 'Stift', 'Ring', 'Socke', 'Blume', 'Würfel', 'Tasse', 'Kerze', 'Brille', 'Eimer', 'Bürste', 'Trommel', 'Geige', 'Buch', 'Uhr', 'Flasche']","['hässlich', 'dick', 'glänzend', 'praktisch', 'strahlend']",3,1.4301497999113053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,69.86192649998702,,,,,,,,,,69.85306009999476,70.34415479993913,,,3,1.609360000002198,,,,,,,,,,,,,,,,,,,,,70.34416520001832,76.35241569997743,Jacke,elegant,"['Jacke', 'elegant']",control,1,"['Schlüssel', 'Tasche', 'Kiste', 'Fahrrad', 'Löffel', 'Jacke', 'Hut', 'Stift', 'Ring', 'Socke', 'Blume', 'Würfel', 'Tasse', 'Kerze', 'Brille', 'Eimer', 'Bürste', 'Trommel', 'Geige', 'Buch', 'Uhr', 'Flasche']","['hässlich', 'dick', 'glänzend', 'praktisch', 'strahlend', 'elegant']",3,1.609360000002198,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-30_11h33.18.882,watkins1,2023.2.3,99.72326793719536,36,2023-11-30 11h33.26.791729 +0000,
