Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10035229998175055,0.10041720001026988,0.10042570001678541,6.564447399985511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.564494599995669,50.08219230000395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,51.095927499991376,,,,,,,,50.08221050002612,51.08595149999019,57.582408000016585,58.073783300002106,51.57811210001819,57.58224479999626,1,1.3209265999612398,None,58.073794100026134,64.08051409997279,1,1.3209265999612398,None,64.08080519997748,64.57214210001985,64.57215299998643,70.57709289999912,vergnügt,None,None,70.57731979998061,70.57734349998645,70.57735049998155,70.5774346999824,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5775527000078,75.47798249998596,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,76.49155540001811,,,,,,,,75.47799799998756,76.48161529999925,76.48207849997561,76.97379899997031,,,3,1.7121350000379607,,,,,,,,,,,,,,,,,,,,,76.97380919998977,82.98433890001616,Rucksack,praktisch,"['Rucksack', 'praktisch']",test_adj,3,"['Rucksack', 'Schlüssel', 'Tasse', 'Eimer', 'Würfel', 'Tasche', 'Blume', 'Fahrrad', 'Trommel', 'Hut', 'Brille', 'Hammer', 'Flasche', 'Socke', 'Schere', 'Kette', 'Kamera', 'Kiste', 'Geige', 'Stift', 'Ring', 'Buch', 'Lampe', 'Uhr', 'Löffel', 'Bürste', 'Telefon', 'Jacke', 'Vase', 'Kerze']",['praktisch'],3,1.7121350000379607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,82.99380009999732,,,,,,,,,,82.98501409997698,83.4758598000044,,,1,1.180736300011631,,,,,,,,,,,,,,,,,,,,,83.4758699000231,89.48285969998688,Schlüssel,elegant,"['Schlüssel', 'elegant']",test_adj,3,"['Rucksack', 'Schlüssel', 'Tasse', 'Eimer', 'Würfel', 'Tasche', 'Blume', 'Fahrrad', 'Trommel', 'Hut', 'Brille', 'Hammer', 'Flasche', 'Socke', 'Schere', 'Kette', 'Kamera', 'Kiste', 'Geige', 'Stift', 'Ring', 'Buch', 'Lampe', 'Uhr', 'Löffel', 'Bürste', 'Telefon', 'Jacke', 'Vase', 'Kerze']","['praktisch', 'elegant']",1,1.180736300011631,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,89.49233280000044,,,,,,,,,,89.48339289997239,89.974371600023,,,1,2.121631800022442,,,,,,,,,,,,,,,,,,,,,89.97438319999492,95.97534639999503,Tasse,hässlich,"['Tasse', 'hässlich']",test_adj,3,"['Rucksack', 'Schlüssel', 'Tasse', 'Eimer', 'Würfel', 'Tasche', 'Blume', 'Fahrrad', 'Trommel', 'Hut', 'Brille', 'Hammer', 'Flasche', 'Socke', 'Schere', 'Kette', 'Kamera', 'Kiste', 'Geige', 'Stift', 'Ring', 'Buch', 'Lampe', 'Uhr', 'Löffel', 'Bürste', 'Telefon', 'Jacke', 'Vase', 'Kerze']","['praktisch', 'elegant', 'hässlich']",1,2.121631800022442,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,95.98481890000403,,,,,,,,,,95.97587959998054,96.46695939998608,,,1,1.1735856999875978,,,,,,,,,,,,,,,,,,,,,96.46696990000783,102.47162139997818,Eimer,teuer,"['Eimer', 'teuer']",test_adj,3,"['Rucksack', 'Schlüssel', 'Tasse', 'Eimer', 'Würfel', 'Tasche', 'Blume', 'Fahrrad', 'Trommel', 'Hut', 'Brille', 'Hammer', 'Flasche', 'Socke', 'Schere', 'Kette', 'Kamera', 'Kiste', 'Geige', 'Stift', 'Ring', 'Buch', 'Lampe', 'Uhr', 'Löffel', 'Bürste', 'Telefon', 'Jacke', 'Vase', 'Kerze']","['praktisch', 'elegant', 'hässlich', 'teuer']",1,1.1735856999875978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,102.48108649998903,,,,,,,,,,102.47217079997063,102.96315429999959,,,3,1.3248024000204168,,,,,,,,,,,,,,,,,,,,,102.96316510002362,108.96833900001366,Würfel,klobig,"['Würfel', 'klobig']",restudy,3,"['Rucksack', 'Schlüssel', 'Tasse', 'Eimer', 'Würfel', 'Tasche', 'Blume', 'Fahrrad', 'Trommel', 'Hut', 'Brille', 'Hammer', 'Flasche', 'Socke', 'Schere', 'Kette', 'Kamera', 'Kiste', 'Geige', 'Stift', 'Ring', 'Buch', 'Lampe', 'Uhr', 'Löffel', 'Bürste', 'Telefon', 'Jacke', 'Vase', 'Kerze']","['praktisch', 'elegant', 'hässlich', 'teuer', 'klobig']",3,1.3248024000204168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,108.97789119998924,,,,,,,,,,108.96886929997709,109.45984939998016,,,1,1.4294273999985307,,,,,,,,,,,,,,,,,,,,,109.45986010000343,115.46701349999057,Tasche,rustikal,"['Tasche', 'rustikal']",test_adj,3,"['Rucksack', 'Schlüssel', 'Tasse', 'Eimer', 'Würfel', 'Tasche', 'Blume', 'Fahrrad', 'Trommel', 'Hut', 'Brille', 'Hammer', 'Flasche', 'Socke', 'Schere', 'Kette', 'Kamera', 'Kiste', 'Geige', 'Stift', 'Ring', 'Buch', 'Lampe', 'Uhr', 'Löffel', 'Bürste', 'Telefon', 'Jacke', 'Vase', 'Kerze']","['praktisch', 'elegant', 'hässlich', 'teuer', 'klobig', 'rustikal']",1,1.4294273999985307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_13h52.49.951,watkins1,2023.2.3,99.72754432921793,22,2023-11-27 13h52.58.848451 +0000,
