Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,102.9891934999996,,,,,,,,,,102.98020199999883,103.47143549999964,,,2,2.969664100000955,,,,,,,,,,,,,,,,,,,,,103.47144519999893,109.47295420000046,Hut,klobig,"['Hut', 'klobig']",control,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig']",2,2.969664100000955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,109.48233479999908,,,,,,,,,,109.47344560000056,109.96443910000016,,,2,2.3563262000006944,,,,,,,,,,,,,,,,,,,,,109.96444809999957,115.9668031000001,Jacke,schmutzig,"['Jacke', 'schmutzig']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig']",2,2.3563262000006944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,115.9763251000004,,,,,,,,,,115.96730419999949,116.45848320000005,,,1,1.846829300000536,,,,,,,,,,,,,,,,,,,,,116.45849289999933,122.46048969999902,Schlüssel,breit,"['Schlüssel', 'breit']",control,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit']",1,1.846829300000536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,122.46993839999959,,,,,,,,,,122.46097399999962,122.9525993999996,,,3,1.3286554999995133,,,,,,,,,,,,,,,,,,,,,122.95260950000011,128.95531440000013,Geige,zart,"['Geige', 'zart']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart']",3,1.3286554999995133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,128.96476319999965,,,,,,,,,,128.95579759999964,129.4472855999993,,,1,1.2416505000001052,,,,,,,,,,,,,,,,,,,,,129.4472955000001,135.4503253999992,Kerze,sportlich,"['Kerze', 'sportlich']",control,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich']",1,1.2416505000001052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,135.45974009999918,,,,,,,,,,135.45080880000023,135.9417584999992,,,3,1.5474137000001065,,,,,,,,,,,,,,,,,,,,,135.94176849999894,141.94781859999966,Eimer,schlicht,"['Eimer', 'schlicht']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht']",3,1.5474137000001065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,141.95725850000053,,,,,,,,,,141.9483092999999,142.43934239999908,,,3,1.1700770000006742,,,,,,,,,,,,,,,,,,,,,142.439352899999,148.44747710000047,Lampe,praktisch,"['Lampe', 'praktisch']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch']",3,1.1700770000006742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,148.45687019999968,,,,,,,,,,148.44796119999955,148.93905730000006,,,2,2.4544558999987203,,,,,,,,,,,,,,,,,,,,,148.93906669999888,154.94931319999887,Ring,hohl,"['Ring', 'hohl']",control,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl']",2,2.4544558999987203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,154.95877269999983,,,,,,,,,,154.94979749999948,155.44073840000055,,,2,2.231971799999883,,,,,,,,,,,,,,,,,,,,,155.4407482000006,161.4433998000004,Brille,strahlend,"['Brille', 'strahlend']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl', 'strahlend']",2,2.231971799999883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,161.45286789999955,,,,,,,,,,161.4438893000006,161.9350185000003,,,3,2.026140399999349,,,,,,,,,,,,,,,,,,,,,161.93502819999958,167.93901299999925,Socke,gestreift,"['Socke', 'gestreift']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl', 'strahlend', 'gestreift']",3,2.026140399999349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,167.94857219999903,,,,,,,,,,167.9394967999997,168.43056930000057,,,1,1.0984067999997933,,,,,,,,,,,,,,,,,,,,,168.43057950000002,174.43499840000004,Löffel,kaputt,"['Löffel', 'kaputt']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl', 'strahlend', 'gestreift', 'kaputt']",1,1.0984067999997933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,174.44444719999956,,,,,,,,,,174.4354870999996,174.9270550000001,,,2,2.3860411000005115,,,,,,,,,,,,,,,,,,,,,174.92706559999897,180.93076549999932,Würfel,sauber,"['Würfel', 'sauber']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl', 'strahlend', 'gestreift', 'kaputt', 'sauber']",2,2.3860411000005115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,180.94021489999977,,,,,,,,,,180.93126759999905,181.4220377999991,,,3,1.0355629999994562,,,,,,,,,,,,,,,,,,,,,181.4220476999999,187.423307699999,Bürste,kratzig,"['Bürste', 'kratzig']",control,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl', 'strahlend', 'gestreift', 'kaputt', 'sauber', 'kratzig']",3,1.0355629999994562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,187.4327675000004,,,,,,,,,,187.42380389999926,187.91486749999967,,,1,0.9908894000000146,,,,,,,,,,,,,,,,,,,,,187.91487729999972,193.9251559000004,Telefon,flauschig,"['Telefon', 'flauschig']",restudy_diff,1,"['Tasche', 'Schere', 'Kiste', 'Trommel', 'Vase', 'Tasse', 'Hut', 'Jacke', 'Schlüssel', 'Geige', 'Kerze', 'Eimer', 'Lampe', 'Ring', 'Brille', 'Socke', 'Löffel', 'Würfel', 'Bürste', 'Telefon', 'Kette', 'Kamera']","['biegsam', 'bunt', 'hässlich', 'teuer', 'kalt', 'blass', 'klobig', 'schmutzig', 'breit', 'zart', 'sportlich', 'schlicht', 'praktisch', 'hohl', 'strahlend', 'gestreift', 'kaputt', 'sauber', 'kratzig', 'flauschig']",1,0.9908894000000146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-22_13h56.50.371,watkins1,2023.2.3,99.69085864676819,10,2023-11-22 13h56.58.285853 +0000,
