Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,95.51242339983582,,,,,,,,,,95.50340649997815,95.99436509981751,,,2,2.065764000173658,,,,,,,,,,,,,,,,,,,,,95.99437720002607,101.9950167001225,Fahrrad,niedlich,"['Fahrrad', 'niedlich']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich']",2,2.065764000173658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,102.00453069992363,,,,,,,,,,101.9954964001663,102.48652319982648,,,1,1.7662031003274024,,,,,,,,,,,,,,,,,,,,,102.48653439991176,108.49205730017275,Blume,schmutzig,"['Blume', 'schmutzig']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig']",1,1.7662031003274024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,108.50144399981946,,,,,,,,,,108.49254459980875,108.98360229982063,,,3,1.292645700275898,,,,,,,,,,,,,,,,,,,,,108.98361400002614,114.98438340006396,Tasche,gut,"['Tasche', 'gut']",control,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut']",3,1.292645700275898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,114.99383109994233,,,,,,,,,,114.98486729990691,115.47617019992322,,,1,1.9266482000239193,,,,,,,,,,,,,,,,,,,,,115.47618110012263,121.47986359987408,Würfel,sportlich,"['Würfel', 'sportlich']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich']",1,1.9266482000239193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,121.48933129990473,,,,,,,,,,121.48034040024504,121.97129639983177,,,1,1.81687350012362,,,,,,,,,,,,,,,,,,,,,121.97130740014836,127.97293299995363,Rucksack,dunkel,"['Rucksack', 'dunkel']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel']",1,1.81687350012362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,127.98239629995078,,,,,,,,,,127.97341310000047,128.46442259987816,,,3,2.356069500092417,,,,,,,,,,,,,,,,,,,,,128.46443310007453,134.47458929987624,Kamera,zart,"['Kamera', 'zart']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart']",3,2.356069500092417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,134.48411560012028,,,,,,,,,,134.47506010020152,134.96613219985738,,,2,2.325590900145471,,,,,,,,,,,,,,,,,,,,,134.96614320017397,140.9679856998846,Schlüssel,schwer,"['Schlüssel', 'schwer']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer']",2,2.325590900145471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,140.9775152998045,,,,,,,,,,140.96845800010487,141.4595822999254,,,1,1.3214592998847365,,,,,,,,,,,,,,,,,,,,,141.45959290023893,147.46912240004167,Flasche,flauschig,"['Flasche', 'flauschig']",control,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig']",1,1.3214592998847365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,147.47857580007985,,,,,,,,,,147.469598100055,147.96060439990833,,,2,1.627055199816823,,,,,,,,,,,,,,,,,,,,,147.96061559999362,153.96812890004367,Löffel,robust,"['Löffel', 'robust']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig', 'robust']",2,1.627055199816823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,153.97757710004225,,,,,,,,,,153.96861399989575,154.45957389986143,,,3,1.5928422003053129,,,,,,,,,,,,,,,,,,,,,154.45958490017802,160.46039360016584,Geige,hohl,"['Geige', 'hohl']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig', 'robust', 'hohl']",3,1.5928422003053129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,160.46985800005496,,,,,,,,,,160.46087659988552,160.95194709999487,,,1,1.589184899814427,,,,,,,,,,,,,,,,,,,,,160.95195849984884,166.96118339989334,Kiste,schlicht,"['Kiste', 'schlicht']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig', 'robust', 'hohl', 'schlicht']",1,1.589184899814427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,166.97064930014312,,,,,,,,,,166.96166680008173,167.4527810998261,,,1,1.7123373001813889,,,,,,,,,,,,,,,,,,,,,167.45279170013964,173.46178020024672,Ring,klobig,"['Ring', 'klobig']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig', 'robust', 'hohl', 'schlicht', 'klobig']",1,1.7123373001813889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,173.47121859993786,,,,,,,,,,173.46225709980354,173.9532822999172,,,1,1.083880899939686,,,,,,,,,,,,,,,,,,,,,173.95329370023683,179.96182300010696,Socke,teuer,"['Socke', 'teuer']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig', 'robust', 'hohl', 'schlicht', 'klobig', 'teuer']",1,1.083880899939686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,179.97131620021537,,,,,,,,,,179.9623158001341,180.4532785001211,,,1,1.7435155999846756,,,,,,,,,,,,,,,,,,,,,180.45330249983817,186.45621319999918,Brille,gestreift,"['Brille', 'gestreift']",control,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch', 'niedlich', 'schmutzig', 'gut', 'sportlich', 'dunkel', 'zart', 'schwer', 'flauschig', 'robust', 'hohl', 'schlicht', 'klobig', 'teuer', 'gestreift']",1,1.7435155999846756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
