Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11581190023571253,0.11588700022548437,0.1158958999440074,6.971951600164175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.972000299952924,38.73514560004696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,39.7487802002579,,,,,,,,38.73516259994358,39.738797899801284,46.23558530025184,46.72663869988173,40.23091349983588,46.235403100028634,2,2.4246790995821357,None,46.72664939984679,52.73372810008004,2,2.4246790995821357,None,52.73401279980317,52.73403620021418,52.73404320003465,52.734123500064015,,None,None,52.73428349988535,52.73430320015177,52.73431000020355,52.73438380006701,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7344965999946,55.51166500011459,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,56.52533539989963,,,,,,,,55.511681200005114,56.515349300112575,56.515794599894434,57.00733229983598,,,3,2.096798200160265,,,,,,,,,,,,,,,,,,,,,57.00734269991517,63.01611540000886,Stift,matt,"['Stift', 'matt']",control,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']",['matt'],3,2.096798200160265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,63.02556300023571,,,,,,,,,,63.01672110008076,63.50757860019803,,,3,1.4457692997530103,,,,,,,,,,,,,,,,,,,,,63.50758949993178,69.5144046000205,Bürste,glänzend,"['Bürste', 'glänzend']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend']",3,1.4457692997530103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,69.52387680020183,,,,,,,,,,69.51488649984822,70.0059299999848,,,1,1.5249965996481478,,,,,,,,,,,,,,,,,,,,,70.00594139983878,76.01055919984356,Uhr,durchsichtig,"['Uhr', 'durchsichtig']",control,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig']",1,1.5249965996481478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,76.0200209999457,,,,,,,,,,76.0110369999893,76.50205799983814,,,1,1.462262500077486,,,,,,,,,,,,,,,,,,,,,76.50206879992038,82.50487590022385,Hammer,elegant,"['Hammer', 'elegant']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant']",1,1.462262500077486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,82.51443210011348,,,,,,,,,,82.50534409983084,82.99639939982444,,,1,1.0559360999614,,,,,,,,,,,,,,,,,,,,,82.99641129979864,89.0020367000252,Vase,hässlich,"['Vase', 'hässlich']",restudy_diff,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich']",1,1.0559360999614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,89.01155439997092,,,,,,,,,,89.0025348002091,89.49350260011852,,,3,1.3030844000168145,,,,,,,,,,,,,,,,,,,,,89.49351420020685,95.50290670013055,Hut,hübsch,"['Hut', 'hübsch']",control,1,"['Stift', 'Bürste', 'Uhr', 'Hammer', 'Vase', 'Hut', 'Fahrrad', 'Blume', 'Tasche', 'Würfel', 'Rucksack', 'Kamera', 'Schlüssel', 'Flasche', 'Löffel', 'Geige', 'Kiste', 'Ring', 'Socke', 'Brille', 'Kerze', 'Telefon']","['matt', 'glänzend', 'durchsichtig', 'elegant', 'hässlich', 'hübsch']",3,1.3030844000168145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-11_09h05.56.149,watkins1,2023.2.3,99.76415796465335,86,2024-01-11 09h06.06.228241 +0000,
