Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,scale_answer_6.rt,scale_answer_6.duration,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_4.rt,scale_answer_4.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12766769994050264,0.12774500017985702,0.12775320000946522,9.173080600332469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.173135200049728,27.237238200381398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,28.251000500284135,,,,,,,,27.237254800274968,28.241091000381857,34.74042070005089,35.23191450024024,28.73362580034882,34.74023100035265,3,1.9839100004173815,None,35.231928599998355,41.2354574999772,3,1.9839100004173815,None,41.23578430013731,41.2358095003292,41.23581670038402,41.23591800034046,,None,None,41.236085900105536,41.236106800381094,41.236113500315696,41.23619040008634,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.23630749993026,44.680019200313836,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,45.69375830003992,,,,,,,,44.68003860022873,45.68383160000667,45.68435460003093,46.17582690017298,,,3,2.615661600138992,,,,,,,,,,,,,,,,,,,,,46.175840199925005,52.18024180037901,Hut,sauber,"['Hut', 'sauber']",control,1,"['Hut', 'Fahrrad', 'Stift', 'Uhr', 'Würfel', 'Telefon', 'Lampe', 'Buch', 'Socke', 'Kette', 'Tasche', 'Löffel', 'Hammer', 'Vase', 'Geige', 'Eimer', 'Flasche', 'Schlüssel', 'Bürste', 'Kamera', 'Blume', 'Jacke']",['sauber'],3,2.615661600138992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,52.18968670023605,,,,,,,,,,52.18086120020598,52.67207450000569,,,1,1.8206762000918388,,,,,,,,,,,,,,,,,,,,,52.67208700021729,58.68224010011181,Fahrrad,glatt,"['Fahrrad', 'glatt']",restudy_diff,1,"['Hut', 'Fahrrad', 'Stift', 'Uhr', 'Würfel', 'Telefon', 'Lampe', 'Buch', 'Socke', 'Kette', 'Tasche', 'Löffel', 'Hammer', 'Vase', 'Geige', 'Eimer', 'Flasche', 'Schlüssel', 'Bürste', 'Kamera', 'Blume', 'Jacke']","['sauber', 'glatt']",1,1.8206762000918388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,58.6917135999538,,,,,,,,,,58.682736800052226,59.174064700026065,,,2,1.33517299965024,,,,,,,,,,,,,,,,,,,,,59.174077400006354,65.17771790036932,Stift,biegsam,"['Stift', 'biegsam']",restudy_diff,1,"['Hut', 'Fahrrad', 'Stift', 'Uhr', 'Würfel', 'Telefon', 'Lampe', 'Buch', 'Socke', 'Kette', 'Tasche', 'Löffel', 'Hammer', 'Vase', 'Geige', 'Eimer', 'Flasche', 'Schlüssel', 'Bürste', 'Kamera', 'Blume', 'Jacke']","['sauber', 'glatt', 'biegsam']",2,1.33517299965024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,65.18711190018803,,,,,,,,,,65.17821240006015,65.66920420015231,,,1,1.3839189000427723,,,,,,,,,,,,,,,,,,,,,65.66921650012955,71.67058819998056,Uhr,sportlich,"['Uhr', 'sportlich']",control,1,"['Hut', 'Fahrrad', 'Stift', 'Uhr', 'Würfel', 'Telefon', 'Lampe', 'Buch', 'Socke', 'Kette', 'Tasche', 'Löffel', 'Hammer', 'Vase', 'Geige', 'Eimer', 'Flasche', 'Schlüssel', 'Bürste', 'Kamera', 'Blume', 'Jacke']","['sauber', 'glatt', 'biegsam', 'sportlich']",1,1.3839189000427723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,71.67997180018574,,,,,,,,,,71.67115690000355,72.16213700035587,,,1,1.7069401000626385,,,,,,,,,,,,,,,,,,,,,72.16214850032702,78.16965010017157,Würfel,krumm,"['Würfel', 'krumm']",restudy_diff,1,"['Hut', 'Fahrrad', 'Stift', 'Uhr', 'Würfel', 'Telefon', 'Lampe', 'Buch', 'Socke', 'Kette', 'Tasche', 'Löffel', 'Hammer', 'Vase', 'Geige', 'Eimer', 'Flasche', 'Schlüssel', 'Bürste', 'Kamera', 'Blume', 'Jacke']","['sauber', 'glatt', 'biegsam', 'sportlich', 'krumm']",1,1.7069401000626385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,78.17927370034158,,,,,,,,,,78.17017860012129,78.66188580030575,,,2,1.7647277996875346,,,,,,,,,,,,,,,,,,,,,78.66190010029823,84.66563400020823,Telefon,lang,"['Telefon', 'lang']",control,1,"['Hut', 'Fahrrad', 'Stift', 'Uhr', 'Würfel', 'Telefon', 'Lampe', 'Buch', 'Socke', 'Kette', 'Tasche', 'Löffel', 'Hammer', 'Vase', 'Geige', 'Eimer', 'Flasche', 'Schlüssel', 'Bürste', 'Kamera', 'Blume', 'Jacke']","['sauber', 'glatt', 'biegsam', 'sportlich', 'krumm', 'lang']",2,1.7647277996875346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_11h38.24.033,watkins1,2023.2.3,99.79960263794364,80,2024-01-10 11h38.36.985877 +0000,
