Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10377859999425709,0.10384440002962947,0.10385309997946024,6.207283099996857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2073303000070155,39.74436350003816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,40.757927599945106,,,,,,,,39.744379900046624,40.74795119999908,47.24911009997595,47.740389300044626,41.23982350004371,47.248947000014596,1,1.9423402999527752,None,47.740399900008924,53.74661929998547,1,1.9423402999527752,None,53.74691290000919,54.238126900047064,54.2381374000106,60.24232720001601,vergnügt,None,None,60.242547099944204,60.24257130001206,60.242578299948946,60.24266109999735,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.24277929996606,63.7664034999907,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,64.78005369997118,,,,,,,,63.76641949999612,64.77006889996119,64.77052639995236,65.26204880001023,,,3,2.59269730001688,,,,,,,,,,,,,,,,,,,,,65.26205879996996,71.26506530004553,Kette,sportlich,"['Kette', 'sportlich']",restudy,3,"['Kette', 'Hammer', 'Ring', 'Brille', 'Kerze', 'Rucksack', 'Flasche', 'Hut', 'Lampe', 'Fahrrad', 'Buch', 'Uhr', 'Stift', 'Socke', 'Tasche', 'Jacke', 'Schere', 'Eimer', 'Kiste', 'Trommel', 'Bürste', 'Vase', 'Geige', 'Würfel', 'Tasse', 'Blume', 'Löffel', 'Schlüssel', 'Kamera', 'Telefon']",['sportlich'],3,2.59269730001688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,71.27449239999987,,,,,,,,,,71.26572989998385,71.7567084999755,,,2,2.515163499978371,,,,,,,,,,,,,,,,,,,,,71.75671989994589,77.75774210004602,Hammer,flach,"['Hammer', 'flach']",restudy,3,"['Kette', 'Hammer', 'Ring', 'Brille', 'Kerze', 'Rucksack', 'Flasche', 'Hut', 'Lampe', 'Fahrrad', 'Buch', 'Uhr', 'Stift', 'Socke', 'Tasche', 'Jacke', 'Schere', 'Eimer', 'Kiste', 'Trommel', 'Bürste', 'Vase', 'Geige', 'Würfel', 'Tasse', 'Blume', 'Löffel', 'Schlüssel', 'Kamera', 'Telefon']","['sportlich', 'flach']",2,2.515163499978371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,77.76727119996212,,,,,,,,,,77.75827540003229,78.24923499999568,,,3,3.366850200109184,,,,,,,,,,,,,,,,,,,,,78.24924559995998,84.25112869997974,Ring,winzig,"['Ring', 'winzig']",test_adj,3,"['Kette', 'Hammer', 'Ring', 'Brille', 'Kerze', 'Rucksack', 'Flasche', 'Hut', 'Lampe', 'Fahrrad', 'Buch', 'Uhr', 'Stift', 'Socke', 'Tasche', 'Jacke', 'Schere', 'Eimer', 'Kiste', 'Trommel', 'Bürste', 'Vase', 'Geige', 'Würfel', 'Tasse', 'Blume', 'Löffel', 'Schlüssel', 'Kamera', 'Telefon']","['sportlich', 'flach', 'winzig']",3,3.366850200109184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,84.26059620000888,,,,,,,,,,84.25165310001466,84.74267469998449,,,2,1.2814884999534115,,,,,,,,,,,,,,,,,,,,,84.74268489994574,90.74328159994911,Brille,durchsichtig,"['Brille', 'durchsichtig']",test_adj,3,"['Kette', 'Hammer', 'Ring', 'Brille', 'Kerze', 'Rucksack', 'Flasche', 'Hut', 'Lampe', 'Fahrrad', 'Buch', 'Uhr', 'Stift', 'Socke', 'Tasche', 'Jacke', 'Schere', 'Eimer', 'Kiste', 'Trommel', 'Bürste', 'Vase', 'Geige', 'Würfel', 'Tasse', 'Blume', 'Löffel', 'Schlüssel', 'Kamera', 'Telefon']","['sportlich', 'flach', 'winzig', 'durchsichtig']",2,1.2814884999534115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,90.75275009998586,,,,,,,,,,90.74391069996636,91.23475529998541,,,3,2.0304583999095485,,,,,,,,,,,,,,,,,,,,,91.23476599995047,97.24330229999032,Kerze,glatt,"['Kerze', 'glatt']",restudy,3,"['Kette', 'Hammer', 'Ring', 'Brille', 'Kerze', 'Rucksack', 'Flasche', 'Hut', 'Lampe', 'Fahrrad', 'Buch', 'Uhr', 'Stift', 'Socke', 'Tasche', 'Jacke', 'Schere', 'Eimer', 'Kiste', 'Trommel', 'Bürste', 'Vase', 'Geige', 'Würfel', 'Tasse', 'Blume', 'Löffel', 'Schlüssel', 'Kamera', 'Telefon']","['sportlich', 'flach', 'winzig', 'durchsichtig', 'glatt']",3,2.0304583999095485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,97.25277230003849,,,,,,,,,,97.24383859999944,97.73469820001628,,,1,2.9055218999274075,,,,,,,,,,,,,,,,,,,,,97.73470909998287,103.73702240001876,Rucksack,gestreift,"['Rucksack', 'gestreift']",restudy,3,"['Kette', 'Hammer', 'Ring', 'Brille', 'Kerze', 'Rucksack', 'Flasche', 'Hut', 'Lampe', 'Fahrrad', 'Buch', 'Uhr', 'Stift', 'Socke', 'Tasche', 'Jacke', 'Schere', 'Eimer', 'Kiste', 'Trommel', 'Bürste', 'Vase', 'Geige', 'Würfel', 'Tasse', 'Blume', 'Löffel', 'Schlüssel', 'Kamera', 'Telefon']","['sportlich', 'flach', 'winzig', 'durchsichtig', 'glatt', 'gestreift']",1,2.9055218999274075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-22_13h45.51.332,watkins1,2023.2.3,99.71839522041239,9,2023-11-22 13h45.57.432264 +0000,
