Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Kerze', 'Trommel', 'Flasche', 'Eimer', 'Fahrrad', 'Jacke', 'Bürste', 'Tasche', 'Tasse', 'Schere', 'Hammer', 'Stift', 'Lampe', 'Ring', 'Brille']","['Schlüssel', 'Löffel', 'Blume', 'Hut', 'Kamera', 'Geige', 'Kette', 'Socke', 'Vase', 'Buch', 'Telefon', 'Würfel', 'Rucksack', 'Uhr', 'Kiste']",0.10366870003053918,0.10373810003511608,0.1037470000446774,4.752419500029646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.752467400045134,40.09922540001571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,41.11303520004731,,,,,,,,,,40.09924100001808,41.10295260004932,47.600843300053384,48.092140800028574,41.5949729999993,47.60067750001326,3,1.5793183000059798,None,48.09215120004956,54.099725700041745,3,1.5793183000059798,None,54.10002650000388,54.10005110001657,54.10005830001319,54.100139300047886,,2.148570600023959,5.763166400021873,54.1003051000298,54.59133840003051,54.59134940005606,60.59557780000614,capslockhcapslockun,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.59573200001614,65.02210870001,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,66.03559160005534,,,,,,,,,,65.02212510001846,66.0256108000176,66.02607050002553,66.5176296000136,,,1,1.5185030000284314,,,,,,,,,,,,,,,,,,,,,66.51764040003764,72.52017790003447,Lampe,dunkel,"['Lampe', 'dunkel']",restudy,2,"['Lampe', 'Fahrrad', 'Rucksack', 'Brille', 'Uhr', 'Schere', 'Hammer', 'Tasche', 'Socke', 'Kamera', 'Stift', 'Jacke', 'Telefon', 'Würfel', 'Trommel', 'Schlüssel', 'Buch', 'Bürste', 'Geige', 'Ring', 'Vase', 'Löffel', 'Eimer', 'Flasche', 'Kerze', 'Tasse', 'Hut', 'Kette', 'Blume', 'Kiste']",['dunkel'],1,1.5185030000284314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,72.52963760000421,,,,,,,,,,,,72.52082830003928,73.01164200005587,,,2,1.745197799988091,,,,,,,,,,,,,,,,,,,,,73.01165250001941,79.0122111000237,Fahrrad,schlicht,"['Fahrrad', 'schlicht']",restudy,2,"['Lampe', 'Fahrrad', 'Rucksack', 'Brille', 'Uhr', 'Schere', 'Hammer', 'Tasche', 'Socke', 'Kamera', 'Stift', 'Jacke', 'Telefon', 'Würfel', 'Trommel', 'Schlüssel', 'Buch', 'Bürste', 'Geige', 'Ring', 'Vase', 'Löffel', 'Eimer', 'Flasche', 'Kerze', 'Tasse', 'Hut', 'Kette', 'Blume', 'Kiste']","['dunkel', 'schlicht']",2,1.745197799988091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,79.02166270004818,,,,,,,,,,,,79.01274060003925,79.50362800003495,,,1,2.060828399960883,,,,,,,,,,,,,,,,,,,,,79.50363880000077,85.50733880000189,Rucksack,kratzig,"['Rucksack', 'kratzig']",test_sub,2,"['Lampe', 'Fahrrad', 'Rucksack', 'Brille', 'Uhr', 'Schere', 'Hammer', 'Tasche', 'Socke', 'Kamera', 'Stift', 'Jacke', 'Telefon', 'Würfel', 'Trommel', 'Schlüssel', 'Buch', 'Bürste', 'Geige', 'Ring', 'Vase', 'Löffel', 'Eimer', 'Flasche', 'Kerze', 'Tasse', 'Hut', 'Kette', 'Blume', 'Kiste']","['dunkel', 'schlicht', 'kratzig']",1,2.060828399960883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,85.51685540005565,,,,,,,,,,,,85.50787030003266,85.9989214000525,,,1,2.0779174000490457,,,,,,,,,,,,,,,,,,,,,85.99893110000994,92.00321930000791,Brille,flauschig,"['Brille', 'flauschig']",restudy,2,"['Lampe', 'Fahrrad', 'Rucksack', 'Brille', 'Uhr', 'Schere', 'Hammer', 'Tasche', 'Socke', 'Kamera', 'Stift', 'Jacke', 'Telefon', 'Würfel', 'Trommel', 'Schlüssel', 'Buch', 'Bürste', 'Geige', 'Ring', 'Vase', 'Löffel', 'Eimer', 'Flasche', 'Kerze', 'Tasse', 'Hut', 'Kette', 'Blume', 'Kiste']","['dunkel', 'schlicht', 'kratzig', 'flauschig']",1,2.0779174000490457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,92.01267470000312,,,,,,,,,,,,92.00375160004478,92.49471880000783,,,1,1.1740635000169277,,,,,,,,,,,,,,,,,,,,,92.49472910002805,98.50333340000361,Uhr,schwer,"['Uhr', 'schwer']",test_sub,2,"['Lampe', 'Fahrrad', 'Rucksack', 'Brille', 'Uhr', 'Schere', 'Hammer', 'Tasche', 'Socke', 'Kamera', 'Stift', 'Jacke', 'Telefon', 'Würfel', 'Trommel', 'Schlüssel', 'Buch', 'Bürste', 'Geige', 'Ring', 'Vase', 'Löffel', 'Eimer', 'Flasche', 'Kerze', 'Tasse', 'Hut', 'Kette', 'Blume', 'Kiste']","['dunkel', 'schlicht', 'kratzig', 'flauschig', 'schwer']",1,1.1740635000169277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,98.5128564000479,,,,,,,,,,,,98.50387150002643,98.9948428000207,,,2,2.3865053999470547,,,,,,,,,,,,,,,,,,,,,98.99485320004169,104.99788030004129,Schere,elegant,"['Schere', 'elegant']",restudy,2,"['Lampe', 'Fahrrad', 'Rucksack', 'Brille', 'Uhr', 'Schere', 'Hammer', 'Tasche', 'Socke', 'Kamera', 'Stift', 'Jacke', 'Telefon', 'Würfel', 'Trommel', 'Schlüssel', 'Buch', 'Bürste', 'Geige', 'Ring', 'Vase', 'Löffel', 'Eimer', 'Flasche', 'Kerze', 'Tasse', 'Hut', 'Kette', 'Blume', 'Kiste']","['dunkel', 'schlicht', 'kratzig', 'flauschig', 'schwer', 'elegant']",2,2.3865053999470547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_10h45.39.218,watkins1,2023.2.3,99.73062757877582,16,2023-11-27 10h45.46.049120 +0000,
