Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,169.15015400014818,,,,,,,,,,,,169.1412077001296,169.6321974999737,,,1,1.666693100007251,,,,,,,,,,,,,,,,,,,,,169.63220780016854,175.63422810006887,Blume,sportlich,"['Blume', 'sportlich']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich']",1,1.666693100007251,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,175.6437427001074,,,,,,,,,,,,175.63474590005353,176.12586040003225,,,3,2.6449109001550823,,,,,,,,,,,,,,,,,,,,,176.1258710999973,182.12763600004837,Lampe,durchsichtig,"['Lampe', 'durchsichtig']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig']",3,2.6449109001550823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,182.13713679998182,,,,,,,,,,,,182.12815820006654,182.61910690017976,,,3,2.0071628000587225,,,,,,,,,,,,,,,,,,,,,182.61911760014482,188.62950460007414,Flasche,dunkel,"['Flasche', 'dunkel']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel']",3,2.0071628000587225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,188.6390657001175,,,,,,,,,,,,188.63002949999645,189.12103240005672,,,3,2.5614660000428557,,,,,,,,,,,,,,,,,,,,,189.12104210001417,195.1312373999972,Kerze,neu,"['Kerze', 'neu']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu']",3,2.5614660000428557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,195.14078040001914,,,,,,,,,,,,195.13176770019345,195.62296860013157,,,3,4.996288600144908,,,,,,,,,,,,,,,,,,,,,195.62297939998098,201.63291830010712,Buch,kurz,"['Buch', 'kurz']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz']",3,4.996288600144908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,201.6423796999734,,,,,,,,,,,,201.63345440011472,202.12437020009384,,,2,2.493725199950859,,,,,,,,,,,,,,,,,,,,,202.12438020016998,208.13027209998108,Kamera,groß,"['Kamera', 'groß']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß']",2,2.493725199950859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,208.1397394000087,,,,,,,,,,,,208.1308073999826,208.62163230008446,,,2,3.613021200057119,,,,,,,,,,,,,,,,,,,,,208.62164260004647,214.63179790019058,Fahrrad,glänzend,"['Fahrrad', 'glänzend']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend']",2,3.613021200057119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,214.64127650018781,,,,,,,,,,,,214.63233639998361,215.12333040009253,,,3,2.9598958999849856,,,,,,,,,,,,,,,,,,,,,215.12334050005302,221.12926060007885,Kiste,rustikal,"['Kiste', 'rustikal']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal']",3,2.9598958999849856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,221.13870110013522,,,,,,,,,,,,221.129772500135,221.62082800013013,,,1,3.142046900000423,,,,,,,,,,,,,,,,,,,,,221.62083879997954,227.62137720012106,Brille,robust,"['Brille', 'robust']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal', 'robust']",1,3.142046900000423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,227.63078080001287,,,,,,,,,,,,227.62190380017273,228.1129972001072,,,3,3.441275699995458,,,,,,,,,,,,,,,,,,,,,228.11300700018182,234.1162021001801,Eimer,nass,"['Eimer', 'nass']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal', 'robust', 'nass']",3,3.441275699995458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,234.12567590014078,,,,,,,,,,,,234.1167296001222,234.6077831001021,,,3,1.8671946001704782,,,,,,,,,,,,,,,,,,,,,234.60779400006868,240.61728580016643,Rucksack,elegant,"['Rucksack', 'elegant']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal', 'robust', 'nass', 'elegant']",3,1.8671946001704782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,240.62680700002238,,,,,,,,,,,,240.6178206000477,241.10872350004502,,,2,2.149387199897319,,,,,,,,,,,,,,,,,,,,,241.10873410012573,247.1123677000869,Geige,kaputt,"['Geige', 'kaputt']",restudy,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal', 'robust', 'nass', 'elegant', 'kaputt']",2,2.149387199897319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,247.12179890018888,,,,,,,,,,,,247.1128841000609,247.60384360002354,,,3,2.423097599996254,,,,,,,,,,,,,,,,,,,,,247.60385420010425,253.61069590016268,Kette,praktisch,"['Kette', 'praktisch']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal', 'robust', 'nass', 'elegant', 'kaputt', 'praktisch']",3,2.423097599996254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,253.6201613000594,,,,,,,,,,,,253.61126610008068,254.10223400010727,,,1,2.100735899992287,,,,,,,,,,,,,,,,,,,,,254.10224390006624,260.10521870013326,Schere,blass,"['Schere', 'blass']",test_sub,2,"['Ring', 'Tasse', 'Tasche', 'Würfel', 'Schlüssel', 'Hut', 'Trommel', 'Vase', 'Socke', 'Löffel', 'Bürste', 'Hammer', 'Telefon', 'Stift', 'Jacke', 'Uhr', 'Blume', 'Lampe', 'Flasche', 'Kerze', 'Buch', 'Kamera', 'Fahrrad', 'Kiste', 'Brille', 'Eimer', 'Rucksack', 'Geige', 'Kette', 'Schere']","['glatt', 'matt', 'zart', 'verspielt', 'teuer', 'hübsch', 'schlicht', 'kratzig', 'winzig', 'hohl', 'nachhaltig', 'biegsam', 'flach', 'flauschig', 'sauber', 'hässlich', 'sportlich', 'durchsichtig', 'dunkel', 'neu', 'kurz', 'groß', 'glänzend', 'rustikal', 'robust', 'nass', 'elegant', 'kaputt', 'praktisch', 'blass']",1,2.100735899992287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,260.11470780009404,,,,,,,,,,,,260.1060830000788,260.5970468001906,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Telefon,flach,"['Telefon', 'flach']",restudy,2,,,,,,260.1060062001925,260.10605489998125,"['Telefon', 'Kiste', 'Ring', 'Flasche', 'Blume', 'Trommel', 'Eimer', 'Fahrrad', 'Buch', 'Tasche', 'Socke', 'Kerze', 'Rucksack', 'Tasse', 'Schlüssel', 'Lampe', 'Vase', 'Brille', 'Hut', 'Hammer', 'Stift', 'Kamera', 'Kette', 'Schere', 'Würfel', 'Bürste', 'Geige', 'Jacke', 'Uhr', 'Löffel']",260.5970581001602,260.5998788001016,None,260.6000634999946,266.6080969001632,None,266.6083093001507,266.61105659999885,None,266.61122269998305,266.6124099001754,266.6124224001542,266.6135674000252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,266.6176033001393,,,,,,,,,,,,266.6138596001547,267.1097002001479,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Kiste,rustikal,"['Kiste', 'rustikal']",restudy,2,,,,,,266.6137944001239,266.61383280018345,"['Telefon', 'Kiste', 'Ring', 'Flasche', 'Blume', 'Trommel', 'Eimer', 'Fahrrad', 'Buch', 'Tasche', 'Socke', 'Kerze', 'Rucksack', 'Tasse', 'Schlüssel', 'Lampe', 'Vase', 'Brille', 'Hut', 'Hammer', 'Stift', 'Kamera', 'Kette', 'Schere', 'Würfel', 'Bürste', 'Geige', 'Jacke', 'Uhr', 'Löffel']",267.1097105999943,267.1124239000492,None,267.11254660016857,273.12059250008315,3,273.12150970008224,273.1241636001505,None,273.124274100177,273.1254018000327,273.1254135000054,273.1266024999786,2.2748604000080377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,273.130106800003,,,,,,,,,,,,273.126879400108,273.62203670013696,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Ring,glatt,"['Ring', 'glatt']",restudy,2,,,,,,273.12681620009243,273.1268528001383,"['Telefon', 'Kiste', 'Ring', 'Flasche', 'Blume', 'Trommel', 'Eimer', 'Fahrrad', 'Buch', 'Tasche', 'Socke', 'Kerze', 'Rucksack', 'Tasse', 'Schlüssel', 'Lampe', 'Vase', 'Brille', 'Hut', 'Hammer', 'Stift', 'Kamera', 'Kette', 'Schere', 'Würfel', 'Bürste', 'Geige', 'Jacke', 'Uhr', 'Löffel']",273.6220476999879,273.62480720016174,None,273.624931700062,279.6284569001291,2,279.62875790009275,279.6312752000522,None,279.63138859998435,279.63243050011806,279.6324422999751,279.6335792001337,2.5225279999431223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,279.63792690006085,,,,,,,,,,,,279.6338620001916,280.1300869002007,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Flasche,dunkel,"['Flasche', 'dunkel']",test_sub,2,,,,,,279.63379640015773,279.633834999986,"['Telefon', 'Kiste', 'Ring', 'Flasche', 'Blume', 'Trommel', 'Eimer', 'Fahrrad', 'Buch', 'Tasche', 'Socke', 'Kerze', 'Rucksack', 'Tasse', 'Schlüssel', 'Lampe', 'Vase', 'Brille', 'Hut', 'Hammer', 'Stift', 'Kamera', 'Kette', 'Schere', 'Würfel', 'Bürste', 'Geige', 'Jacke', 'Uhr', 'Löffel']",280.1300975000486,280.13290040008724,None,280.1330254999921,280.1344707000535,None,280.13458130019717,280.1360261000227,None,280.1361354000401,280.13730830000713,280.1373209001031,286.1414260000456,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,286.1512602001894,,,,,,,,,,,,286.14170510019176,286.6332547001075,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Blume,sportlich,"['Blume', 'sportlich']",restudy,2,,,,,,286.1416408000514,286.141676899977,"['Telefon', 'Kiste', 'Ring', 'Flasche', 'Blume', 'Trommel', 'Eimer', 'Fahrrad', 'Buch', 'Tasche', 'Socke', 'Kerze', 'Rucksack', 'Tasse', 'Schlüssel', 'Lampe', 'Vase', 'Brille', 'Hut', 'Hammer', 'Stift', 'Kamera', 'Kette', 'Schere', 'Würfel', 'Bürste', 'Geige', 'Jacke', 'Uhr', 'Löffel']",286.63326620007865,286.63597120018676,None,286.6360985999927,292.64455490000546,1,292.6448482000269,292.6478194000665,None,292.64793620002456,292.6491084001027,292.6491201000754,292.6503165999893,3.375087399967015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,292.6540467001032,,,,,,,,,,,,292.6505987001583,293.14610090013593,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Trommel,schlicht,"['Trommel', 'schlicht']",test_sub,2,,,,,,292.65053440001793,292.65057220007293,"['Telefon', 'Kiste', 'Ring', 'Flasche', 'Blume', 'Trommel', 'Eimer', 'Fahrrad', 'Buch', 'Tasche', 'Socke', 'Kerze', 'Rucksack', 'Tasse', 'Schlüssel', 'Lampe', 'Vase', 'Brille', 'Hut', 'Hammer', 'Stift', 'Kamera', 'Kette', 'Schere', 'Würfel', 'Bürste', 'Geige', 'Jacke', 'Uhr', 'Löffel']",293.1461114999838,293.1488720001653,None,293.1489964001812,293.15045910002664,None,293.15057240007445,293.15203240001574,None,293.15214160014875,293.15333510003984,293.15334750013426,299.15711740008555,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.40.104,watkins1,2023.2.3,99.73231864768132,83,2024-01-10 13h41.04.132301 +0000,
