Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,123.54377060011029,,,,,,,,,,123.53484310000204,124.0260362001136,,,1,2.5048571000806987,,,,,,,,,,,,,,,,,,,,,124.02604679996148,130.03333500004373,Hammer,hohl,"['Hammer', 'hohl']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl']",1,2.5048571000806987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,130.0429104999639,,,,,,,,,,130.0338453000877,130.52493169996887,,,2,2.662202099803835,,,,,,,,,,,,,,,,,,,,,130.52494270005263,136.53481200011447,Kerze,niedlich,"['Kerze', 'niedlich']",test_adj,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich']",2,2.662202099803835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,136.54424159997143,,,,,,,,,,136.5353220999241,137.02637799992226,,,2,3.577254200121388,,,,,,,,,,,,,,,,,,,,,137.02638940000907,143.03688629996032,Hut,kratzig,"['Hut', 'kratzig']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig']",2,3.577254200121388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,143.04628799995407,,,,,,,,,,143.0374290999025,143.52843310008757,,,1,4.002950299996883,,,,,,,,,,,,,,,,,,,,,143.52844469994307,149.53399750008248,Schere,hübsch,"['Schere', 'hübsch']",test_adj,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch']",1,4.002950299996883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,149.54347319994122,,,,,,,,,,149.53451919998042,150.02543070004322,,,1,2.9142595999874175,,,,,,,,,,,,,,,,,,,,,150.0254416000098,156.02802530000918,Kiste,kalt,"['Kiste', 'kalt']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt']",1,2.9142595999874175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,156.03758449992165,,,,,,,,,,156.02853889996186,156.51955249998719,,,1,2.0828980000223964,,,,,,,,,,,,,,,,,,,,,156.51956350007094,162.52747679990716,Socke,glänzend,"['Socke', 'glänzend']",test_adj,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend']",1,2.0828980000223964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,162.5368512000423,,,,,,,,,,162.52800270006992,163.01898130006157,,,2,4.791458500083536,,,,,,,,,,,,,,,,,,,,,163.01899209991097,169.01986559992656,Jacke,lustig,"['Jacke', 'lustig']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig']",2,4.791458500083536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,169.0293715998996,,,,,,,,,,169.02039379999042,169.51171780005097,,,1,2.1631175999064,,,,,,,,,,,,,,,,,,,,,169.51172859990038,175.52135760011151,Würfel,neu,"['Würfel', 'neu']",test_adj,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig', 'neu']",1,2.1631175999064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,175.53089760011062,,,,,,,,,,175.5218700999394,176.0129511000123,,,3,1.6386049999855459,,,,,,,,,,,,,,,,,,,,,176.01296119997278,182.02216619998217,Stift,praktisch,"['Stift', 'praktisch']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig', 'neu', 'praktisch']",3,1.6386049999855459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,182.03164279996417,,,,,,,,,,182.02269880007952,182.51364360004663,,,1,2.9366750000044703,,,,,,,,,,,,,,,,,,,,,182.513653999893,188.51496000005864,Rucksack,flauschig,"['Rucksack', 'flauschig']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig', 'neu', 'praktisch', 'flauschig']",1,2.9366750000044703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,188.5244326000102,,,,,,,,,,188.5154812000692,189.00659230002202,,,1,4.020997599931434,,,,,,,,,,,,,,,,,,,,,189.0066023999825,195.0147001000587,Kamera,krumm,"['Kamera', 'krumm']",test_adj,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig', 'neu', 'praktisch', 'flauschig', 'krumm']",1,4.020997599931434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,195.0242641000077,,,,,,,,,,195.01522570010275,195.50630320003256,,,2,1.6972572000231594,,,,,,,,,,,,,,,,,,,,,195.5063151998911,201.5148887000978,Tasse,dick,"['Tasse', 'dick']",restudy,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig', 'neu', 'praktisch', 'flauschig', 'krumm', 'dick']",2,1.6972572000231594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,201.52437389991246,,,,,,,,,,201.5154236999806,202.00631100009196,,,2,4.444547699997202,,,,,,,,,,,,,,,,,,,,,202.00632190005854,208.01637819991447,Flasche,hässlich,"['Flasche', 'hässlich']",test_adj,3,"['Kette', 'Blume', 'Schlüssel', 'Telefon', 'Bürste', 'Lampe', 'Hammer', 'Kerze', 'Hut', 'Schere', 'Kiste', 'Socke', 'Jacke', 'Würfel', 'Stift', 'Rucksack', 'Kamera', 'Tasse', 'Flasche', 'Tasche', 'Ring', 'Uhr', 'Geige', 'Fahrrad', 'Vase', 'Brille', 'Buch', 'Löffel', 'Eimer', 'Trommel']","['breit', 'schwer', 'verspielt', 'rustikal', 'winzig', 'kurz', 'hohl', 'niedlich', 'kratzig', 'hübsch', 'kalt', 'glänzend', 'lustig', 'neu', 'praktisch', 'flauschig', 'krumm', 'dick', 'hässlich']",2,4.444547699997202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-07_11h21.28.175,watkins1,2023.2.3,99.69115667321284,53,2023-12-07 11h21.40.590460 +0000,
