Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11858880007639527,0.11865620012395084,0.11866470007225871,9.96901290002279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96906190016307,43.091968200169504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,44.10836430010386,,,,,,,,43.091985900187865,44.09841400012374,50.60069110011682,51.092403100105,44.59017590014264,50.60052470001392,2,3.243391300085932,None,51.092414300190285,57.096307900035754,2,3.243391300085932,None,57.096598900156096,57.58780900016427,57.58781950012781,63.59200650011189,vergnügt,None,None,63.59223070018925,63.5922538000159,63.5922608000692,63.59234350011684,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.59246430010535,70.84483309998177,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,71.85773520008661,,,,,,,,70.84484970010817,71.84778160019778,71.84824780002236,72.34001960000023,,,1,3.6006429998669773,,,,,,,,,,,,,,,,,,,,,72.34003000007942,78.34772970015183,Schlüssel,matt,"['Schlüssel', 'matt']",restudy,3,"['Schlüssel', 'Kiste', 'Lampe', 'Hammer', 'Würfel', 'Fahrrad', 'Tasse', 'Socke', 'Vase', 'Jacke', 'Bürste', 'Rucksack', 'Flasche', 'Telefon', 'Brille', 'Stift', 'Blume', 'Löffel', 'Eimer', 'Tasche', 'Hut', 'Kerze', 'Trommel', 'Schere', 'Geige', 'Uhr', 'Kamera', 'Buch', 'Kette', 'Ring']",['matt'],1,3.6006429998669773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,78.35715609998442,,,,,,,,,,78.3483921000734,78.83908820012584,,,1,1.3983803000301123,,,,,,,,,,,,,,,,,,,,,78.83909870008938,84.84423690009862,Kiste,niedlich,"['Kiste', 'niedlich']",test_adj,3,"['Schlüssel', 'Kiste', 'Lampe', 'Hammer', 'Würfel', 'Fahrrad', 'Tasse', 'Socke', 'Vase', 'Jacke', 'Bürste', 'Rucksack', 'Flasche', 'Telefon', 'Brille', 'Stift', 'Blume', 'Löffel', 'Eimer', 'Tasche', 'Hut', 'Kerze', 'Trommel', 'Schere', 'Geige', 'Uhr', 'Kamera', 'Buch', 'Kette', 'Ring']","['matt', 'niedlich']",1,1.3983803000301123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,84.85366690019146,,,,,,,,,,84.84477040008642,85.3355256000068,,,1,1.4539778002072126,,,,,,,,,,,,,,,,,,,,,85.33553560008295,91.33953600004315,Lampe,zart,"['Lampe', 'zart']",restudy,3,"['Schlüssel', 'Kiste', 'Lampe', 'Hammer', 'Würfel', 'Fahrrad', 'Tasse', 'Socke', 'Vase', 'Jacke', 'Bürste', 'Rucksack', 'Flasche', 'Telefon', 'Brille', 'Stift', 'Blume', 'Löffel', 'Eimer', 'Tasche', 'Hut', 'Kerze', 'Trommel', 'Schere', 'Geige', 'Uhr', 'Kamera', 'Buch', 'Kette', 'Ring']","['matt', 'niedlich', 'zart']",1,1.4539778002072126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,91.34886380005628,,,,,,,,,,91.34009340009652,91.8311881001573,,,2,2.5819039000198245,,,,,,,,,,,,,,,,,,,,,91.83119950001128,97.84020720003173,Hammer,hässlich,"['Hammer', 'hässlich']",restudy,3,"['Schlüssel', 'Kiste', 'Lampe', 'Hammer', 'Würfel', 'Fahrrad', 'Tasse', 'Socke', 'Vase', 'Jacke', 'Bürste', 'Rucksack', 'Flasche', 'Telefon', 'Brille', 'Stift', 'Blume', 'Löffel', 'Eimer', 'Tasche', 'Hut', 'Kerze', 'Trommel', 'Schere', 'Geige', 'Uhr', 'Kamera', 'Buch', 'Kette', 'Ring']","['matt', 'niedlich', 'zart', 'hässlich']",2,2.5819039000198245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,97.84936740016565,,,,,,,,,,97.84081590012647,98.33284709998406,,,2,1.3828149000182748,,,,,,,,,,,,,,,,,,,,,98.33285890007392,104.33409120002761,Würfel,glänzend,"['Würfel', 'glänzend']",restudy,3,"['Schlüssel', 'Kiste', 'Lampe', 'Hammer', 'Würfel', 'Fahrrad', 'Tasse', 'Socke', 'Vase', 'Jacke', 'Bürste', 'Rucksack', 'Flasche', 'Telefon', 'Brille', 'Stift', 'Blume', 'Löffel', 'Eimer', 'Tasche', 'Hut', 'Kerze', 'Trommel', 'Schere', 'Geige', 'Uhr', 'Kamera', 'Buch', 'Kette', 'Ring']","['matt', 'niedlich', 'zart', 'hässlich', 'glänzend']",2,1.3828149000182748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,104.34350990015082,,,,,,,,,,104.33463260019198,104.82554700016044,,,2,2.139962999848649,,,,,,,,,,,,,,,,,,,,,104.82555750012398,110.8354136000853,Fahrrad,rustikal,"['Fahrrad', 'rustikal']",test_adj,3,"['Schlüssel', 'Kiste', 'Lampe', 'Hammer', 'Würfel', 'Fahrrad', 'Tasse', 'Socke', 'Vase', 'Jacke', 'Bürste', 'Rucksack', 'Flasche', 'Telefon', 'Brille', 'Stift', 'Blume', 'Löffel', 'Eimer', 'Tasche', 'Hut', 'Kerze', 'Trommel', 'Schere', 'Geige', 'Uhr', 'Kamera', 'Buch', 'Kette', 'Ring']","['matt', 'niedlich', 'zart', 'hässlich', 'glänzend', 'rustikal']",2,2.139962999848649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_11h18.34.457,watkins1,2023.2.3,99.73361160809621,102,2024-01-30 11h18.40.997836 +0000,
