Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Vase', 'Stift', 'Tasche', 'Jacke', 'Lampe', 'Tasse', 'Rucksack', 'Hut', 'Bürste', 'Telefon', 'Socke', 'Löffel', 'Eimer', 'Uhr', 'Ring']","['Geige', 'Hammer', 'Blume', 'Würfel', 'Schere', 'Kette', 'Kamera', 'Kerze', 'Schlüssel', 'Trommel', 'Kiste', 'Brille', 'Fahrrad', 'Flasche', 'Buch']",0.11400189995765686,0.11409960000310093,0.11410799995064735,3.522243299987167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5222950000315905,42.89476269995794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,43.908745200023986,,,,,,,,,,42.89477999997325,43.89876280003227,50.39221229997929,50.88338650006335,44.390809900010936,50.39203230000567,3,4.092829199973494,None,50.88339770003222,56.8859048000304,3,4.092829199973494,None,56.886202099965885,56.88622750004288,56.886234499979764,56.886318400036544,,1.9230450000613928,3.3891856999835,56.88647959998343,57.37742270005401,57.377434900030494,63.38335789996199,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.38351640000474,68.14436599996407,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,69.15800209995359,,,,,,,,,,68.14438179996796,69.14801799994893,69.14848189998884,69.63995500002056,,,3,4.422050100052729,,,,,,,,,,,,,,,,,,,,,69.63996609998867,75.64114379999228,Ring,kalt,"['Ring', 'kalt']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']",['kalt'],3,4.422050100052729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,75.65055959997699,,,,,,,,,,,,75.64179949997924,76.13270009995904,,,1,2.994328200002201,,,,,,,,,,,,,,,,,,,,,76.1327111000428,82.13663009996526,Vase,biegsam,"['Vase', 'biegsam']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam']",1,2.994328200002201,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,82.1461117999861,,,,,,,,,,,,82.13716299994849,82.62811749998946,,,2,3.178978299954906,,,,,,,,,,,,,,,,,,,,,82.62812859995756,88.63383189996239,Kamera,schlicht,"['Kamera', 'schlicht']",test_sub,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht']",2,3.178978299954906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,88.64328580000438,,,,,,,,,,,,88.63436430005822,89.1253410000354,,,1,3.1449970999965444,,,,,,,,,,,,,,,,,,,,,89.12535230000503,95.13236140005756,Telefon,verspielt,"['Telefon', 'verspielt']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt']",1,3.1449970999965444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,95.1417572000064,,,,,,,,,,,,95.13299119996373,95.623850199976,,,1,2.7681694000493735,,,,,,,,,,,,,,,,,,,,,95.62386100005824,101.62620209995657,Lampe,hohl,"['Lampe', 'hohl']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl']",1,2.7681694000493735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,101.63567200000398,,,,,,,,,,,,101.62672990001738,102.11804860003758,,,2,1.4651563999941573,,,,,,,,,,,,,,,,,,,,,102.11806000000797,108.12402620003559,Tasche,glänzend,"['Tasche', 'glänzend']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend']",2,1.4651563999941573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,108.13339970004745,,,,,,,,,,,,108.12455429998226,108.6154631000245,,,3,1.9680320000043139,,,,,,,,,,,,,,,,,,,,,108.61547459999565,114.62502409995068,Bürste,gut,"['Bürste', 'gut']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend', 'gut']",3,1.9680320000043139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,114.6344434999628,,,,,,,,,,,,114.62554819998331,115.11703039996792,,,1,4.916036900016479,,,,,,,,,,,,,,,,,,,,,115.11704150005244,121.12760060001165,Buch,rustikal,"['Buch', 'rustikal']",test_sub,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend', 'gut', 'rustikal']",1,4.916036900016479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,121.13696979999077,,,,,,,,,,,,121.12812949996442,121.61901889997534,,,1,3.6926088000182062,,,,,,,,,,,,,,,,,,,,,121.61903069994878,127.62178619997576,Fahrrad,lang,"['Fahrrad', 'lang']",test_sub,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend', 'gut', 'rustikal', 'lang']",1,3.6926088000182062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,127.63115519995335,,,,,,,,,,,,127.622313400032,128.11323899996933,,,1,3.990531299961731,,,,,,,,,,,,,,,,,,,,,128.11324980005156,134.12383940001018,Würfel,dick,"['Würfel', 'dick']",test_sub,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend', 'gut', 'rustikal', 'lang', 'dick']",1,3.990531299961731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,134.13318010000512,,,,,,,,,,,,134.12437510001473,134.61553309997544,,,3,3.8010301999747753,,,,,,,,,,,,,,,,,,,,,134.61554370005615,140.6191070000641,Brille,teuer,"['Brille', 'teuer']",test_sub,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend', 'gut', 'rustikal', 'lang', 'dick', 'teuer']",3,3.8010301999747753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,140.6285248999484,,,,,,,,,,,,140.6196321999887,141.11049380002078,,,2,3.0731341999489814,,,,,,,,,,,,,,,,,,,,,141.11050469998736,147.1156957000494,Eimer,breit,"['Eimer', 'breit']",restudy,2,"['Ring', 'Vase', 'Kamera', 'Telefon', 'Lampe', 'Tasche', 'Bürste', 'Buch', 'Fahrrad', 'Würfel', 'Brille', 'Eimer', 'Geige', 'Rucksack', 'Schlüssel', 'Schere', 'Kette', 'Kiste', 'Jacke', 'Trommel', 'Kerze', 'Stift', 'Blume', 'Löffel', 'Tasse', 'Socke', 'Hut', 'Hammer', 'Flasche', 'Uhr']","['kalt', 'biegsam', 'schlicht', 'verspielt', 'hohl', 'glänzend', 'gut', 'rustikal', 'lang', 'dick', 'teuer', 'breit']",2,3.0731341999489814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-21_13h01.41.244,watkins1,2023.2.3,99.76156979795192,74,2023-12-21 13h02.10.344991 +0000,
