Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12246330000925809,0.12252999999327585,0.12253829999826849,2.92832870001439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.928376100026071,22.31190199998673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,23.325354299973696,,,,,,,,22.311917199986055,23.315271799976472,29.81538200000068,30.306700600020122,23.807511600025464,29.815211099979933,3,2.9677565000019968,None,30.306710899982136,36.31423229997745,3,2.9677565000019968,None,36.31453049997799,36.805662199971266,36.80567319999682,42.810227199981455,vergnügt,None,None,42.810446300019976,42.81046880001668,42.810475900012534,42.81055940000806,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.81067570002051,45.38143329997547,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,46.39511909999419,,,,,,,,45.38144909997936,46.385089999996126,46.38555740000447,46.877117299998645,,,1,2.1439537999685854,,,,,,,,,,,,,,,,,,,,,46.87712740001734,52.88180350000039,Geige,klobig,"['Geige', 'klobig']",test_adj,3,"['Geige', 'Uhr', 'Flasche', 'Bürste', 'Kamera', 'Telefon', 'Würfel', 'Vase', 'Hammer', 'Eimer', 'Hut', 'Stift', 'Jacke', 'Blume', 'Buch', 'Tasse', 'Rucksack', 'Tasche', 'Socke', 'Fahrrad', 'Kerze', 'Kette', 'Lampe', 'Kiste', 'Schlüssel', 'Trommel', 'Löffel', 'Schere', 'Brille', 'Ring']",['klobig'],1,2.1439537999685854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,52.89131969999289,,,,,,,,,,52.88245919998735,53.3732805000036,,,1,1.1377763000200503,,,,,,,,,,,,,,,,,,,,,53.37329070002306,59.37381159997312,Uhr,lang,"['Uhr', 'lang']",restudy,3,"['Geige', 'Uhr', 'Flasche', 'Bürste', 'Kamera', 'Telefon', 'Würfel', 'Vase', 'Hammer', 'Eimer', 'Hut', 'Stift', 'Jacke', 'Blume', 'Buch', 'Tasse', 'Rucksack', 'Tasche', 'Socke', 'Fahrrad', 'Kerze', 'Kette', 'Lampe', 'Kiste', 'Schlüssel', 'Trommel', 'Löffel', 'Schere', 'Brille', 'Ring']","['klobig', 'lang']",1,1.1377763000200503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,59.38325040001655,,,,,,,,,,59.374342099996284,59.865271600021515,,,1,1.4058157000108622,,,,,,,,,,,,,,,,,,,,,59.86528189998353,65.86775460001081,Flasche,strahlend,"['Flasche', 'strahlend']",restudy,3,"['Geige', 'Uhr', 'Flasche', 'Bürste', 'Kamera', 'Telefon', 'Würfel', 'Vase', 'Hammer', 'Eimer', 'Hut', 'Stift', 'Jacke', 'Blume', 'Buch', 'Tasse', 'Rucksack', 'Tasche', 'Socke', 'Fahrrad', 'Kerze', 'Kette', 'Lampe', 'Kiste', 'Schlüssel', 'Trommel', 'Löffel', 'Schere', 'Brille', 'Ring']","['klobig', 'lang', 'strahlend']",1,1.4058157000108622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,65.8772504000226,,,,,,,,,,65.86828479997348,66.3591494000284,,,1,1.2723131999955513,,,,,,,,,,,,,,,,,,,,,66.35915939998813,72.36941879999358,Bürste,hohl,"['Bürste', 'hohl']",test_adj,3,"['Geige', 'Uhr', 'Flasche', 'Bürste', 'Kamera', 'Telefon', 'Würfel', 'Vase', 'Hammer', 'Eimer', 'Hut', 'Stift', 'Jacke', 'Blume', 'Buch', 'Tasse', 'Rucksack', 'Tasche', 'Socke', 'Fahrrad', 'Kerze', 'Kette', 'Lampe', 'Kiste', 'Schlüssel', 'Trommel', 'Löffel', 'Schere', 'Brille', 'Ring']","['klobig', 'lang', 'strahlend', 'hohl']",1,1.2723131999955513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,72.37878809997346,,,,,,,,,,72.36995520000346,72.86111419997178,,,1,3.5618368000141345,,,,,,,,,,,,,,,,,,,,,72.86112489999505,78.86623340001097,Kamera,lustig,"['Kamera', 'lustig']",test_adj,3,"['Geige', 'Uhr', 'Flasche', 'Bürste', 'Kamera', 'Telefon', 'Würfel', 'Vase', 'Hammer', 'Eimer', 'Hut', 'Stift', 'Jacke', 'Blume', 'Buch', 'Tasse', 'Rucksack', 'Tasche', 'Socke', 'Fahrrad', 'Kerze', 'Kette', 'Lampe', 'Kiste', 'Schlüssel', 'Trommel', 'Löffel', 'Schere', 'Brille', 'Ring']","['klobig', 'lang', 'strahlend', 'hohl', 'lustig']",1,3.5618368000141345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,78.87570059997961,,,,,,,,,,78.86676210002042,79.35776089999126,,,1,1.6573865999816917,,,,,,,,,,,,,,,,,,,,,79.35777040000539,85.35862269997597,Telefon,niedlich,"['Telefon', 'niedlich']",restudy,3,"['Geige', 'Uhr', 'Flasche', 'Bürste', 'Kamera', 'Telefon', 'Würfel', 'Vase', 'Hammer', 'Eimer', 'Hut', 'Stift', 'Jacke', 'Blume', 'Buch', 'Tasse', 'Rucksack', 'Tasche', 'Socke', 'Fahrrad', 'Kerze', 'Kette', 'Lampe', 'Kiste', 'Schlüssel', 'Trommel', 'Löffel', 'Schere', 'Brille', 'Ring']","['klobig', 'lang', 'strahlend', 'hohl', 'lustig', 'niedlich']",1,1.6573865999816917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-18_12h35.52.743,watkins1,2023.2.3,99.72038402688922,69,2023-12-18 12h36.07.391231 +0000,
