Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Vase', 'Trommel', 'Hammer', 'Löffel', 'Blume', 'Schere', 'Tasse', 'Fahrrad', 'Tasche', 'Buch', 'Lampe', 'Ring', 'Eimer', 'Kiste', 'Flasche']","['Geige', 'Kerze', 'Schlüssel', 'Kamera', 'Telefon', 'Socke', 'Hut', 'Brille', 'Stift', 'Jacke', 'Rucksack', 'Kette', 'Bürste', 'Würfel', 'Uhr']",0.11792040010914207,0.11799040017649531,0.11799880024045706,5.995041100308299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99509060010314,38.5334950000979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,39.548130200244486,,,,,,,,,,38.533511999994516,39.538056100253016,46.03714939998463,46.52841570042074,40.02984640002251,46.03697800030932,2,2.2896829997189343,None,46.52842650003731,52.531497000250965,2,2.2896829997189343,None,52.531787500251085,52.53181490022689,52.53182200016454,52.53190350020304,,1.6566604999825358,None,52.532403600402176,53.023103600367904,53.023114500101656,59.02811249997467,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.02827000012621,65.05318130040541,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,66.06694700010121,,,,,,,,,,65.05319900019094,66.05696259997785,66.05741650005803,66.5489382003434,,,3,2.552898199763149,,,,,,,,,,,,,,,,,,,,,66.5489487000741,72.55188939999789,Tasse,nass,"['Tasse', 'nass']",restudy,2,"['Tasse', 'Lampe', 'Trommel', 'Socke', 'Kette', 'Löffel', 'Blume', 'Eimer', 'Fahrrad', 'Brille', 'Kamera', 'Ring', 'Buch', 'Schere', 'Kiste', 'Tasche', 'Stift', 'Jacke', 'Hammer', 'Telefon', 'Geige', 'Rucksack', 'Vase', 'Schlüssel', 'Bürste', 'Uhr', 'Würfel', 'Hut', 'Flasche', 'Kerze']",['nass'],3,2.552898199763149,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,72.56147260032594,,,,,,,,,,,,72.55255230003968,73.04350060038269,,,1,1.890069699846208,,,,,,,,,,,,,,,,,,,,,73.04351059999317,79.04751490009949,Lampe,kratzig,"['Lampe', 'kratzig']",restudy,2,"['Tasse', 'Lampe', 'Trommel', 'Socke', 'Kette', 'Löffel', 'Blume', 'Eimer', 'Fahrrad', 'Brille', 'Kamera', 'Ring', 'Buch', 'Schere', 'Kiste', 'Tasche', 'Stift', 'Jacke', 'Hammer', 'Telefon', 'Geige', 'Rucksack', 'Vase', 'Schlüssel', 'Bürste', 'Uhr', 'Würfel', 'Hut', 'Flasche', 'Kerze']","['nass', 'kratzig']",1,1.890069699846208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,79.05698680039495,,,,,,,,,,,,79.04803680023178,79.53910880023614,,,1,1.8756909002549946,,,,,,,,,,,,,,,,,,,,,79.53912750026211,85.54256890015677,Trommel,biegsam,"['Trommel', 'biegsam']",restudy,2,"['Tasse', 'Lampe', 'Trommel', 'Socke', 'Kette', 'Löffel', 'Blume', 'Eimer', 'Fahrrad', 'Brille', 'Kamera', 'Ring', 'Buch', 'Schere', 'Kiste', 'Tasche', 'Stift', 'Jacke', 'Hammer', 'Telefon', 'Geige', 'Rucksack', 'Vase', 'Schlüssel', 'Bürste', 'Uhr', 'Würfel', 'Hut', 'Flasche', 'Kerze']","['nass', 'kratzig', 'biegsam']",1,1.8756909002549946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,85.55203710030764,,,,,,,,,,,,85.54309489997104,86.03399360040203,,,1,1.6443147999234498,,,,,,,,,,,,,,,,,,,,,86.0340052000247,92.03941920027137,Socke,blass,"['Socke', 'blass']",test_sub,2,"['Tasse', 'Lampe', 'Trommel', 'Socke', 'Kette', 'Löffel', 'Blume', 'Eimer', 'Fahrrad', 'Brille', 'Kamera', 'Ring', 'Buch', 'Schere', 'Kiste', 'Tasche', 'Stift', 'Jacke', 'Hammer', 'Telefon', 'Geige', 'Rucksack', 'Vase', 'Schlüssel', 'Bürste', 'Uhr', 'Würfel', 'Hut', 'Flasche', 'Kerze']","['nass', 'kratzig', 'biegsam', 'blass']",1,1.6443147999234498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,92.04889550013468,,,,,,,,,,,,92.03995670005679,92.53079070011154,,,1,2.0195309999398887,,,,,,,,,,,,,,,,,,,,,92.530802000314,98.53378370031714,Kette,dunkel,"['Kette', 'dunkel']",test_sub,2,"['Tasse', 'Lampe', 'Trommel', 'Socke', 'Kette', 'Löffel', 'Blume', 'Eimer', 'Fahrrad', 'Brille', 'Kamera', 'Ring', 'Buch', 'Schere', 'Kiste', 'Tasche', 'Stift', 'Jacke', 'Hammer', 'Telefon', 'Geige', 'Rucksack', 'Vase', 'Schlüssel', 'Bürste', 'Uhr', 'Würfel', 'Hut', 'Flasche', 'Kerze']","['nass', 'kratzig', 'biegsam', 'blass', 'dunkel']",1,2.0195309999398887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,98.54320760024711,,,,,,,,,,,,98.5343255000189,99.02539130020887,,,2,2.093109400011599,,,,,,,,,,,,,,,,,,,,,99.02540200017393,105.02783989999443,Löffel,kurz,"['Löffel', 'kurz']",restudy,2,"['Tasse', 'Lampe', 'Trommel', 'Socke', 'Kette', 'Löffel', 'Blume', 'Eimer', 'Fahrrad', 'Brille', 'Kamera', 'Ring', 'Buch', 'Schere', 'Kiste', 'Tasche', 'Stift', 'Jacke', 'Hammer', 'Telefon', 'Geige', 'Rucksack', 'Vase', 'Schlüssel', 'Bürste', 'Uhr', 'Würfel', 'Hut', 'Flasche', 'Kerze']","['nass', 'kratzig', 'biegsam', 'blass', 'dunkel', 'kurz']",2,2.093109400011599,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-12_08h36.14.010,watkins1,2023.2.3,99.71630705898762,60,2023-12-12 08h36.22.366032 +0000,
