Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Geige', 'Kamera', 'Kiste', 'Hut', 'Schere', 'Fahrrad', 'Tasse', 'Ring', 'Lampe', 'Stift', 'Würfel', 'Blume', 'Trommel', 'Löffel', 'Eimer']","['Schlüssel', 'Tasche', 'Jacke', 'Flasche', 'Hammer', 'Vase', 'Uhr', 'Kette', 'Buch', 'Telefon', 'Brille', 'Kerze', 'Bürste', 'Socke', 'Rucksack']",0.12763030035421252,0.127700200304389,0.127708800137043,5.89626710023731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.896314500365406,41.76584989996627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,42.78284110035747,,,,,,,,,,41.76586699998006,42.76921910000965,49.26941390009597,49.77103650011122,43.259628700092435,49.26924920035526,2,2.602600899990648,None,49.77104480005801,55.77055940032005,2,2.602600899990648,None,55.770853500347584,55.7708772001788,55.77088430011645,55.770964700262994,,1.8920400999486446,None,55.77112360019237,56.26605030009523,56.266061200294644,62.27022840036079,hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.27038720017299,67.46532860025764,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,68.48377110017464,,,,,,,,,,67.46534560015425,68.47032580012456,68.47081100009382,68.96031770016998,,,2,1.7132660998031497,,,,,,,,,,,,,,,,,,,,,68.960328000132,74.96783320000395,Ring,gut,"['Ring', 'gut']",restudy,2,"['Ring', 'Kamera', 'Uhr', 'Eimer', 'Kette', 'Bürste', 'Tasche', 'Tasse', 'Vase', 'Stift', 'Brille', 'Lampe', 'Blume', 'Kiste', 'Hut', 'Telefon', 'Kerze', 'Würfel', 'Rucksack', 'Socke', 'Geige', 'Flasche', 'Schere', 'Jacke', 'Trommel', 'Schlüssel', 'Fahrrad', 'Löffel', 'Buch', 'Hammer']",['gut'],2,1.7132660998031497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,74.9814315000549,,,,,,,,,,,,74.96847880026326,75.45823940029368,,,1,2.1597456000745296,,,,,,,,,,,,,,,,,,,,,75.45824990002438,81.46624930016696,Kamera,schlicht,"['Kamera', 'schlicht']",restudy,2,"['Ring', 'Kamera', 'Uhr', 'Eimer', 'Kette', 'Bürste', 'Tasche', 'Tasse', 'Vase', 'Stift', 'Brille', 'Lampe', 'Blume', 'Kiste', 'Hut', 'Telefon', 'Kerze', 'Würfel', 'Rucksack', 'Socke', 'Geige', 'Flasche', 'Schere', 'Jacke', 'Trommel', 'Schlüssel', 'Fahrrad', 'Löffel', 'Buch', 'Hammer']","['gut', 'schlicht']",1,2.1597456000745296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,81.47967929998413,,,,,,,,,,,,81.4667837000452,81.95729310018942,,,1,2.6133938999846578,,,,,,,,,,,,,,,,,,,,,81.9573028003797,87.96129080001265,Uhr,sauber,"['Uhr', 'sauber']",test_sub,2,"['Ring', 'Kamera', 'Uhr', 'Eimer', 'Kette', 'Bürste', 'Tasche', 'Tasse', 'Vase', 'Stift', 'Brille', 'Lampe', 'Blume', 'Kiste', 'Hut', 'Telefon', 'Kerze', 'Würfel', 'Rucksack', 'Socke', 'Geige', 'Flasche', 'Schere', 'Jacke', 'Trommel', 'Schlüssel', 'Fahrrad', 'Löffel', 'Buch', 'Hammer']","['gut', 'schlicht', 'sauber']",1,2.6133938999846578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,87.974844600074,,,,,,,,,,,,87.96180990012363,88.45807739999145,,,2,2.304852900095284,,,,,,,,,,,,,,,,,,,,,88.45808840030804,94.46858090022579,Eimer,nass,"['Eimer', 'nass']",restudy,2,"['Ring', 'Kamera', 'Uhr', 'Eimer', 'Kette', 'Bürste', 'Tasche', 'Tasse', 'Vase', 'Stift', 'Brille', 'Lampe', 'Blume', 'Kiste', 'Hut', 'Telefon', 'Kerze', 'Würfel', 'Rucksack', 'Socke', 'Geige', 'Flasche', 'Schere', 'Jacke', 'Trommel', 'Schlüssel', 'Fahrrad', 'Löffel', 'Buch', 'Hammer']","['gut', 'schlicht', 'sauber', 'nass']",2,2.304852900095284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,94.48207790032029,,,,,,,,,,,,94.46911990037188,94.96271700039506,,,1,1.7999897003173828,,,,,,,,,,,,,,,,,,,,,94.96272730035707,100.97022300027311,Kette,sportlich,"['Kette', 'sportlich']",test_sub,2,"['Ring', 'Kamera', 'Uhr', 'Eimer', 'Kette', 'Bürste', 'Tasche', 'Tasse', 'Vase', 'Stift', 'Brille', 'Lampe', 'Blume', 'Kiste', 'Hut', 'Telefon', 'Kerze', 'Würfel', 'Rucksack', 'Socke', 'Geige', 'Flasche', 'Schere', 'Jacke', 'Trommel', 'Schlüssel', 'Fahrrad', 'Löffel', 'Buch', 'Hammer']","['gut', 'schlicht', 'sauber', 'nass', 'sportlich']",1,1.7999897003173828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,100.98443690035492,,,,,,,,,,,,100.97074910020456,101.4622882003896,,,2,2.324251600075513,,,,,,,,,,,,,,,,,,,,,101.46229900000617,107.47779940022156,Bürste,strahlend,"['Bürste', 'strahlend']",test_sub,2,"['Ring', 'Kamera', 'Uhr', 'Eimer', 'Kette', 'Bürste', 'Tasche', 'Tasse', 'Vase', 'Stift', 'Brille', 'Lampe', 'Blume', 'Kiste', 'Hut', 'Telefon', 'Kerze', 'Würfel', 'Rucksack', 'Socke', 'Geige', 'Flasche', 'Schere', 'Jacke', 'Trommel', 'Schlüssel', 'Fahrrad', 'Löffel', 'Buch', 'Hammer']","['gut', 'schlicht', 'sauber', 'nass', 'sportlich', 'strahlend']",2,2.324251600075513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-16_09h36.54.720,watkins1,2023.2.3,99.7343080095865,87,2024-01-16 09h37.02.647917 +0000,
