Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,117.13898510020226,,,,,,,,,,117.13008460006677,117.62116640014574,,,3,2.2156436999794096,,,,,,,,,,,,,,,,,,,,,117.62117719999515,123.62337930011563,Tasche,gepunktet,"['Tasche', 'gepunktet']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet']",3,2.2156436999794096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,123.6327895000577,,,,,,,,,,123.62385890004225,124.11481559998356,,,3,1.3372774000745267,,,,,,,,,,,,,,,,,,,,,124.11482660006732,130.12180040008388,Uhr,hässlich,"['Uhr', 'hässlich']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich']",3,1.3372774000745267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,130.1313428999856,,,,,,,,,,130.12227630009875,130.61331280018203,,,3,3.7841423999052495,,,,,,,,,,,,,,,,,,,,,130.6133235001471,136.62373890005983,Kette,praktisch,"['Kette', 'praktisch']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch']",3,3.7841423999052495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,136.6331657001283,,,,,,,,,,136.62421130016446,137.1151907001622,,,2,4.945016900077462,,,,,,,,,,,,,,,,,,,,,137.1152015000116,143.11792060011066,Würfel,klobig,"['Würfel', 'klobig']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig']",2,4.945016900077462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,143.12735970015638,,,,,,,,,,143.1183981001377,143.60957640013658,,,3,1.514578799949959,,,,,,,,,,,,,,,,,,,,,143.60958719998598,149.61535460012965,Jacke,dunkel,"['Jacke', 'dunkel']",control,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel']",3,1.514578799949959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,149.62465570005588,,,,,,,,,,149.61582700000145,150.10669410019182,,,1,1.801897699944675,,,,,,,,,,,,,,,,,,,,,150.10670480015688,156.11034650006332,Geige,krumm,"['Geige', 'krumm']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm']",1,1.801897699944675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,156.11972930002958,,,,,,,,,,156.11081760004163,156.6018497000914,,,3,2.4104901999235153,,,,,,,,,,,,,,,,,,,,,156.60186050017364,162.60325430007651,Tasse,nachhaltig,"['Tasse', 'nachhaltig']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig']",3,2.4104901999235153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,162.61268989997916,,,,,,,,,,162.6037337000016,163.09470430016518,,,1,2.877291100099683,,,,,,,,,,,,,,,,,,,,,163.0947146001272,169.10490979999304,Hammer,verspielt,"['Hammer', 'verspielt']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt']",1,2.877291100099683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,169.1142959999852,,,,,,,,,,169.10537660005502,169.59657370019704,,,3,1.5759880000259727,,,,,,,,,,,,,,,,,,,,,169.59658450004645,175.59822410019115,Brille,groß,"['Brille', 'groß']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt', 'groß']",3,1.5759880000259727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,175.60760500002652,,,,,,,,,,175.59870450012386,176.0896461000666,,,1,2.156155299860984,,,,,,,,,,,,,,,,,,,,,176.08965660003014,182.0932277000975,Hut,gut,"['Hut', 'gut']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt', 'groß', 'gut']",1,2.156155299860984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,182.10264390008524,,,,,,,,,,182.09370080009103,182.58471990004182,,,1,1.5245068999938667,,,,,,,,,,,,,,,,,,,,,182.58473060000688,188.587291700067,Kerze,durchsichtig,"['Kerze', 'durchsichtig']",control,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt', 'groß', 'gut', 'durchsichtig']",1,1.5245068999938667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,188.59656330011785,,,,,,,,,,188.5877815000713,189.07859910000116,,,3,2.094461299944669,,,,,,,,,,,,,,,,,,,,,189.07860980019905,195.0791656000074,Socke,sportlich,"['Socke', 'sportlich']",restudy_diff,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt', 'groß', 'gut', 'durchsichtig', 'sportlich']",3,2.094461299944669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,195.08861230011098,,,,,,,,,,195.07964540016837,195.57074520015158,,,3,1.8827321999706328,,,,,,,,,,,,,,,,,,,,,195.5707562000025,201.57164099998772,Fahrrad,sauber,"['Fahrrad', 'sauber']",control,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt', 'groß', 'gut', 'durchsichtig', 'sportlich', 'sauber']",3,1.8827321999706328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,201.5811195001006,,,,,,,,,,201.57213910017163,202.06322870007716,,,1,2.6062386999838054,,,,,,,,,,,,,,,,,,,,,202.06323910015635,208.06386570003815,Trommel,glänzend,"['Trommel', 'glänzend']",control,1,"['Stift', 'Blume', 'Vase', 'Kiste', 'Flasche', 'Lampe', 'Tasche', 'Uhr', 'Kette', 'Würfel', 'Jacke', 'Geige', 'Tasse', 'Hammer', 'Brille', 'Hut', 'Kerze', 'Socke', 'Fahrrad', 'Trommel', 'Bürste', 'Schlüssel']","['neu', 'schlicht', 'kratzig', 'matt', 'nass', 'bunt', 'gepunktet', 'hässlich', 'praktisch', 'klobig', 'dunkel', 'krumm', 'nachhaltig', 'verspielt', 'groß', 'gut', 'durchsichtig', 'sportlich', 'sauber', 'glänzend']",1,2.6062386999838054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-04_08h35.12.146,watkins1,2023.2.3,99.700698684139,37,2023-12-04 08h35.20.601926 +0000,
