Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,scale_answer_6.rt,scale_answer_6.duration,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_4.rt,scale_answer_4.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10467209992930293,0.1047394999768585,0.10474779992364347,3.5418823999352753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.541931599844247,26.99655109993182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,28.010172399925068,,,,,,,,26.996565999928862,28.000240599969402,34.49840469984338,34.98960829991847,28.492229799972847,34.498225199989974,1,1.906544999917969,None,34.98961899988353,40.99500159989111,1,1.906544999917969,None,40.995285499840975,40.99530959990807,40.99531659996137,40.99539559986442,,None,None,40.99556010006927,40.99558059987612,40.9955873999279,40.995658699888736,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.99576899991371,45.127467799931765,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,46.14095799997449,,,,,,,,45.127483600052074,46.13102409988642,46.13145189988427,46.622990699950606,,,2,2.322075500153005,,,,,,,,,,,,,,,,,,,,,46.623001100029796,52.63193739997223,Uhr,groß,"['Uhr', 'groß']",restudy_diff,1,"['Uhr', 'Ring', 'Schere', 'Kette', 'Kamera', 'Blume', 'Geige', 'Vase', 'Schlüssel', 'Hut', 'Eimer', 'Bürste', 'Lampe', 'Rucksack', 'Kiste', 'Flasche', 'Hammer', 'Stift', 'Socke', 'Brille', 'Würfel', 'Kerze']",['groß'],2,2.322075500153005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,52.64141359995119,,,,,,,,,,52.63254490005784,53.123385600047186,,,3,2.9613376001361758,,,,,,,,,,,,,,,,,,,,,53.12339579989202,59.131812599953264,Ring,gut,"['Ring', 'gut']",control,1,"['Uhr', 'Ring', 'Schere', 'Kette', 'Kamera', 'Blume', 'Geige', 'Vase', 'Schlüssel', 'Hut', 'Eimer', 'Bürste', 'Lampe', 'Rucksack', 'Kiste', 'Flasche', 'Hammer', 'Stift', 'Socke', 'Brille', 'Würfel', 'Kerze']","['groß', 'gut']",3,2.9613376001361758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,59.14120209985413,,,,,,,,,,59.13229450001381,59.62325760000385,,,2,2.3409141001757234,,,,,,,,,,,,,,,,,,,,,59.62326899985783,65.63166829990223,Schere,dunkel,"['Schere', 'dunkel']",restudy_diff,1,"['Uhr', 'Ring', 'Schere', 'Kette', 'Kamera', 'Blume', 'Geige', 'Vase', 'Schlüssel', 'Hut', 'Eimer', 'Bürste', 'Lampe', 'Rucksack', 'Kiste', 'Flasche', 'Hammer', 'Stift', 'Socke', 'Brille', 'Würfel', 'Kerze']","['groß', 'gut', 'dunkel']",2,2.3409141001757234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,65.64105009986088,,,,,,,,,,65.63213360006921,66.12323629995808,,,3,3.0257683000527322,,,,,,,,,,,,,,,,,,,,,66.123245799914,72.13024179986678,Kette,winzig,"['Kette', 'winzig']",restudy_diff,1,"['Uhr', 'Ring', 'Schere', 'Kette', 'Kamera', 'Blume', 'Geige', 'Vase', 'Schlüssel', 'Hut', 'Eimer', 'Bürste', 'Lampe', 'Rucksack', 'Kiste', 'Flasche', 'Hammer', 'Stift', 'Socke', 'Brille', 'Würfel', 'Kerze']","['groß', 'gut', 'dunkel', 'winzig']",3,3.0257683000527322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,72.13968549994752,,,,,,,,,,72.13071659998968,72.62165139988065,,,3,1.166852300055325,,,,,,,,,,,,,,,,,,,,,72.6216754000634,78.6310067998711,Kamera,hübsch,"['Kamera', 'hübsch']",restudy_diff,1,"['Uhr', 'Ring', 'Schere', 'Kette', 'Kamera', 'Blume', 'Geige', 'Vase', 'Schlüssel', 'Hut', 'Eimer', 'Bürste', 'Lampe', 'Rucksack', 'Kiste', 'Flasche', 'Hammer', 'Stift', 'Socke', 'Brille', 'Würfel', 'Kerze']","['groß', 'gut', 'dunkel', 'winzig', 'hübsch']",3,1.166852300055325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,78.64044160000049,,,,,,,,,,78.63156590005383,79.12245909986086,,,1,1.6754588999319822,,,,,,,,,,,,,,,,,,,,,79.12246880005114,85.12575210002251,Blume,robust,"['Blume', 'robust']",control,1,"['Uhr', 'Ring', 'Schere', 'Kette', 'Kamera', 'Blume', 'Geige', 'Vase', 'Schlüssel', 'Hut', 'Eimer', 'Bürste', 'Lampe', 'Rucksack', 'Kiste', 'Flasche', 'Hammer', 'Stift', 'Socke', 'Brille', 'Würfel', 'Kerze']","['groß', 'gut', 'dunkel', 'winzig', 'hübsch', 'robust']",1,1.6754588999319822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_10h20.04.082,watkins1,2023.2.3,99.67555593890259,26,2023-11-28 10h20.12.559523 +0000,
