Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11296580033376813,0.11303310003131628,0.11304110009223223,8.079015200026333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07906230026856,42.92230670014396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,43.93590540019795,,,,,,,,42.92232279991731,43.925968300085515,50.428614700213075,50.924884099978954,44.41788290021941,50.42844820022583,2,3.1337028997950256,None,50.924894500058144,56.932942599989474,2,3.1337028997950256,None,56.93323690025136,57.42433340009302,57.424344500061125,63.42930530011654,vergnügt,None,None,63.42952900007367,63.42955180024728,63.42955880006775,63.42964249989018,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42975979996845,67.27562860026956,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,68.28922929987311,,,,,,,,67.27564450027421,68.27928070025519,68.27974890032783,68.77136050025001,,,2,3.314533299766481,,,,,,,,,,,,,,,,,,,,,68.77137050032616,74.7784021999687,Jacke,hübsch,"['Jacke', 'hübsch']",test_adj,3,"['Jacke', 'Schlüssel', 'Kamera', 'Hut', 'Kiste', 'Eimer', 'Telefon', 'Buch', 'Stift', 'Würfel', 'Kette', 'Tasche', 'Ring', 'Bürste', 'Geige', 'Löffel', 'Tasse', 'Brille', 'Hammer', 'Trommel', 'Blume', 'Rucksack', 'Flasche', 'Socke', 'Schere', 'Fahrrad', 'Kerze', 'Lampe', 'Vase', 'Uhr']",['hübsch'],2,3.314533299766481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,74.78782329987735,,,,,,,,,,74.77905200002715,75.26992350025102,,,3,3.058071100153029,,,,,,,,,,,,,,,,,,,,,75.26993359997869,81.27221699990332,Schlüssel,neu,"['Schlüssel', 'neu']",restudy,3,"['Jacke', 'Schlüssel', 'Kamera', 'Hut', 'Kiste', 'Eimer', 'Telefon', 'Buch', 'Stift', 'Würfel', 'Kette', 'Tasche', 'Ring', 'Bürste', 'Geige', 'Löffel', 'Tasse', 'Brille', 'Hammer', 'Trommel', 'Blume', 'Rucksack', 'Flasche', 'Socke', 'Schere', 'Fahrrad', 'Kerze', 'Lampe', 'Vase', 'Uhr']","['hübsch', 'neu']",3,3.058071100153029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,81.2816029000096,,,,,,,,,,81.2727626003325,81.76372120017186,,,2,3.4281335002742708,,,,,,,,,,,,,,,,,,,,,81.7637306000106,87.76706109987572,Kamera,dunkel,"['Kamera', 'dunkel']",test_adj,3,"['Jacke', 'Schlüssel', 'Kamera', 'Hut', 'Kiste', 'Eimer', 'Telefon', 'Buch', 'Stift', 'Würfel', 'Kette', 'Tasche', 'Ring', 'Bürste', 'Geige', 'Löffel', 'Tasse', 'Brille', 'Hammer', 'Trommel', 'Blume', 'Rucksack', 'Flasche', 'Socke', 'Schere', 'Fahrrad', 'Kerze', 'Lampe', 'Vase', 'Uhr']","['hübsch', 'neu', 'dunkel']",2,3.4281335002742708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,87.77645729994401,,,,,,,,,,87.76758449990302,88.25861870031804,,,3,2.3735337001271546,,,,,,,,,,,,,,,,,,,,,88.25862900028005,94.2657027002424,Hut,breit,"['Hut', 'breit']",restudy,3,"['Jacke', 'Schlüssel', 'Kamera', 'Hut', 'Kiste', 'Eimer', 'Telefon', 'Buch', 'Stift', 'Würfel', 'Kette', 'Tasche', 'Ring', 'Bürste', 'Geige', 'Löffel', 'Tasse', 'Brille', 'Hammer', 'Trommel', 'Blume', 'Rucksack', 'Flasche', 'Socke', 'Schere', 'Fahrrad', 'Kerze', 'Lampe', 'Vase', 'Uhr']","['hübsch', 'neu', 'dunkel', 'breit']",3,2.3735337001271546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,94.27511640032753,,,,,,,,,,94.26624590018764,94.75707460008562,,,1,2.491505100391805,,,,,,,,,,,,,,,,,,,,,94.75708410004154,100.75921329995617,Kiste,flach,"['Kiste', 'flach']",test_adj,3,"['Jacke', 'Schlüssel', 'Kamera', 'Hut', 'Kiste', 'Eimer', 'Telefon', 'Buch', 'Stift', 'Würfel', 'Kette', 'Tasche', 'Ring', 'Bürste', 'Geige', 'Löffel', 'Tasse', 'Brille', 'Hammer', 'Trommel', 'Blume', 'Rucksack', 'Flasche', 'Socke', 'Schere', 'Fahrrad', 'Kerze', 'Lampe', 'Vase', 'Uhr']","['hübsch', 'neu', 'dunkel', 'breit', 'flach']",1,2.491505100391805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,100.76865069987252,,,,,,,,,,100.75975710013881,101.2506686002016,,,3,1.6367181004025042,,,,,,,,,,,,,,,,,,,,,101.25067909993231,107.25587709993124,Eimer,glänzend,"['Eimer', 'glänzend']",restudy,3,"['Jacke', 'Schlüssel', 'Kamera', 'Hut', 'Kiste', 'Eimer', 'Telefon', 'Buch', 'Stift', 'Würfel', 'Kette', 'Tasche', 'Ring', 'Bürste', 'Geige', 'Löffel', 'Tasse', 'Brille', 'Hammer', 'Trommel', 'Blume', 'Rucksack', 'Flasche', 'Socke', 'Schere', 'Fahrrad', 'Kerze', 'Lampe', 'Vase', 'Uhr']","['hübsch', 'neu', 'dunkel', 'breit', 'flach', 'glänzend']",3,1.6367181004025042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_09h36.54.413,watkins1,2023.2.3,99.70994367782326,88,2024-01-16 09h37.22.776211 +0000,
