Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Würfel', 'Tasche', 'Brille', 'Socke', 'Kamera', 'Kiste', 'Kerze', 'Rucksack', 'Vase', 'Trommel', 'Eimer', 'Hut', 'Bürste', 'Ring', 'Blume']","['Schere', 'Flasche', 'Tasse', 'Buch', 'Schlüssel', 'Kette', 'Hammer', 'Fahrrad', 'Löffel', 'Jacke', 'Stift', 'Geige', 'Telefon', 'Uhr', 'Lampe']",0.11198960000183433,0.11206399998627603,0.11207220004871488,4.896267100004479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.896315400023013,46.96220099995844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,47.97582299995702,,,,,,,,,,46.962218199972995,47.96587760001421,54.46642620000057,54.95766970003024,48.457991800038144,54.46624400001019,2,4.936252099927515,None,54.95768049999606,60.95978060003836,2,4.936252099927515,None,60.960083100013435,60.9601074999664,60.96011470002122,60.96019390004221,,2.6313304000068456,None,60.960361600038595,61.45107219996862,61.45108390005771,67.45646380004473,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.45662519999314,71.242587500019,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,72.25629040005151,,,,,,,,,,71.24260450003203,72.24627510004211,72.24674139998388,72.73831749998499,,,3,4.15817780001089,,,,,,,,,,,,,,,,,,,,,72.73832770006265,78.74095720006153,Kette,teuer,"['Kette', 'teuer']",test_sub,2,"['Kette', 'Löffel', 'Socke', 'Rucksack', 'Stift', 'Bürste', 'Kamera', 'Telefon', 'Kerze', 'Blume', 'Jacke', 'Buch', 'Ring', 'Eimer', 'Fahrrad', 'Hut', 'Brille', 'Tasche', 'Tasse', 'Hammer', 'Schere', 'Lampe', 'Schlüssel', 'Flasche', 'Vase', 'Trommel', 'Kiste', 'Uhr', 'Würfel', 'Geige']",['teuer'],3,4.15817780001089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,78.75042940001003,,,,,,,,,,,,78.74162410001736,79.23241020005662,,,1,2.4318912000162527,,,,,,,,,,,,,,,,,,,,,79.23242070002016,85.2374986000359,Löffel,dunkel,"['Löffel', 'dunkel']",test_sub,2,"['Kette', 'Löffel', 'Socke', 'Rucksack', 'Stift', 'Bürste', 'Kamera', 'Telefon', 'Kerze', 'Blume', 'Jacke', 'Buch', 'Ring', 'Eimer', 'Fahrrad', 'Hut', 'Brille', 'Tasche', 'Tasse', 'Hammer', 'Schere', 'Lampe', 'Schlüssel', 'Flasche', 'Vase', 'Trommel', 'Kiste', 'Uhr', 'Würfel', 'Geige']","['teuer', 'dunkel']",1,2.4318912000162527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,85.24708370002918,,,,,,,,,,,,85.23803610005416,85.72921819996554,,,2,3.7997689000330865,,,,,,,,,,,,,,,,,,,,,85.72922880004626,91.73587990005035,Socke,glatt,"['Socke', 'glatt']",restudy,2,"['Kette', 'Löffel', 'Socke', 'Rucksack', 'Stift', 'Bürste', 'Kamera', 'Telefon', 'Kerze', 'Blume', 'Jacke', 'Buch', 'Ring', 'Eimer', 'Fahrrad', 'Hut', 'Brille', 'Tasche', 'Tasse', 'Hammer', 'Schere', 'Lampe', 'Schlüssel', 'Flasche', 'Vase', 'Trommel', 'Kiste', 'Uhr', 'Würfel', 'Geige']","['teuer', 'dunkel', 'glatt']",2,3.7997689000330865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,91.74532500002533,,,,,,,,,,,,91.7364196999697,92.2274444999639,,,3,1.557244100025855,,,,,,,,,,,,,,,,,,,,,92.22745440003928,98.23613690002821,Rucksack,schwer,"['Rucksack', 'schwer']",restudy,2,"['Kette', 'Löffel', 'Socke', 'Rucksack', 'Stift', 'Bürste', 'Kamera', 'Telefon', 'Kerze', 'Blume', 'Jacke', 'Buch', 'Ring', 'Eimer', 'Fahrrad', 'Hut', 'Brille', 'Tasche', 'Tasse', 'Hammer', 'Schere', 'Lampe', 'Schlüssel', 'Flasche', 'Vase', 'Trommel', 'Kiste', 'Uhr', 'Würfel', 'Geige']","['teuer', 'dunkel', 'glatt', 'schwer']",3,1.557244100025855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,98.24559139995836,,,,,,,,,,,,98.23667959996965,98.72758690000046,,,2,2.378848700085655,,,,,,,,,,,,,,,,,,,,,98.727597399964,104.73706229997333,Stift,gut,"['Stift', 'gut']",test_sub,2,"['Kette', 'Löffel', 'Socke', 'Rucksack', 'Stift', 'Bürste', 'Kamera', 'Telefon', 'Kerze', 'Blume', 'Jacke', 'Buch', 'Ring', 'Eimer', 'Fahrrad', 'Hut', 'Brille', 'Tasche', 'Tasse', 'Hammer', 'Schere', 'Lampe', 'Schlüssel', 'Flasche', 'Vase', 'Trommel', 'Kiste', 'Uhr', 'Würfel', 'Geige']","['teuer', 'dunkel', 'glatt', 'schwer', 'gut']",2,2.378848700085655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,104.74652329995297,,,,,,,,,,,,104.73761429998558,105.22860999999102,,,3,4.492749400087632,,,,,,,,,,,,,,,,,,,,,105.22862069995608,111.22960630001035,Bürste,neu,"['Bürste', 'neu']",restudy,2,"['Kette', 'Löffel', 'Socke', 'Rucksack', 'Stift', 'Bürste', 'Kamera', 'Telefon', 'Kerze', 'Blume', 'Jacke', 'Buch', 'Ring', 'Eimer', 'Fahrrad', 'Hut', 'Brille', 'Tasche', 'Tasse', 'Hammer', 'Schere', 'Lampe', 'Schlüssel', 'Flasche', 'Vase', 'Trommel', 'Kiste', 'Uhr', 'Würfel', 'Geige']","['teuer', 'dunkel', 'glatt', 'schwer', 'gut', 'neu']",3,4.492749400087632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-21_08h39.09.227,watkins1,2023.2.3,99.75480270919152,1,2023-11-21 08h39.17.654564 +0000,
