Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,scale_answer_6.rt,scale_answer_6.duration,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_4.rt,scale_answer_4.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10975470009725541,0.10982250003144145,0.1098309000954032,4.380647800047882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.380697500077076,27.005377200082876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,28.0191874000011,,,,,,,,27.005392800085247,28.009098800015636,34.50746610003989,34.998933400027454,28.50128200009931,34.50730210007168,1,2.4416460000211373,None,34.99894449999556,41.00782759999856,1,2.4416460000211373,None,41.008114400086924,41.008137900033034,41.008144800085574,41.00822410010733,,None,None,41.00838200002909,41.008401600061916,41.008408199995756,41.00850840006024,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00861900008749,45.502898700069636,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,46.51656870008446,,,,,,,,45.50291740009561,46.50648670003284,46.506932500051335,46.998549700016156,,,1,2.545856000040658,,,,,,,,,,,,,,,,,,,,,46.99856010009535,53.00220260000788,Jacke,breit,"['Jacke', 'breit']",restudy_diff,1,"['Jacke', 'Uhr', 'Lampe', 'Geige', 'Kette', 'Rucksack', 'Kamera', 'Schere', 'Ring', 'Trommel', 'Eimer', 'Fahrrad', 'Blume', 'Schlüssel', 'Hammer', 'Stift', 'Kerze', 'Flasche', 'Tasse', 'Telefon', 'Vase', 'Socke']",['breit'],1,2.545856000040658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,53.01173650007695,,,,,,,,,,53.00289350003004,53.493677900056355,,,2,2.110583500005305,,,,,,,,,,,,,,,,,,,,,53.4936889000237,59.496859900071286,Uhr,elegant,"['Uhr', 'elegant']",restudy_diff,1,"['Jacke', 'Uhr', 'Lampe', 'Geige', 'Kette', 'Rucksack', 'Kamera', 'Schere', 'Ring', 'Trommel', 'Eimer', 'Fahrrad', 'Blume', 'Schlüssel', 'Hammer', 'Stift', 'Kerze', 'Flasche', 'Tasse', 'Telefon', 'Vase', 'Socke']","['breit', 'elegant']",2,2.110583500005305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,59.50629310007207,,,,,,,,,,59.497330700047314,59.98830430000089,,,1,2.6879936000332236,,,,,,,,,,,,,,,,,,,,,59.98831470008008,65.99142650002614,Lampe,flach,"['Lampe', 'flach']",control,1,"['Jacke', 'Uhr', 'Lampe', 'Geige', 'Kette', 'Rucksack', 'Kamera', 'Schere', 'Ring', 'Trommel', 'Eimer', 'Fahrrad', 'Blume', 'Schlüssel', 'Hammer', 'Stift', 'Kerze', 'Flasche', 'Tasse', 'Telefon', 'Vase', 'Socke']","['breit', 'elegant', 'flach']",1,2.6879936000332236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,66.00082920002751,,,,,,,,,,65.99190380005166,66.48316520010121,,,1,0.2745266000274569,,,,,,,,,,,,,,,,,,,,,66.48317640007008,72.48647040000651,Geige,lang,"['Geige', 'lang']",restudy_diff,1,"['Jacke', 'Uhr', 'Lampe', 'Geige', 'Kette', 'Rucksack', 'Kamera', 'Schere', 'Ring', 'Trommel', 'Eimer', 'Fahrrad', 'Blume', 'Schlüssel', 'Hammer', 'Stift', 'Kerze', 'Flasche', 'Tasse', 'Telefon', 'Vase', 'Socke']","['breit', 'elegant', 'flach', 'lang']",1,0.2745266000274569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,72.49598090001382,,,,,,,,,,72.48694800003432,72.97819980001077,,,1,2.2510655999649316,,,,,,,,,,,,,,,,,,,,,72.97821090009529,78.9817686000606,Kette,gut,"['Kette', 'gut']",restudy_diff,1,"['Jacke', 'Uhr', 'Lampe', 'Geige', 'Kette', 'Rucksack', 'Kamera', 'Schere', 'Ring', 'Trommel', 'Eimer', 'Fahrrad', 'Blume', 'Schlüssel', 'Hammer', 'Stift', 'Kerze', 'Flasche', 'Tasse', 'Telefon', 'Vase', 'Socke']","['breit', 'elegant', 'flach', 'lang', 'gut']",1,2.2510655999649316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,78.99132930010092,,,,,,,,,,78.98223349999171,79.47332550003193,,,3,3.1711931999307126,,,,,,,,,,,,,,,,,,,,,79.47333639999852,85.47843940008897,Rucksack,hohl,"['Rucksack', 'hohl']",restudy_diff,1,"['Jacke', 'Uhr', 'Lampe', 'Geige', 'Kette', 'Rucksack', 'Kamera', 'Schere', 'Ring', 'Trommel', 'Eimer', 'Fahrrad', 'Blume', 'Schlüssel', 'Hammer', 'Stift', 'Kerze', 'Flasche', 'Tasse', 'Telefon', 'Vase', 'Socke']","['breit', 'elegant', 'flach', 'lang', 'gut', 'hohl']",3,3.1711931999307126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-20_12h31.41.696,watkins1,2023.2.3,99.73928152996459,73,2023-12-20 12h31.47.196432 +0000,
