Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,323.7358369999565,,,,,,,,,,323.7275315999286,324.21794649993535,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Kamera,glatt,"['Kamera', 'glatt']",restudy,3,,,,,,323.72746219998226,323.72750279994216,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",324.2179559998913,324.22048769996036,None,324.2206078999443,330.2272345999954,2,2.3987623000284657,None,330.22752839990426,330.2302575999638,None,330.23036819999106,330.23189429997,330.23190579994116,330.23304349998944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,330.23659709992353,,,,,,,,,,330.2333191999933,330.72916949994396,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Löffel,sportlich,"['Löffel', 'sportlich']",test_adj,3,,,,,,330.23325529997237,330.23329289990943,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",330.72918059991207,330.7318787999684,None,330.7320039999904,330.7334505999461,None,,,330.73356009996496,330.73500979994424,None,330.73511889996007,336.73730679997243,336.73732179997023,336.7387150999857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,336.7472044999013,,,,,,,,,,336.7390007999493,337.2295315999072,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Blume,sauber,"['Blume', 'sauber']",restudy,3,,,,,,336.7389341999078,336.73897189996205,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",337.2295424999902,337.2324280999601,None,337.23255189997144,343.2344034999842,2,1.7788327001035213,None,343.2346980998991,343.23738569999114,None,343.23749769991264,343.23877419997007,343.2387856999412,343.23995999991894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,343.243888399913,,,,,,,,,,343.24023889994714,343.7359409999335,,,[],[],,,,,,,,,matt,None,None,,,,,,,,,,Vase,matt,"['Vase', 'matt']",test_adj,3,,,,,,343.2401740999194,343.24021219997667,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",343.7359518999001,343.7385298999725,None,343.7386586999055,343.7399708000012,None,,,343.74007899989374,343.7413872999605,None,343.74149469996337,349.7434410999995,349.7434546999866,349.7446753999684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,349.7531928999815,,,,,,,,,,349.7449539999943,350.23538749990985,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Brille,gepunktet,"['Brille', 'gepunktet']",restudy,3,,,,,,349.7448877999559,349.7449250998907,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",350.23539739998523,350.2379732999252,None,350.23809609992895,356.2410109998891,2,2.245018200017512,None,356.241306199925,356.24408609990496,None,356.24419969995506,356.2457938999869,356.24580539995804,356.24703739990946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,356.2504868999822,,,,,,,,,,356.24732879991643,356.7425023999531,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Geige,strahlend,"['Geige', 'strahlend']",restudy,3,,,,,,356.2472638998879,356.24730209994595,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",356.74251309991814,356.7452279999852,None,356.74534869997296,362.74686489999294,3,2.76200740004424,None,362.7471619999269,362.7499737999169,None,362.75008369993884,362.75123159994837,362.7512431999203,362.75247899990063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,362.7563032999169,,,,,,,,,,362.7527603999479,363.24843299994245,,,[],[],,,,,,,,,groß,None,None,,,,,,,,,,Kiste,praktisch,"['Kiste', 'praktisch']",test_adj,3,,,,,,362.7526948999148,362.75273309997283,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",363.2484441999113,363.2512423999142,None,363.25136819994077,363.2528060999466,None,,,363.25291389995255,363.2543379999697,None,363.2544459999772,369.2565537999617,369.2565677999519,369.2580065999646,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,369.26646859990433,,,,,,,,,,369.25829489994794,369.748397899908,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Flasche,nachhaltig,"['Flasche', 'nachhaltig']",test_adj,3,,,,,,369.2582271998981,369.25826559995767,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",369.7484085999895,369.75123709999025,None,369.7513621998951,369.7540176999755,None,,,369.7541310999077,369.7567738998914,None,369.7568814998958,375.7625856999075,375.76259879989084,375.7640019999817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,375.772395899985,,,,,,,,,,375.76428719994146,376.25440589990467,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Hut,neu,"['Hut', 'neu']",restudy,3,,,,,,375.7642203998985,375.7642586999573,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",376.2544158999808,376.2570383999264,None,376.2571604999248,382.25773469998967,2,1.9944570999359712,None,382.25802399998065,382.26041899994016,None,382.2605309999781,382.2615580999991,382.2615694999695,382.2625975999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,382.267197499983,,,,,,,,,,382.2628809999442,382.7593430998968,,,[],[],,,,,,,,,nass,None,None,,,,,,,,,,Jacke,nass,"['Jacke', 'nass']",test_adj,3,,,,,,382.2628149999073,382.26285309996456,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",382.75935379997827,382.76187249994837,None,382.76199469994754,382.76342259999365,None,,,382.76353019999806,382.76495109999087,None,382.7650585999945,388.7671255999012,388.7671394998906,388.7683226999361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,388.7769630999537,,,,,,,,,,388.7686067998875,389.2590176999802,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Trommel,bunt,"['Trommel', 'bunt']",restudy,3,,,,,,388.76854069996625,388.76857819990255,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",389.25902809994295,389.26170799997635,None,389.26182829996105,395.2630612999201,2,1.4855623000767082,None,395.2633572999621,395.26594819989987,None,395.26606079994235,395.2675839998992,395.2675956999883,395.2686382998945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,395.2726366999559,,,,,,,,,,395.26891869993415,395.7646381999366,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Bürste,kaputt,"['Bürste', 'kaputt']",restudy,3,,,,,,395.2688537999056,395.26889129995834,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",395.7646492999047,395.76724189997185,None,395.76736689999234,401.7743105998961,1,2.0918238000012934,None,401.77461379999295,401.77732679992914,None,401.7774402999785,401.778690099949,401.7787022999255,401.7798857999733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,401.78377419989556,,,,,,,,,,401.7801673999056,402.2759087999584,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Ring,kratzig,"['Ring', 'kratzig']",restudy,3,,,,,,401.7801014999859,401.7801400999306,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",402.2759193999227,402.27848769992124,None,402.2786086999113,408.28705619997345,1,3.1164582000346854,None,408.2873679999029,408.28995049989317,None,408.2900619999273,408.29110939998645,408.29112099995837,408.29230209998786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,408.2964824999217,,,,,,,,,,408.2925847999286,408.789268399938,,,[],[],,,,,,,,,r,None,None,,,,,,,,,,Telefon,rustikal,"['Telefon', 'rustikal']",test_adj,3,,,,,,408.2925192998955,408.29255779995583,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",408.7892794999061,408.79218049999326,None,408.79230569989886,408.79376889998093,None,,,408.7938771999907,408.7953342999099,None,408.79544179991353,414.7995196999982,414.7995333999861,414.8008164999774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,414.80940159992315,,,,,,,,,,414.8010978999082,415.29150209994987,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Uhr,krumm,"['Uhr', 'krumm']",test_adj,3,,,,,,414.80103339999914,414.8010699999286,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",415.29151299991645,415.29405579995364,None,415.29417969996575,415.29656459996477,None,,,415.2966731999768,415.29904889990576,None,415.2991555999033,421.3027162998915,421.3027301999973,421.30400999996345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,421.3125801999122,,,,,,,,,,421.30429249990266,421.7947324999841,,,[],[],,,,,,,,,flach,None,None,,,,,,,,,,Kette,flach,"['Kette', 'flach']",test_adj,3,,,,,,421.30422629998066,421.3042638999177,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",421.7947433999507,421.7974252999993,None,421.7975480000023,421.80003549996763,None,,,421.800142699969,421.80262329999823,None,421.8027311998885,427.8067520998884,427.8067665999988,427.80804979999084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,427.8165112999268,,,,,,,,,,427.80833619995974,428.2985463999212,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Stift,klobig,"['Stift', 'klobig']",restudy,3,,,,,,427.80826889991295,427.808307099971,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",428.29855680000037,428.30114019999746,None,428.30125849996693,434.30501879996154,1,1.630118599976413,None,434.3053132999921,434.30799279990606,None,434.3081038999371,434.30964709992986,434.3096586999018,434.31086059997324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,434.3144812999526,,,,,,,,,,434.3111392999999,434.80653159995563,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Rucksack,groß,"['Rucksack', 'groß']",restudy,3,,,,,,434.311074999976,434.3111126999138,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",434.80654289992526,434.80950589990243,None,434.809631699929,440.81405379995704,3,3.0655967000639066,None,440.8143503998872,440.8169300999725,None,440.8170449999161,440.81827949988656,440.8182912999764,440.8193336999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,440.8236179999076,,,,,,,,,,440.8196156999329,441.3156631999882,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Fahrrad,glänzend,"['Fahrrad', 'glänzend']",restudy,3,,,,,,440.8195507999044,440.8195888999617,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",441.31567359995097,441.31835099996533,None,441.3184728999622,447.3211170999566,2,1.660907099954784,None,447.3214130999986,447.32419009995647,None,447.3243007999845,447.3255105999997,447.3255223999731,447.3267428999534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,447.33053509995807,,,,,,,,,,447.32702709990554,447.82273329992313,,,[],[],,,,,,,,,breit,None,None,,,,,,,,,,Eimer,breit,"['Eimer', 'breit']",test_adj,3,,,,,,447.3269616999896,447.32699989993125,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",447.8227439998882,447.8256411999464,None,447.8257681999821,447.82720039994456,None,,,447.8273102999665,447.82874659996014,None,447.82885319995694,453.83157189993653,453.8315858999267,453.832871099934,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,453.84138459991664,,,,,,,,,,453.8331522999797,454.3233974999748,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Schere,schwer,"['Schere', 'schwer']",restudy,3,,,,,,453.8330847999314,453.83312369999476,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",454.32340699993074,454.326056699967,None,454.32617869996466,460.32824699999765,2,2.084891299949959,None,460.3285442999331,460.33130949991755,None,460.33142279996537,460.3329028999433,460.3329144999152,460.33407789992634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,460.3377806999488,,,,,,,,,,460.33435909997206,460.82994009996764,,,[],[],,,,,,,,,hohl,None,None,,,,,,,,,,Tasse,hohl,"['Tasse', 'hohl']",test_adj,3,,,,,,460.3342948999489,460.33433250000235,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",460.8299515999388,460.8326500999974,None,460.8327736998908,460.8341949998867,None,,,460.83430269989185,460.83572409988847,None,460.8358306000009,466.8404757999815,466.8404899999732,466.84174779988825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,466.8503903999226,,,,,,,,,,466.8420343999751,467.3324614999583,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Schlüssel,verspielt,"['Schlüssel', 'verspielt']",restudy,3,,,,,,466.8419672999298,466.8420056999894,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",467.33247199992184,467.3350838999031,None,467.33520879992284,473.3380872999551,2,1.5797560999635607,None,473.33838459989056,473.341544099967,None,473.3416565998923,473.34320109989494,473.34321269998327,473.3444397998974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
