Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,187.22621849994175,,,,,,,,,,187.21722879994195,187.70854549994692,,,1,1.6059137999545783,,,,,,,,,,,,,,,,,,,187.70855609991122,193.71682699990924,Uhr,krumm,"['Uhr', 'krumm']",test_adj,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm']",1,1.6059137999545783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,193.7263652998954,,,,,,,,,,193.71737189998385,194.2085944999708,,,1,1.4586681000655517,,,,,,,,,,,,,,,,,,,194.2086047999328,200.21767949999776,Hammer,lustig,"['Hammer', 'lustig']",test_adj,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig']",1,1.4586681000655517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,200.22724739997648,,,,,,,,,,200.21820859995205,200.70917279995047,,,3,1.5906106000766158,,,,,,,,,,,,,,,,,,,200.70918349991553,206.7111229998991,Kiste,praktisch,"['Kiste', 'praktisch']",test_adj,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch']",3,1.5906106000766158,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,206.72058299998753,,,,,,,,,,206.711659799912,207.20253529993352,,,2,1.3765912000089884,,,,,,,,,,,,,,,,,,,207.20254599989858,213.20460009993985,Trommel,bunt,"['Trommel', 'bunt']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt']",2,1.3765912000089884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,213.21408499998506,,,,,,,,,,213.20511839992832,213.69610869989265,,,1,1.6673551000421867,,,,,,,,,,,,,,,,,,,213.6961191999726,219.7006163999904,Ring,kratzig,"['Ring', 'kratzig']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig']",1,1.6673551000421867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,219.71004699997138,,,,,,,,,,219.70114109991118,220.19220639998093,,,2,1.9463527000043541,,,,,,,,,,,,,,,,,,,220.19221589993685,226.20054719992913,Würfel,kalt,"['Würfel', 'kalt']",test_adj,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt']",2,1.9463527000043541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,226.2100787999807,,,,,,,,,,226.2010688999435,226.69215049990453,,,2,2.006179100018926,,,,,,,,,,,,,,,,,,,226.6921606999822,232.70137479994446,Geige,strahlend,"['Geige', 'strahlend']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend']",2,2.006179100018926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,232.71089819993358,,,,,,,,,,232.701895999955,233.192977199913,,,2,2.68222269997932,,,,,,,,,,,,,,,,,,,233.19298719998915,239.20272889989428,Blume,sauber,"['Blume', 'sauber']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber']",2,2.68222269997932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,239.2122957999818,,,,,,,,,,239.20325789996423,239.69432449992746,,,2,1.5011551999486983,,,,,,,,,,,,,,,,,,,239.69433529989328,245.70357429992873,Brille,gepunktet,"['Brille', 'gepunktet']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber', 'gepunktet']",2,1.5011551999486983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,245.71310109994374,,,,,,,,,,245.70409769995604,246.19524349994026,,,1,3.079905000049621,,,,,,,,,,,,,,,,,,,246.1952534999,252.19783879991155,Bürste,kaputt,"['Bürste', 'kaputt']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber', 'gepunktet', 'kaputt']",1,3.079905000049621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,252.20716879994143,,,,,,,,,,252.19836839998607,252.6895247999346,,,3,2.728579700109549,,,,,,,,,,,,,,,,,,,252.68953499989584,258.69916919991374,Fahrrad,glänzend,"['Fahrrad', 'glänzend']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber', 'gepunktet', 'kaputt', 'glänzend']",3,2.728579700109549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,258.7086342999246,,,,,,,,,,258.6996910999296,259.1906876999419,,,1,1.612532400060445,,,,,,,,,,,,,,,,,,,259.1906982999062,265.1999904999975,Lampe,dunkel,"['Lampe', 'dunkel']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber', 'gepunktet', 'kaputt', 'glänzend', 'dunkel']",1,1.612532400060445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,265.2094719999004,,,,,,,,,,265.20051949995104,265.69152049999684,,,3,1.9439077000133693,,,,,,,,,,,,,,,,,,,265.69153049995657,271.6923360999208,Socke,biegsam,"['Socke', 'biegsam']",test_adj,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber', 'gepunktet', 'kaputt', 'glänzend', 'dunkel', 'biegsam']",3,1.9439077000133693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,271.7017529999139,,,,,,,,,,271.69284929998685,272.18421999993734,,,1,1.8669089999748394,,,,,,,,,,,,,,,,,,,272.18423009989783,278.1925264999736,Stift,klobig,"['Stift', 'klobig']",restudy,3,"['Kerze', 'Schere', 'Löffel', 'Buch', 'Tasse', 'Tasche', 'Kette', 'Rucksack', 'Schlüssel', 'Vase', 'Hut', 'Jacke', 'Flasche', 'Kamera', 'Eimer', 'Telefon', 'Uhr', 'Hammer', 'Kiste', 'Trommel', 'Ring', 'Würfel', 'Geige', 'Blume', 'Brille', 'Bürste', 'Fahrrad', 'Lampe', 'Socke', 'Stift']","['robust', 'schwer', 'sportlich', 'kurz', 'hohl', 'dick', 'flach', 'groß', 'verspielt', 'matt', 'neu', 'nass', 'nachhaltig', 'glatt', 'breit', 'rustikal', 'krumm', 'lustig', 'praktisch', 'bunt', 'kratzig', 'kalt', 'strahlend', 'sauber', 'gepunktet', 'kaputt', 'glänzend', 'dunkel', 'biegsam', 'klobig']",1,1.8669089999748394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,278.2020462999353,,,,,,,,,,278.19335839990526,278.6844105999917,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Kerze,robust,"['Kerze', 'robust']",restudy,3,,,,,,278.1932853999315,278.1933316999348,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",278.684421199956,278.68705849989783,None,278.6872388999909,284.6879643999273,1,1.3480030000209808,None,284.6883829999715,284.69103479990736,None,284.69119499996305,284.6923655999126,284.69237839989364,284.6936403999571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,284.6974099999061,,,,,,,,,,284.69392499991227,285.18964439991396,,,[],[],,,,,,,,,glatt,None,None,,,,,,,,,,Hammer,lustig,"['Hammer', 'lustig']",test_adj,3,,,,,,284.6938602000009,284.69389759993646,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",285.1896546999924,285.1923495999072,None,285.1924726999132,285.19392189988866,None,,,285.1940340999281,285.195479099988,None,285.19558709999546,291.1993452999741,291.1993594999658,291.20066149998456,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,291.20915389992297,,,,,,,,,,291.20095459988806,291.6911745999241,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Lampe,dunkel,"['Lampe', 'dunkel']",restudy,3,,,,,,291.2008866999531,291.2009249998955,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",291.6911854998907,291.693899899954,None,291.69402419996914,297.70386379992124,1,3.629096299991943,None,297.7041634999914,297.70682819990907,None,297.7069400999462,297.70841219997965,297.7084260999691,297.7096077998867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,297.71334119990934,,,,,,,,,,297.70989109994844,298.20542389992625,,,[],[],,,,,,,,,kur,None,None,,,,,,,,,,Buch,kurz,"['Buch', 'kurz']",test_adj,3,,,,,,297.70982559991535,297.7098640999757,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",298.2054339000024,298.20796819997486,None,298.20809139998164,298.2093971999129,None,,,298.2095095999539,298.21080749994144,None,298.2109161999542,304.212632699986,304.2126478999853,304.21377789997496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,304.22229079995304,,,,,,,,,,304.2140648999484,304.7043416999513,,,[],[],,,,,,,,,kalt,None,None,,,,,,,,,,Würfel,kalt,"['Würfel', 'kalt']",test_adj,3,,,,,,304.21399629989173,304.21403529995587,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",304.7043536999263,304.70710169989616,None,304.7072396998992,304.709639199893,None,,,304.7097465998959,304.71215359994676,None,304.71226279996336,310.71673049998935,310.7167448999826,310.71790539997164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,310.7265329998918,,,,,,,,,,310.7181916999398,311.20861989993136,,,[],[],,,,,,,,,biegsam,None,None,,,,,,,,,,Socke,biegsam,"['Socke', 'biegsam']",test_adj,3,,,,,,310.7181219999911,310.71816229994874,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",311.2086303998949,311.21129979996476,None,311.2114192999434,311.21380269993097,None,,,311.2139115999453,311.21628129994497,None,311.21638899995014,317.2207661999855,317.22078039997723,317.2221330999164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,317.2305680999998,,,,,,,,,,317.22242609993555,317.7127740998985,,,[],[],,,,,,,,,groß,None,None,,,,,,,,,,Tasche,dick,"['Tasche', 'dick']",test_adj,3,,,,,,317.22235549998004,317.2223967999453,"['Kerze', 'Hammer', 'Lampe', 'Buch', 'Würfel', 'Socke', 'Tasche', 'Kamera', 'Löffel', 'Blume', 'Vase', 'Brille', 'Geige', 'Kiste', 'Flasche', 'Hut', 'Jacke', 'Trommel', 'Bürste', 'Ring', 'Telefon', 'Uhr', 'Kette', 'Stift', 'Rucksack', 'Fahrrad', 'Eimer', 'Schere', 'Tasse', 'Schlüssel']",317.71278469997924,317.7154951998964,None,317.7156185999047,317.71817179990467,None,,,317.71828049991746,317.7209928999655,None,317.7211001999676,323.72593209997285,323.7259461999638,323.72724639996886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
