Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10857869999927061,0.10864869999932125,0.10865779999949154,22.794524799999635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79457360000015,50.84092719999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,51.85469550000016,,,,,,,,50.84094329999971,51.8447613999997,58.344968899999,58.8364117000001,52.33674350000001,58.344807699999365,2,4.072505100000853,None,58.83642189999955,64.84526769999866,2,4.072505100000853,None,64.84555659999933,64.8455801,64.84558709999874,64.84566959999938,,None,None,64.84583009999915,64.84585039999911,64.8458570999992,64.84593200000018,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.84604359999867,69.2798772999995,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,70.29357689999961,,,,,,,,69.27989499999967,70.28358909999952,70.28402669999923,70.7755836999986,,,2,2.982508600000074,,,,,,,,,,,,,,,,,,,,,70.77559429999928,76.77724979999948,Bürste,breit,"['Bürste', 'breit']",control,1,"['Bürste', 'Kamera', 'Vase', 'Fahrrad', 'Uhr', 'Flasche', 'Trommel', 'Blume', 'Löffel', 'Stift', 'Jacke', 'Rucksack', 'Brille', 'Lampe', 'Hut', 'Buch', 'Tasse', 'Würfel', 'Kiste', 'Kette', 'Hammer', 'Schlüssel']",['breit'],2,2.982508600000074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,76.78676059999998,,,,,,,,,,76.7778459000001,77.2686681999985,,,1,1.859811099999206,,,,,,,,,,,,,,,,,,,,,77.26867889999994,83.27866109999923,Kamera,winzig,"['Kamera', 'winzig']",restudy_diff,1,"['Bürste', 'Kamera', 'Vase', 'Fahrrad', 'Uhr', 'Flasche', 'Trommel', 'Blume', 'Löffel', 'Stift', 'Jacke', 'Rucksack', 'Brille', 'Lampe', 'Hut', 'Buch', 'Tasse', 'Würfel', 'Kiste', 'Kette', 'Hammer', 'Schlüssel']","['breit', 'winzig']",1,1.859811099999206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,83.28813359999913,,,,,,,,,,83.2791318999989,83.7701477999999,,,1,1.6867934000001696,,,,,,,,,,,,,,,,,,,,,83.77015869999923,89.77575939999952,Vase,sportlich,"['Vase', 'sportlich']",restudy_diff,1,"['Bürste', 'Kamera', 'Vase', 'Fahrrad', 'Uhr', 'Flasche', 'Trommel', 'Blume', 'Löffel', 'Stift', 'Jacke', 'Rucksack', 'Brille', 'Lampe', 'Hut', 'Buch', 'Tasse', 'Würfel', 'Kiste', 'Kette', 'Hammer', 'Schlüssel']","['breit', 'winzig', 'sportlich']",1,1.6867934000001696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,89.78531089999888,,,,,,,,,,89.77621499999987,90.26736919999894,,,2,2.5663667999997415,,,,,,,,,,,,,,,,,,,,,90.26738259999911,96.27167199999894,Fahrrad,groß,"['Fahrrad', 'groß']",restudy_diff,1,"['Bürste', 'Kamera', 'Vase', 'Fahrrad', 'Uhr', 'Flasche', 'Trommel', 'Blume', 'Löffel', 'Stift', 'Jacke', 'Rucksack', 'Brille', 'Lampe', 'Hut', 'Buch', 'Tasse', 'Würfel', 'Kiste', 'Kette', 'Hammer', 'Schlüssel']","['breit', 'winzig', 'sportlich', 'groß']",2,2.5663667999997415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,96.28112539999893,,,,,,,,,,96.27215759999854,96.76317759999984,,,1,1.6069561999993311,,,,,,,,,,,,,,,,,,,,,96.7631881999987,102.7650307999993,Uhr,kratzig,"['Uhr', 'kratzig']",control,1,"['Bürste', 'Kamera', 'Vase', 'Fahrrad', 'Uhr', 'Flasche', 'Trommel', 'Blume', 'Löffel', 'Stift', 'Jacke', 'Rucksack', 'Brille', 'Lampe', 'Hut', 'Buch', 'Tasse', 'Würfel', 'Kiste', 'Kette', 'Hammer', 'Schlüssel']","['breit', 'winzig', 'sportlich', 'groß', 'kratzig']",1,1.6069561999993311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,102.77456469999925,,,,,,,,,,102.76551039999867,103.25668779999978,,,2,2.010836299999937,,,,,,,,,,,,,,,,,,,,,103.25669860000016,109.25844649999999,Flasche,hohl,"['Flasche', 'hohl']",control,1,"['Bürste', 'Kamera', 'Vase', 'Fahrrad', 'Uhr', 'Flasche', 'Trommel', 'Blume', 'Löffel', 'Stift', 'Jacke', 'Rucksack', 'Brille', 'Lampe', 'Hut', 'Buch', 'Tasse', 'Würfel', 'Kiste', 'Kette', 'Hammer', 'Schlüssel']","['breit', 'winzig', 'sportlich', 'groß', 'kratzig', 'hohl']",2,2.010836299999937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-17_13h34.13.131,watkins1,2023.2.3,99.72993134627866,94,2024-01-17 13h34.22.865169 +0000,
