Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12088680034503341,0.12095519993454218,0.12096340022981167,5.81848550029099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8185336999595165,25.65127390017733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,26.665041600354016,,,,,,,,25.651289999950677,26.65509370015934,33.15321939997375,33.64446120010689,27.14707210008055,33.15305110020563,2,4.265517100226134,None,33.64447160018608,39.64584550028667,2,4.265517100226134,None,39.64613630017266,40.137358400039375,40.13736920012161,46.141563900280744,ve,None,None,46.1417904002592,46.141814100090414,46.141821400262415,46.1419045003131,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.142027700319886,53.25313260033727,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,54.26649000030011,,,,,,,,53.25314939999953,54.25654949992895,54.25701430020854,54.7485178001225,,,2,3.3252183999866247,,,,,,,,,,,,,,,,,,,,,54.74852850008756,60.752635000273585,Kamera,kurz,"['Kamera', 'kurz']",test_adj,3,"['Kamera', 'Ring', 'Kette', 'Fahrrad', 'Bürste', 'Vase', 'Socke', 'Schere', 'Trommel', 'Buch', 'Tasche', 'Jacke', 'Hammer', 'Uhr', 'Löffel', 'Telefon', 'Stift', 'Kerze', 'Brille', 'Geige', 'Blume', 'Rucksack', 'Würfel', 'Tasse', 'Eimer', 'Flasche', 'Lampe', 'Kiste', 'Hut', 'Schlüssel']",['kurz'],2,3.3252183999866247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,60.76206459989771,,,,,,,,,,60.75328329997137,61.24404489994049,,,3,4.503137600142509,,,,,,,,,,,,,,,,,,,,,61.24405470024794,67.25018440000713,Ring,glatt,"['Ring', 'glatt']",test_adj,3,"['Kamera', 'Ring', 'Kette', 'Fahrrad', 'Bürste', 'Vase', 'Socke', 'Schere', 'Trommel', 'Buch', 'Tasche', 'Jacke', 'Hammer', 'Uhr', 'Löffel', 'Telefon', 'Stift', 'Kerze', 'Brille', 'Geige', 'Blume', 'Rucksack', 'Würfel', 'Tasse', 'Eimer', 'Flasche', 'Lampe', 'Kiste', 'Hut', 'Schlüssel']","['kurz', 'glatt']",3,4.503137600142509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,67.25962130026892,,,,,,,,,,67.25069850031286,67.74167590029538,,,2,4.6381132998503745,,,,,,,,,,,,,,,,,,,,,67.74168620025739,73.74259519996122,Kette,breit,"['Kette', 'breit']",restudy,3,"['Kamera', 'Ring', 'Kette', 'Fahrrad', 'Bürste', 'Vase', 'Socke', 'Schere', 'Trommel', 'Buch', 'Tasche', 'Jacke', 'Hammer', 'Uhr', 'Löffel', 'Telefon', 'Stift', 'Kerze', 'Brille', 'Geige', 'Blume', 'Rucksack', 'Würfel', 'Tasse', 'Eimer', 'Flasche', 'Lampe', 'Kiste', 'Hut', 'Schlüssel']","['kurz', 'glatt', 'breit']",2,4.6381132998503745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,73.75203630002216,,,,,,,,,,73.74312169989571,74.23427430028096,,,1,1.7132560997270048,,,,,,,,,,,,,,,,,,,,,74.23428429989144,80.23499449994415,Fahrrad,niedlich,"['Fahrrad', 'niedlich']",test_adj,3,"['Kamera', 'Ring', 'Kette', 'Fahrrad', 'Bürste', 'Vase', 'Socke', 'Schere', 'Trommel', 'Buch', 'Tasche', 'Jacke', 'Hammer', 'Uhr', 'Löffel', 'Telefon', 'Stift', 'Kerze', 'Brille', 'Geige', 'Blume', 'Rucksack', 'Würfel', 'Tasse', 'Eimer', 'Flasche', 'Lampe', 'Kiste', 'Hut', 'Schlüssel']","['kurz', 'glatt', 'breit', 'niedlich']",1,1.7132560997270048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,80.24438600009307,,,,,,,,,,80.23552440013736,80.72620970010757,,,2,3.1001599999144673,,,,,,,,,,,,,,,,,,,,,80.72622160008177,86.72788760019466,Bürste,groß,"['Bürste', 'groß']",test_adj,3,"['Kamera', 'Ring', 'Kette', 'Fahrrad', 'Bürste', 'Vase', 'Socke', 'Schere', 'Trommel', 'Buch', 'Tasche', 'Jacke', 'Hammer', 'Uhr', 'Löffel', 'Telefon', 'Stift', 'Kerze', 'Brille', 'Geige', 'Blume', 'Rucksack', 'Würfel', 'Tasse', 'Eimer', 'Flasche', 'Lampe', 'Kiste', 'Hut', 'Schlüssel']","['kurz', 'glatt', 'breit', 'niedlich', 'groß']",2,3.1001599999144673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,86.73732790024951,,,,,,,,,,86.72841709991917,87.2193379001692,,,1,4.744561800267547,,,,,,,,,,,,,,,,,,,,,87.21934790024534,93.220882399939,Vase,nachhaltig,"['Vase', 'nachhaltig']",restudy,3,"['Kamera', 'Ring', 'Kette', 'Fahrrad', 'Bürste', 'Vase', 'Socke', 'Schere', 'Trommel', 'Buch', 'Tasche', 'Jacke', 'Hammer', 'Uhr', 'Löffel', 'Telefon', 'Stift', 'Kerze', 'Brille', 'Geige', 'Blume', 'Rucksack', 'Würfel', 'Tasse', 'Eimer', 'Flasche', 'Lampe', 'Kiste', 'Hut', 'Schlüssel']","['kurz', 'glatt', 'breit', 'niedlich', 'groß', 'nachhaltig']",1,4.744561800267547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_10h43.26.831,watkins1,2023.2.3,99.76236623175906,77,2024-01-09 10h43.34.511997 +0000,
