Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11416160000953823,0.11423110007308424,0.11423950002063066,5.9534815000370145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.953529600054026,68.32018370006699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,69.3339399000397,,,,,,,,68.32020120008383,69.3239435000578,75.82563550001942,76.31709580007009,69.81602859997656,75.825465300004,3,3.715457999962382,None,76.31710680003744,82.32201270002406,3,3.715457999962382,None,82.3223218000494,82.81356919999234,82.81358090008143,88.81998020003084,,None,None,88.82022140000481,88.82024540007114,88.82025230000727,88.82034229999408,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.82045900006779,93.51598080003168,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,94.52954200003296,,,,,,,,93.51599670003634,94.51952980004717,94.52000820008107,95.01167720009107,,,1,2.7567800000542775,,,,,,,,,,,,,,,,,,,,,95.01168810005765,101.0180238999892,Tasche,blass,"['Tasche', 'blass']",restudy,3,"['Tasche', 'Jacke', 'Trommel', 'Kamera', 'Blume', 'Vase', 'Hut', 'Tasse', 'Uhr', 'Hammer', 'Kette', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Kerze', 'Buch', 'Ring', 'Löffel', 'Telefon', 'Lampe', 'Schere', 'Bürste', 'Flasche', 'Schlüssel', 'Socke', 'Rucksack', 'Geige', 'Kiste', 'Fahrrad']",['blass'],1,2.7567800000542775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,101.02747710002586,,,,,,,,,,101.01869200007059,101.50949910003692,,,1,3.3013798999600112,,,,,,,,,,,,,,,,,,,,,101.50950990000274,107.51989610004239,Jacke,verspielt,"['Jacke', 'verspielt']",restudy,3,"['Tasche', 'Jacke', 'Trommel', 'Kamera', 'Blume', 'Vase', 'Hut', 'Tasse', 'Uhr', 'Hammer', 'Kette', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Kerze', 'Buch', 'Ring', 'Löffel', 'Telefon', 'Lampe', 'Schere', 'Bürste', 'Flasche', 'Schlüssel', 'Socke', 'Rucksack', 'Geige', 'Kiste', 'Fahrrad']","['blass', 'verspielt']",1,3.3013798999600112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,107.52935730002355,,,,,,,,,,107.52042760001495,108.0114370000083,,,2,3.0008119998965412,,,,,,,,,,,,,,,,,,,,,108.01144780009054,114.01844630006235,Trommel,kratzig,"['Trommel', 'kratzig']",restudy,3,"['Tasche', 'Jacke', 'Trommel', 'Kamera', 'Blume', 'Vase', 'Hut', 'Tasse', 'Uhr', 'Hammer', 'Kette', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Kerze', 'Buch', 'Ring', 'Löffel', 'Telefon', 'Lampe', 'Schere', 'Bürste', 'Flasche', 'Schlüssel', 'Socke', 'Rucksack', 'Geige', 'Kiste', 'Fahrrad']","['blass', 'verspielt', 'kratzig']",2,3.0008119998965412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,114.0278193000704,,,,,,,,,,114.01899420004338,114.50995209999382,,,1,3.958812700002454,,,,,,,,,,,,,,,,,,,,,114.50996290007606,120.5168624999933,Kamera,niedlich,"['Kamera', 'niedlich']",test_adj,3,"['Tasche', 'Jacke', 'Trommel', 'Kamera', 'Blume', 'Vase', 'Hut', 'Tasse', 'Uhr', 'Hammer', 'Kette', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Kerze', 'Buch', 'Ring', 'Löffel', 'Telefon', 'Lampe', 'Schere', 'Bürste', 'Flasche', 'Schlüssel', 'Socke', 'Rucksack', 'Geige', 'Kiste', 'Fahrrad']","['blass', 'verspielt', 'kratzig', 'niedlich']",1,3.958812700002454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,120.52624190005008,,,,,,,,,,120.51740000001155,121.00817749998532,,,3,1.6856026999885216,,,,,,,,,,,,,,,,,,,,,121.00818900007289,127.009051800007,Blume,sauber,"['Blume', 'sauber']",restudy,3,"['Tasche', 'Jacke', 'Trommel', 'Kamera', 'Blume', 'Vase', 'Hut', 'Tasse', 'Uhr', 'Hammer', 'Kette', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Kerze', 'Buch', 'Ring', 'Löffel', 'Telefon', 'Lampe', 'Schere', 'Bürste', 'Flasche', 'Schlüssel', 'Socke', 'Rucksack', 'Geige', 'Kiste', 'Fahrrad']","['blass', 'verspielt', 'kratzig', 'niedlich', 'sauber']",3,1.6856026999885216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,127.01833940006327,,,,,,,,,,127.00972119998187,127.50081100000534,,,1,2.9765644000144675,,,,,,,,,,,,,,,,,,,,,127.5008224999765,133.50789550004993,Vase,lustig,"['Vase', 'lustig']",restudy,3,"['Tasche', 'Jacke', 'Trommel', 'Kamera', 'Blume', 'Vase', 'Hut', 'Tasse', 'Uhr', 'Hammer', 'Kette', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Kerze', 'Buch', 'Ring', 'Löffel', 'Telefon', 'Lampe', 'Schere', 'Bürste', 'Flasche', 'Schlüssel', 'Socke', 'Rucksack', 'Geige', 'Kiste', 'Fahrrad']","['blass', 'verspielt', 'kratzig', 'niedlich', 'sauber', 'lustig']",1,2.9765644000144675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-20_11h31.21.772,watkins1,2023.2.3,99.7480365384276,72,2023-12-20 11h31.32.394022 +0000,
