Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10504129994660616,0.10510669997893274,0.10511499992571771,9.900642500026152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.900691000046209,60.97165640001185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,61.985315799945965,,,,,,,,60.97167419991456,61.97532660001889,68.47538509988226,68.96680220006965,62.467395999934524,68.47522290004417,3,2.974964000051841,None,68.96681279991753,74.97660770011134,3,2.974964000051841,None,74.97690039989538,75.46812579990365,75.46813699998893,81.47279629996046,verg,None,None,81.47302110004239,81.47304380009882,81.47305090003647,81.47313280007802,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4732490000315,88.56192109989934,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,89.57573499996215,,,,,,,,88.56193759990856,89.56565320002846,89.56611300003715,90.05774719989859,,,3,2.4967749000061303,,,,,,,,,,,,,,,,,,,,,90.05775699997321,96.06051620002836,Hut,breit,"['Hut', 'breit']",restudy,3,"['Hut', 'Kette', 'Stift', 'Tasse', 'Ring', 'Geige', 'Fahrrad', 'Bürste', 'Brille', 'Würfel', 'Tasche', 'Kamera', 'Uhr', 'Schlüssel', 'Jacke', 'Flasche', 'Trommel', 'Schere', 'Kerze', 'Kiste', 'Löffel', 'Lampe', 'Telefon', 'Hammer', 'Buch', 'Vase', 'Socke', 'Rucksack', 'Eimer', 'Blume']",['breit'],3,2.4967749000061303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,96.06993560004048,,,,,,,,,,96.06117290002294,96.55201130011119,,,1,2.4830165000166744,,,,,,,,,,,,,,,,,,,,,96.55202189995907,102.56295499997213,Kette,krumm,"['Kette', 'krumm']",test_adj,3,"['Hut', 'Kette', 'Stift', 'Tasse', 'Ring', 'Geige', 'Fahrrad', 'Bürste', 'Brille', 'Würfel', 'Tasche', 'Kamera', 'Uhr', 'Schlüssel', 'Jacke', 'Flasche', 'Trommel', 'Schere', 'Kerze', 'Kiste', 'Löffel', 'Lampe', 'Telefon', 'Hammer', 'Buch', 'Vase', 'Socke', 'Rucksack', 'Eimer', 'Blume']","['breit', 'krumm']",1,2.4830165000166744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,102.57276239991188,,,,,,,,,,102.56349979992956,103.05542690004222,,,1,2.6276790001429617,,,,,,,,,,,,,,,,,,,,,103.05543720000423,109.06125309993513,Stift,klobig,"['Stift', 'klobig']",restudy,3,"['Hut', 'Kette', 'Stift', 'Tasse', 'Ring', 'Geige', 'Fahrrad', 'Bürste', 'Brille', 'Würfel', 'Tasche', 'Kamera', 'Uhr', 'Schlüssel', 'Jacke', 'Flasche', 'Trommel', 'Schere', 'Kerze', 'Kiste', 'Löffel', 'Lampe', 'Telefon', 'Hammer', 'Buch', 'Vase', 'Socke', 'Rucksack', 'Eimer', 'Blume']","['breit', 'krumm', 'klobig']",1,2.6276790001429617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,109.0708244999405,,,,,,,,,,109.06177760008723,109.55282970005646,,,3,3.754448400111869,,,,,,,,,,,,,,,,,,,,,109.55284029990435,115.55906619993038,Tasse,robust,"['Tasse', 'robust']",test_adj,3,"['Hut', 'Kette', 'Stift', 'Tasse', 'Ring', 'Geige', 'Fahrrad', 'Bürste', 'Brille', 'Würfel', 'Tasche', 'Kamera', 'Uhr', 'Schlüssel', 'Jacke', 'Flasche', 'Trommel', 'Schere', 'Kerze', 'Kiste', 'Löffel', 'Lampe', 'Telefon', 'Hammer', 'Buch', 'Vase', 'Socke', 'Rucksack', 'Eimer', 'Blume']","['breit', 'krumm', 'klobig', 'robust']",3,3.754448400111869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,115.56850429996848,,,,,,,,,,115.55960229993798,116.05065060011111,,,1,2.6325824002269655,,,,,,,,,,,,,,,,,,,,,116.05066019995138,122.05369500000961,Ring,gepunktet,"['Ring', 'gepunktet']",test_adj,3,"['Hut', 'Kette', 'Stift', 'Tasse', 'Ring', 'Geige', 'Fahrrad', 'Bürste', 'Brille', 'Würfel', 'Tasche', 'Kamera', 'Uhr', 'Schlüssel', 'Jacke', 'Flasche', 'Trommel', 'Schere', 'Kerze', 'Kiste', 'Löffel', 'Lampe', 'Telefon', 'Hammer', 'Buch', 'Vase', 'Socke', 'Rucksack', 'Eimer', 'Blume']","['breit', 'krumm', 'klobig', 'robust', 'gepunktet']",1,2.6325824002269655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,122.06326419999823,,,,,,,,,,122.05422300007194,122.54520200006664,,,3,2.4176254998892546,,,,,,,,,,,,,,,,,,,,,122.5452149999328,128.5505747999996,Geige,dunkel,"['Geige', 'dunkel']",restudy,3,"['Hut', 'Kette', 'Stift', 'Tasse', 'Ring', 'Geige', 'Fahrrad', 'Bürste', 'Brille', 'Würfel', 'Tasche', 'Kamera', 'Uhr', 'Schlüssel', 'Jacke', 'Flasche', 'Trommel', 'Schere', 'Kerze', 'Kiste', 'Löffel', 'Lampe', 'Telefon', 'Hammer', 'Buch', 'Vase', 'Socke', 'Rucksack', 'Eimer', 'Blume']","['breit', 'krumm', 'klobig', 'robust', 'gepunktet', 'dunkel']",3,2.4176254998892546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-28_09h59.02.577,watkins1,2023.2.3,99.73420842380905,24,2023-11-28 09h59.10.717077 +0000,
