Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Löffel', 'Schere', 'Kiste', 'Buch', 'Hammer', 'Kerze', 'Bürste', 'Brille', 'Telefon', 'Hut', 'Lampe', 'Kamera', 'Socke', 'Würfel', 'Rucksack']","['Kette', 'Fahrrad', 'Tasche', 'Tasse', 'Flasche', 'Blume', 'Eimer', 'Geige', 'Jacke', 'Schlüssel', 'Vase', 'Ring', 'Stift', 'Uhr', 'Trommel']",0.11802699998952448,0.11809899983927608,0.11810709978453815,8.66748489998281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.667533799773082,51.4770229998976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,52.49070009985007,,,,,,,,,,51.47704049991444,52.48072159988806,58.980820199940354,59.472422999795526,52.97282899986021,58.9806096998509,1,4.670673999935389,None,59.472434599883854,65.48130589979701,1,4.670673999935389,None,65.48160049994476,65.48162509989925,65.48163209995255,65.48171179997735,,2.6612387001514435,5.974957600003108,65.48187619983219,65.97294159978628,65.97295279987156,71.97807009983808,capslockhca,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.97823129990138,81.37690459983423,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,82.39059409988113,,,,,,,,,,81.3769222998526,82.38061099988408,82.38109969999641,82.87252389988862,,,1,3.018197200028226,,,,,,,,,,,,,,,,,,,,,82.87253459985368,88.87752749980427,Schlüssel,zart,"['Schlüssel', 'zart']",test_sub,2,"['Schlüssel', 'Buch', 'Stift', 'Würfel', 'Hut', 'Fahrrad', 'Trommel', 'Eimer', 'Kamera', 'Socke', 'Geige', 'Löffel', 'Uhr', 'Flasche', 'Kerze', 'Kiste', 'Tasche', 'Jacke', 'Vase', 'Bürste', 'Hammer', 'Tasse', 'Kette', 'Telefon', 'Ring', 'Blume', 'Schere', 'Rucksack', 'Lampe', 'Brille']",['zart'],1,3.018197200028226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,88.88698989991099,,,,,,,,,,,,88.8781863998156,89.36891509988345,,,3,2.5716550999786705,,,,,,,,,,,,,,,,,,,,,89.3689250999596,95.37932259985246,Buch,praktisch,"['Buch', 'praktisch']",restudy,2,"['Schlüssel', 'Buch', 'Stift', 'Würfel', 'Hut', 'Fahrrad', 'Trommel', 'Eimer', 'Kamera', 'Socke', 'Geige', 'Löffel', 'Uhr', 'Flasche', 'Kerze', 'Kiste', 'Tasche', 'Jacke', 'Vase', 'Bürste', 'Hammer', 'Tasse', 'Kette', 'Telefon', 'Ring', 'Blume', 'Schere', 'Rucksack', 'Lampe', 'Brille']","['zart', 'praktisch']",3,2.5716550999786705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,95.3887907997705,,,,,,,,,,,,95.37985489983112,95.87103469995782,,,3,2.373370199929923,,,,,,,,,,,,,,,,,,,,,95.8710455999244,101.87215849990025,Stift,lang,"['Stift', 'lang']",test_sub,2,"['Schlüssel', 'Buch', 'Stift', 'Würfel', 'Hut', 'Fahrrad', 'Trommel', 'Eimer', 'Kamera', 'Socke', 'Geige', 'Löffel', 'Uhr', 'Flasche', 'Kerze', 'Kiste', 'Tasche', 'Jacke', 'Vase', 'Bürste', 'Hammer', 'Tasse', 'Kette', 'Telefon', 'Ring', 'Blume', 'Schere', 'Rucksack', 'Lampe', 'Brille']","['zart', 'praktisch', 'lang']",3,2.373370199929923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,101.88161879987456,,,,,,,,,,,,101.8728009997867,102.36356159998104,,,3,4.360928200185299,,,,,,,,,,,,,,,,,,,,,102.36357209994458,108.37307189987041,Würfel,gut,"['Würfel', 'gut']",restudy,2,"['Schlüssel', 'Buch', 'Stift', 'Würfel', 'Hut', 'Fahrrad', 'Trommel', 'Eimer', 'Kamera', 'Socke', 'Geige', 'Löffel', 'Uhr', 'Flasche', 'Kerze', 'Kiste', 'Tasche', 'Jacke', 'Vase', 'Bürste', 'Hammer', 'Tasse', 'Kette', 'Telefon', 'Ring', 'Blume', 'Schere', 'Rucksack', 'Lampe', 'Brille']","['zart', 'praktisch', 'lang', 'gut']",3,4.360928200185299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,108.38253509998322,,,,,,,,,,,,108.3736087998841,108.86459759995341,,,1,4.820295999990776,,,,,,,,,,,,,,,,,,,,,108.86460849992,114.86746579990722,Hut,schlicht,"['Hut', 'schlicht']",restudy,2,"['Schlüssel', 'Buch', 'Stift', 'Würfel', 'Hut', 'Fahrrad', 'Trommel', 'Eimer', 'Kamera', 'Socke', 'Geige', 'Löffel', 'Uhr', 'Flasche', 'Kerze', 'Kiste', 'Tasche', 'Jacke', 'Vase', 'Bürste', 'Hammer', 'Tasse', 'Kette', 'Telefon', 'Ring', 'Blume', 'Schere', 'Rucksack', 'Lampe', 'Brille']","['zart', 'praktisch', 'lang', 'gut', 'schlicht']",1,4.820295999990776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,114.87694309977815,,,,,,,,,,,,114.86799469985999,115.35897009982727,,,3,2.6373933001887053,,,,,,,,,,,,,,,,,,,,,115.35898099979386,121.3614558998961,Fahrrad,schmutzig,"['Fahrrad', 'schmutzig']",test_sub,2,"['Schlüssel', 'Buch', 'Stift', 'Würfel', 'Hut', 'Fahrrad', 'Trommel', 'Eimer', 'Kamera', 'Socke', 'Geige', 'Löffel', 'Uhr', 'Flasche', 'Kerze', 'Kiste', 'Tasche', 'Jacke', 'Vase', 'Bürste', 'Hammer', 'Tasse', 'Kette', 'Telefon', 'Ring', 'Blume', 'Schere', 'Rucksack', 'Lampe', 'Brille']","['zart', 'praktisch', 'lang', 'gut', 'schlicht', 'schmutzig']",3,2.6373933001887053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-30_11h19.16.477,watkins1,2023.2.3,99.71402000963822,35,2023-11-30 11h19.24.562951 +0000,
